Class,IntA,IntB
0,Q8NCN2,P53597
0,Q8NCN2,Q13794
0,Q8NCN2,Q9Y295
0,Q8NCN2,P13798
0,Q8NCN2,P49411
0,Q8NCN2,P62495
0,Q8NCN2,Q93088
0,Q8NCN2,Q9P0R6
0,Q8NCN2,P09132
0,Q8NCN2,P49789
0,Q8NCN2,O75570
0,P53597,P10412
0,P53597,P06746
0,P53597,Q5T6S3
0,P53597,Q9NQ33
0,P53597,Q9Y6W3
0,P53597,P40617
0,P53597,Q6UXN9
0,P53597,P28702
0,P53597,O15156
0,P53597,P13631
0,P53597,P52435
0,P53597,Q13569
0,P53597,Q99990
0,P53597,Q96T60
0,P53597,Q9UBK2
0,P53597,Q02556
0,P53597,Q9BSM1
0,P53597,O43248
0,P53597,P19387
0,P53597,P14652
0,P53597,Q8IZL9
0,P53597,P17483
0,P53597,Q96QT6
0,P53597,Q9HCU8
0,P53597,P19447
0,P53597,Q01094
0,P53597,P25208
0,P53597,P17405
0,P53597,Q6UN15
0,P53597,Q16576
1,P53597,Q7LBR1
0,Q13794,P17535
0,Q13794,Q01664
0,Q13794,O43680
0,Q13794,Q9UBC0
0,Q13794,Q13416
0,Q13794,P13378
0,Q13794,Q8IUM7
0,Q13794,Q13889
0,Q13794,Q02556
0,Q13794,Q8WZ19
0,Q13794,P08651
0,Q13794,Q9UNY5
0,Q13794,Q86UU0
0,Q13794,P17010
0,Q13794,P52945
0,Q13794,Q05952
0,Q13794,Q06330
0,Q13794,Q49A26
0,Q13794,P34059
0,Q13794,Q8IZU0
0,Q13794,P62306
0,Q13794,P54132
0,Q13794,Q9UBR2
0,Q13794,Q96FI4
1,Q13794,Q05516
1,Q13794,P02775
1,Q13794,Q07820
1,Q13794,Q07812
0,Q9Y295,P13984
0,Q9Y295,Q8TDY2
0,Q9Y295,Q9UBU8
0,Q9Y295,P17481
0,Q9Y295,Q5MJ70
0,Q9Y295,Q15560
0,Q9Y295,Q8WV37
0,Q9Y295,Q12873
0,Q9Y295,Q96DT0
0,Q9Y295,Q9H4I2
0,Q9Y295,P13349
0,Q9Y295,Q15054
0,Q9Y295,Q13123
0,Q9Y295,P26368
0,Q9Y295,P0C0S8
0,Q9Y295,O43929
0,Q9Y295,P47902
0,Q9Y295,Q96BN2
0,Q9Y295,Q14188
0,Q9Y295,Q9UL49
0,Q9Y295,P20265
0,Q9Y295,Q8N5F7
0,Q9Y295,Q969J2
0,Q9Y295,Q9Y5P8
0,Q9Y295,Q02241
1,Q9Y295,P04632
1,Q9Y295,P17542
1,Q9Y295,Q9H446
1,Q9Y295,P12980
0,P13798,P51826
0,P13798,P01106
0,P13798,P20823
0,P13798,P62318
0,P13798,P78364
0,P13798,P19388
0,P13798,Q9Y675
0,P13798,Q9ULV3
0,P13798,Q6ZRS2
0,P13798,Q99729
0,P13798,Q96MH2
0,P13798,Q9BTC8
0,P13798,P40617
0,P13798,Q96KK5
0,P13798,O14948
0,P13798,Q06330
0,P13798,P31277
0,P13798,O75526
0,P13798,Q16520
0,P13798,O75478
0,P13798,O60583
0,P13798,Q12857
0,P13798,Q9UI36
0,P13798,Q9GZR1
0,P13798,Q00688
0,P13798,P17010
0,P13798,P23193
0,P13798,Q6UN15
0,P13798,Q9UJA3
0,P13798,Q15475
1,P13798,P04278
1,P13798,Q0P6H9
1,P13798,P53990
1,P13798,Q9GZZ9
0,P49411,O95639
0,P49411,P51826
0,P49411,Q07864
0,P49411,Q14209
0,P49411,P17535
0,P49411,Q01664
0,P49411,Q15415
0,P49411,Q9UBX1
0,P49411,P30260
0,P49411,P10619
0,P49411,Q12947
0,P49411,Q06710
0,P49411,Q13156
0,P49411,Q8WVY7
0,P49411,Q9Y6J0
0,P49411,P04554
0,P49411,P35680
0,P49411,Q9UBR2
0,P49411,P28360
0,P49411,Q9BSM1
0,P49411,P61218
0,P49411,P19419
0,P49411,P26368
0,P49411,O00257
0,P49411,P29374
0,P49411,P31276
0,P49411,P83876
0,P49411,Q9HC52
0,P49411,Q02080
0,P49411,Q04725
0,P49411,Q9H2F5
0,P49411,P47902
0,P49411,Q06330
0,P49411,Q5TB30
0,P49411,P08579
0,P49411,Q9H211
0,P49411,Q09028
0,P49411,Q9UNL4
0,P49411,P55318
0,P49411,P62316
1,P49411,P35579
0,P62495,P09067
0,P62495,P31269
0,P62495,Q14526
0,P62495,Q9NR56
0,P62495,O43365
0,P62495,Q9HBE1
0,P62495,Q8N5A5
0,P62495,Q9GZZ0
0,P62495,P49716
0,P62495,P16383
0,P62495,P78549
0,P62495,Q03181
0,P62495,O75478
0,P62495,P29084
0,P62495,Q9NX01
0,P62495,Q9Y675
0,P62495,Q9UKY1
0,P62495,Q8TAD8
0,P62495,P35269
0,P62495,P11308
0,P62495,Q9Y3E1
0,P62495,P23409
0,P62495,Q5MJ70
0,P62495,Q07352
0,P62495,P43268
1,P62495,P67775
1,P62495,Q8IYD1
1,P62495,Q14145
0,Q93088,P10074
0,Q93088,P09017
0,Q93088,Q9H0W9
0,Q93088,P78364
0,Q93088,Q15544
0,Q93088,Q96T37
0,Q93088,O75528
0,Q93088,Q9Y5N6
0,Q93088,P43235
0,Q93088,P10242
0,Q93088,P20264
0,Q93088,Q9H8M7
0,Q93088,Q96EG1
0,Q93088,O43829
0,Q93088,P02545
0,Q93088,P50539
0,Q93088,O43913
0,Q93088,Q9NPC8
0,Q93088,O60814
0,Q93088,P55318
0,Q93088,Q96DI7
0,Q93088,Q96T23
0,Q93088,Q13568
0,Q93088,Q9NXR8
0,Q93088,P11473
0,Q93088,Q15697
0,Q93088,P62314
0,Q93088,Q14CB8
0,Q93088,Q9UBE0
0,Q93088,O95071
0,Q93088,P33992
0,Q93088,P51531
0,Q93088,Q96KN3
0,Q93088,P49716
0,Q93088,Q14527
0,Q93088,Q14188
0,Q93088,Q8N1G1
0,Q9P0R6,Q12800
0,Q9P0R6,Q14190
0,Q9P0R6,P10619
0,Q9P0R6,Q9Y5K3
0,Q9P0R6,P49715
0,Q9P0R6,O14948
0,Q9P0R6,Q13156
0,Q9P0R6,P40617
0,Q9P0R6,Q9UBU8
0,Q9P0R6,P09874
0,Q9P0R6,P35680
0,Q9P0R6,P12755
0,Q9P0R6,Q9NPJ6
0,Q9P0R6,P43699
0,Q9P0R6,P78549
0,Q9P0R6,Q9P0K8
0,Q9P0R6,P33992
0,Q9P0R6,Q92769
0,Q9P0R6,Q09028
0,Q9P0R6,Q9UJA3
0,Q9P0R6,P23025
0,Q9P0R6,Q9GZZ0
0,Q9P0R6,P08579
0,Q9P0R6,Q9UNY5
0,Q9P0R6,Q9NWU2
0,Q9P0R6,Q86XI2
0,Q9P0R6,Q49A26
0,Q9P0R6,P10243
0,Q9P0R6,O00716
0,Q9P0R6,Q9H3D4
0,P09132,P15036
0,P09132,P09884
0,P09132,Q9H8M7
0,P09132,Q96T37
0,P09132,Q92908
0,P09132,O95125
0,P09132,P16383
0,P09132,P35251
0,P09132,P78527
0,P09132,Q5THR3
0,P09132,P10914
0,P09132,P47902
0,P09132,Q9UBK2
0,P09132,P17544
0,P09132,Q6PL18
0,P09132,P52756
0,P09132,P24278
0,P09132,Q99590
0,P09132,O94782
0,P09132,Q9UKI9
0,P09132,Q14526
0,P09132,Q13247
0,P09132,P11473
0,P09132,Q15637
