Class,IntA,IntB
0,P14598,Q9HB96
0,P14598,Q8N807
0,P53667,P35475
0,Q08495,P13284
0,Q08495,Q8IXQ6
0,Q9UBT2,Q96CS3
0,Q9Y2D0,O95218
0,P33402,P15336
0,P33402,Q9Y5K3
0,P33402,O60583
0,Q8N183,Q99638
0,Q8N183,Q12986
0,Q9UNI6,P32322
0,P39748,O75828
0,P39748,Q9NX09
0,P39748,P68104
0,Q9Y291,P43268
0,Q9Y291,Q92925
0,Q9BWT1,O14618
0,Q9BWT1,Q8NI60
0,P00918,O00267
0,O95639,Q96PC2
0,Q92598,Q16385
0,P15036,O43182
0,P15036,P82650
0,Q07020,O76039
0,Q07020,Q16656
0,O43791,Q96HU1
0,O43791,P08263
0,O15235,O14862
0,Q8NI60,Q8WV37
0,Q14469,Q6V1X1
0,Q14469,O95786
0,P16104,P09936
0,Q7L3B6,Q15562
0,Q7L3B6,Q9UJC5
0,Q7L3B6,P02545
0,Q7L3B6,P41970
0,Q9UHD2,Q96S96
0,Q9UHD2,P20671
0,Q92731,Q16828
0,Q96QG7,P01100
0,Q02548,O95749
0,Q9UBR1,Q9Y6J0
0,Q3YBR2,Q7L0Y3
0,Q8TCS8,O95343
0,Q03111,P23434
0,O00142,P15407
0,Q16543,Q9Y2P7
0,Q9BT17,Q05516
0,Q96P20,Q6PL18
0,Q96P20,Q09028
0,P63279,Q9UGC7
0,P63279,Q9Y295
0,P63279,P49591
0,Q07864,Q96TA2
0,Q16851,Q16633
0,Q12800,P54577
0,Q03164,P35236
0,Q03164,P07864
0,Q8TDY4,P55318
0,Q8TDY4,Q07352
0,Q8TDY4,Q15233
0,Q8TDY4,Q12948
0,P62807,P63302
0,Q14914,Q6P1J9
0,Q07617,O00287
0,Q07617,Q9Y6W3
0,P41252,P55317
0,P41252,Q9Y675
0,O94768,P15374
0,O94768,Q9NR20
0,O94768,P43304
0,P15374,Q9ULV3
0,P15374,P25208
0,P26583,Q9BUE6
0,P05089,O94763
0,P05089,Q9Y5Q8
0,P53396,Q15672
0,P53396,Q14526
0,P53396,Q9HAW0
0,Q96PU4,Q00059
0,Q15102,O43541
0,Q01664,P82930
0,Q9H6S3,Q14192
0,Q9H6S3,Q13547
0,P01106,P35325
0,O43680,Q96AA8
0,O43680,Q9BYD2
0,O43680,Q8WXC3
0,Q6UB35,P33778
0,P50548,Q99956
0,P55039,P49916
0,Q02363,Q8IXM3
0,Q9H257,Q08999
0,P10074,Q76N89
0,Q9UDX5,O75529
0,Q8N573,P16383
0,Q9Y2T2,Q8N9N5
0,Q14938,Q16143
0,Q16143,Q06547
0,Q16143,P0C7P1
0,Q16143,P10412
0,Q16143,Q00444
0,P50226,O15525
0,P09630,P15104
0,P09630,P13639
0,P62917,P32519
0,P49368,Q9NPC7
0,P82933,Q6ISB3
0,Q8N6F7,P55317
0,P09132,P29558
0,P09132,P17544
0,Q13362,P83881
0,Q13362,P07195
0,P13639,P14921
0,P26358,Q9HCY8
0,Q99956,O43316
0,Q99956,Q16621
0,P09488,Q9H2F5
0,P09884,P49888
0,P09884,Q01064
0,P10412,Q96PC2
0,Q9BV36,P11474
