Class,IntA,IntB
0,Q8NCN2,P53597
0,Q8NCN2,Q13794
0,Q8NCN2,Q9Y295
0,Q8NCN2,Q49AM1
0,Q8NCN2,Q9BYG8
0,Q8NCN2,Q16643
0,Q8NCN2,P82664
0,Q8NCN2,Q9BRA2
0,Q8NCN2,P53779
0,Q8NCN2,Q6XUX3
0,Q8NCN2,Q14678
0,Q8NCN2,Q9BTM9
0,Q8NCN2,Q08257
0,Q8NCN2,Q99469
0,Q8NCN2,P53384
0,Q8NCN2,Q9UIV8
0,P53597,P06746
0,P53597,P14653
0,P53597,P17480
0,P53597,Q5T6S3
0,P53597,Q9NQ33
0,P53597,P40617
0,P53597,O15156
0,P53597,P13631
0,P53597,P52435
0,P53597,Q13569
0,P53597,Q96T60
0,P53597,Q9UBK2
0,P53597,Q02556
0,P53597,Q9BSM1
0,P53597,O43248
0,P53597,Q01196
0,P53597,P28698
0,P53597,Q8IZL9
0,P53597,P17483
0,P53597,Q96QT6
0,P53597,P19447
0,P53597,P25208
0,P53597,Q9NV56
0,P53597,O14862
0,P53597,O75529
0,P53597,Q6UN15
0,P53597,Q16576
0,P53597,Q6EKJ0
1,P53597,Q7LBR1
0,Q13794,Q01664
0,Q13794,O43680
0,Q13794,O60508
0,Q13794,P62875
0,Q13794,P35227
0,Q13794,P84103
0,Q13794,Q9Y6P5
0,Q13794,O75529
0,Q13794,P61964
0,Q13794,P13378
0,Q13794,Q13889
0,Q13794,Q02556
0,Q13794,Q8WZ19
0,Q13794,P08651
0,Q13794,Q86UU0
0,Q13794,Q01081
0,Q13794,P17010
0,Q13794,Q16777
0,Q13794,Q03701
0,Q13794,Q96I25
0,Q13794,Q05952
0,Q13794,Q49A26
0,Q13794,P34059
0,Q13794,P62306
0,Q13794,P54132
0,Q13794,Q16695
0,Q13794,Q96FI4
1,Q13794,Q07817
1,Q13794,Q07820
1,Q13794,Q07812
0,Q9Y295,O94953
0,Q9Y295,P41229
0,Q9Y295,Q92925
0,Q9Y295,Q9UBU8
0,Q9Y295,P17481
0,Q9Y295,P54803
0,Q9Y295,Q9NVP2
0,Q9Y295,Q5MJ70
0,Q9Y295,Q8WV37
0,Q9Y295,Q9H4I2
0,Q9Y295,P61964
0,Q9Y295,O15178
0,Q9Y295,P13349
0,Q9Y295,O00115
0,Q9Y295,Q15054
0,Q9Y295,Q5VVJ2
0,Q9Y295,Q8TAT5
0,Q9Y295,Q13123
0,Q9Y295,P0C0S8
0,Q9Y295,P41161
0,Q9Y295,Q15029
0,Q9Y295,P47902
0,Q9Y295,Q96BN2
0,Q9Y295,Q14188
0,Q9Y295,Q9UL49
0,Q9Y295,Q13547
0,Q9Y295,Q8N5F7
0,Q9Y295,Q969J2
0,Q9Y295,Q9Y5P8
0,Q9Y295,Q9Y603
0,Q9Y295,Q02241
0,Q9Y295,P24928
1,Q9Y295,P04632
1,Q9Y295,P17542
1,Q9Y295,Q9H446
1,Q9Y295,P12980
0,Q49AM1,P15036
0,Q49AM1,O00267
0,Q49AM1,P08048
0,Q49AM1,Q8WYA6
0,Q49AM1,Q96N77
0,Q49AM1,Q16520
0,Q49AM1,Q7Z7J5
0,Q49AM1,P30291
0,Q49AM1,P84103
0,Q49AM1,P04554
0,Q49AM1,Q96JN0
0,Q49AM1,Q9HB65
0,Q49AM1,Q8WZ19
0,Q49AM1,Q06416
0,Q49AM1,P83876
0,Q49AM1,Q03052
0,Q49AM1,Q9NS39
0,Q49AM1,O76039
0,Q49AM1,P35475
0,Q49AM1,Q92830
0,Q49AM1,Q00056
0,Q49AM1,P38571
0,Q49AM1,P62314
0,Q49AM1,Q9UHG3
0,Q49AM1,P55157
0,Q9BYG8,Q14469
0,Q9BYG8,P32314
0,Q9BYG8,Q15233
0,Q9BYG8,Q9NYD6
0,Q9BYG8,P28069
0,Q9BYG8,Q6NXT2
0,Q9BYG8,Q8N5A5
0,Q9BYG8,O96028
0,Q9BYG8,Q6P1J9
0,Q9BYG8,Q13123
0,Q9BYG8,Q9P0K8
0,Q9BYG8,Q15562
0,Q9BYG8,P17050
0,Q9BYG8,Q8TAT5
0,Q9BYG8,Q8NDX5
0,Q9BYG8,Q9H4I2
0,Q9BYG8,P23527
0,Q9BYG8,Q9Y6J0
0,Q9BYG8,P23771
0,Q9BYG8,Q96AJ1
0,Q9BYG8,O60231
0,Q9BYG8,P83876
0,Q16643,Q07864
0,Q16643,Q92698
0,Q16643,O96020
0,Q16643,O75164
0,Q16643,Q9H5J8
0,Q16643,P31249
0,Q16643,Q9UMQ3
0,Q16643,Q9UHR5
0,Q16643,Q9NZI6
0,Q16643,O43913
0,Q16643,Q5VVJ2
0,Q16643,Q9Y5Q8
0,Q16643,P34059
0,Q16643,O43781
0,Q16643,Q96KN3
0,Q16643,Q5THR3
0,Q16643,Q9NVU0
0,Q16643,Q92922
0,Q16643,Q96JB3
0,Q16643,P10914
0,Q16643,Q8IXF0
0,Q16643,P28698
0,Q16643,P0DJD3
0,Q16643,Q9BQ83
0,Q16643,P28358
1,Q16643,Q6XZF7
1,Q16643,O00267
1,Q16643,P07737
1,Q16643,Q9NSB8
1,Q16643,Q6KC79
0,P82664,Q00403
0,P82664,P06746
0,P82664,P10619
0,P82664,P31269
0,P82664,P07686
0,P82664,Q96LT9
0,P82664,Q10587
0,P82664,O75607
0,P82664,Q9NVP2
0,P82664,Q8WV37
0,P82664,Q9NZI6
0,P82664,Q99877
0,P82664,P41235
0,P82664,Q99733
0,P82664,O43829
0,P82664,O95343
0,P82664,Q9Y603
0,P82664,P24928
0,P82664,Q14186
0,P82664,O14802
0,P82664,Q14807
0,P82664,Q96SD1
0,P82664,P28340
0,P82664,Q9P2K5
0,P82664,Q15054
0,P82664,O00712
0,Q9BRA2,P23511
0,Q9BRA2,P41229
0,Q9BRA2,Q12950
0,Q9BRA2,Q92925
0,Q9BRA2,Q16520
0,Q9BRA2,P10242
0,Q9BRA2,Q7Z7J5
0,Q9BRA2,P09012
0,Q9BRA2,P09874
0,Q9BRA2,Q9NV56
0,Q9BRA2,Q13461
0,Q9BRA2,Q15744
0,Q9BRA2,P15408
0,Q9BRA2,Q14686
0,Q9BRA2,Q9GZZ0
0,Q9BRA2,Q5VVJ2
0,Q9BRA2,Q9H2F5
0,Q9BRA2,Q8IZL9
0,Q9BRA2,P19532
0,Q9BRA2,P49716
0,Q9BRA2,Q96KN3
0,Q9BRA2,Q14CB8
0,Q9BRA2,O75971
0,Q9BRA2,Q92769
0,Q9BRA2,P05423
0,Q9BRA2,P30876
1,Q9BRA2,P01185
1,Q9BRA2,P01178
1,Q9BRA2,Q16881
1,Q9BRA2,P01308
0,P53779,P36402
0,P53779,Q12952
0,P53779,Q8WYA6
0,P53779,Q9UJC5
0,P53779,P40692
0,P53779,Q9Y5N6
0,P53779,Q9HBE1
0,P53779,P17481
0,P53779,Q7Z7J5
0,P53779,P61964
0,P53779,Q5TB30
0,P53779,P24928
0,P53779,P30876
0,P53779,P28698
0,P53779,Q96S44
0,P53779,Q12837
0,P53779,Q12962
0,P53779,Q03701
0,P53779,P09234
0,P53779,Q15697
0,P53779,Q06413
0,P53779,P84103
0,P53779,Q9UEE5
0,P53779,P28340
0,P53779,Q8WVC0
0,P53779,Q9H4I2
0,P53779,Q8IZL9
0,P53779,P13686
