Class,IntA,IntB
0,Q8NCN2,Q9H9P8
0,P14598,O15151
0,P14598,Q99594
0,P53667,Q01664
0,Q12789,Q13287
0,Q08495,P13010
0,Q9Y2D0,O15379
0,P33402,Q9UL17
0,P33402,O60583
0,Q15327,Q9UKF7
0,Q8N183,Q92841
0,Q9UNI6,O75891
0,P57723,P35227
0,P39748,O75828
0,P39748,Q96HA7
0,P39748,O00142
0,Q9Y291,P15976
0,P48147,O14646
0,Q9BWT1,O75251
0,Q9BWT1,O95429
0,Q9BWT1,P49411
0,O75251,Q9H9S0
0,P36402,P00918
0,P00918,P15923
0,O95639,O14727
0,O75880,Q9NV56
0,Q07020,Q8WW12
0,O15235,Q9NSY1
0,O15235,Q8WV37
0,Q92844,P20290
0,Q92844,Q9BYM8
0,Q92844,Q9H9S0
0,Q8IZT9,P48643
0,Q8IZT9,P49753
0,Q14469,O95786
0,Q9BYG8,P32314
0,Q9BYG8,Q9NYD6
0,P16104,P37108
0,Q7L3B6,Q15596
0,Q7L3B6,O75529
0,Q7L3B6,Q16385
0,Q9UHD2,O75528
0,Q9UHD2,O00257
0,Q9UHD2,Q10586
0,Q9UHD2,P06400
0,Q92731,Q00059
0,Q9UBR1,Q9Y222
0,Q9UBR1,P50539
0,Q9UBR1,P17483
0,Q03111,P29218
0,Q03111,Q8N3C0
0,O00142,O43679
0,P0C0S5,P43897
0,P0C0S5,P20936
0,Q16543,Q9HC52
0,Q9BT17,P41235
0,P51826,P49411
0,Q96P20,Q9Y603
0,P05413,P22415
0,P05413,Q03828
0,Q07864,Q9NZJ9
0,Q16851,P41002
0,Q12800,O00411
0,Q12800,P49589
0,Q03164,P16949
0,Q03164,Q14790
0,Q8TDY4,Q9HBE1
0,P62807,Q96M27
0,Q14914,P18847
0,Q14914,O94993
0,Q14914,Q5THR3
0,Q14562,P47874
0,Q14562,P17987
0,Q14562,P28332
0,Q14209,Q13084
0,P41252,Q9Y675
0,O94768,Q9BRV8
0,P15374,Q9BQ83
0,P15374,Q9UBC3
0,P05089,O94913
0,P05089,P51946
0,P53396,P33778
0,P53396,O14593
0,Q15102,P35453
0,Q01664,P52565
0,Q9H6S3,Q12951
0,Q9H6S3,Q9P0K8
0,Q9H6S3,P41225
0,Q9H6S3,P52926
0,Q9H6S3,Q8N5A5
0,Q16740,Q15393
0,O43680,O15169
0,Q6UB35,Q9ULX3
0,P50548,Q8NFZ5
0,P50548,Q16548
0,P55039,P11308
0,P55039,O95376
0,Q02363,Q9P0M9
0,Q02363,Q9UIV8
0,Q9UDX5,Q16514
0,Q8N573,Q9UL17
0,Q8N573,P09017
0,P20671,P28838
0,Q9Y2T2,Q969F1
0,Q14938,Q16143
0,P50226,Q12951
0,P50226,P56282
0,P09630,P40925
0,P62917,Q09472
0,Q92698,P51649
0,P49368,O75526
0,P82933,P50897
0,Q8N6F7,P17480
0,Q8N6F7,P56282
0,P09132,O14776
0,P61970,Q8N9N5
0,P61970,Q8IZU0
0,Q9UDW3,O43776
0,P13639,Q9UNN4
0,P20823,O60551
0,Q99956,Q16633
0,Q969P6,Q16587
0,O96020,Q5VZM2
0,P10412,Q9BSL1
0,P10412,P51580
0,P00558,O15353
0,P13984,P50452
0,Q9UD71,Q00403
0,Q9UD71,P14316
0,Q00403,Q14204
0,Q5VZM2,Q9UPV9
0,Q5VZM2,O43913
0,Q5H9F3,P00492
0,Q5H9F3,P32119
0,Q01543,P56277
0,P31270,P82932
0,Q96CS3,Q9C0F3
0,P31274,Q99707
0,P31274,Q6B8I1
0,Q9NX20,P53539
0,Q9NX20,P51513
0,P82932,Q9UGP5
0,P09017,Q9H6S1
0,Q8WVN8,O14948
0,Q8WVN8,Q9GZR1
0,Q8WVN8,P28358
0,Q8WVN8,Q9BWT3
0,Q9UBX1,P62937
0,P62937,O60583
0,P62937,P62308
0,P12004,P50453
0,Q96PC2,P62304
0,Q96PC2,Q96SD1
0,Q96PC2,P78549
0,P00441,P17509
0,Q14204,P15336
0,Q8NFU5,Q96HA7
0,Q9H7D7,P16403
0,P07992,P30626
0,P07992,P48735
0,P24298,Q9H5F2
0,P24298,O00716
0,O14920,Q03060
0,O14920,Q9NYD6
0,O95926,Q96Q11
0,O95926,P11766
0,P49753,Q96QT6
0,P49753,Q06547
0,Q9UL03,P42679
0,Q6ZYL4,P27708
0,Q6ZYL4,O43307
0,P27708,P57081
0,O43541,P00338
0,Q92871,Q05923
0,Q8IVL1,O14618
0,Q99551,Q10586
0,O15540,Q9BPZ2
0,O43396,Q9UHR5
0,Q9Y535,O14641
0,P51114,P0C0S8
0,P51114,Q0VD86
0,Q8N807,Q9UI32
0,Q8N807,P50213
0,Q9UII2,P11474
0,Q13115,P15104
0,P22531,Q9UBR2
0,O75164,P49888
0,P25398,Q86UU0
0,Q8TE04,P47928
0,Q15562,P20591
0,P15056,Q8TAD8
0,P51688,Q9GZZ1
0,Q9GZZ1,P19793
0,Q14190,P59044
0,Q5SW96,Q13526
0,P37231,P35218
0,P37231,O15169
0,P62318,Q9NP74
0,Q15046,Q8TAP9
0,Q15046,Q8WV37
0,P48163,Q9Y4A5
0,P48163,O94993
0,P10619,O75879
0,P10619,O60711
0,P10619,O75534
0,O75879,Q99929
0,O75879,Q68CP9
0,P14651,P53004
0,Q01469,Q6NYC1
0,P19793,Q96A58
0,O75563,Q99590
0,O75563,O94913
0,O75563,Q8N5A5
0,Q13595,Q14999
0,Q13595,Q16548
0,Q15424,O14713
0,P23434,Q969J2
0,P23434,Q12951
0,P17676,Q96GX9
0,Q96GX9,P12755
0,Q96GX9,P28702
0,Q9H0W9,P78417
0,P08048,Q8NFH8
0,P05164,P83111
0,P05164,Q93008
0,Q9HC29,P33778
0,Q9HC29,P35227
0,Q9HC29,Q9NV56
0,Q9HC29,P49917
0,Q9HC29,P14921
0,Q9BYC9,Q15697
0,Q9BYC9,Q12986
0,Q9BYC9,O15353
0,Q9NZI7,Q13107
0,P40261,P14652
0,Q04727,P29762
0,Q8N1V2,Q96BN2
0,Q8N1V2,O60264
0,Q6PL18,P43897
0,Q92841,Q04837
0,P78364,Q93088
0,P78364,P18054
0,Q9UI17,O75506
0,Q9UI17,Q9UKF6
0,Q9UI17,Q00577
0,P29558,Q9BSE5
0,P09067,P62495
0,P15559,O75526
0,Q06945,P48728
0,Q92526,P35244
0,Q92526,Q15560
0,P49914,P35453
0,P49914,P14678
0,P49914,P22304
0,P28838,P28340
0,P28838,Q14526
0,P43304,P16220
0,P43304,P15336
0,O14948,Q15173
0,Q9UBC0,O95400
0,Q15173,Q9UKN8
0,Q15173,P30876
0,Q15173,P17405
0,Q15173,P04066
0,Q15906,P35326
0,Q15637,P53384
0,Q9ULC6,P23760
0,Q9ULC6,Q12857
0,P82930,P28370
0,P14653,Q16540
0,P14653,Q9UBW5
0,P14653,Q8N5U6
0,Q16540,P49917
0,Q96M11,P09629
0,Q96M11,O95071
0,Q02962,Q9NP74
0,P18054,Q06416
0,P18054,Q9UGN5
0,P18054,P78527
0,Q9H7Z6,Q969K4
0,Q14442,P18846
0,P31249,P47897
0,Q9BTM9,O94782
0,Q9BTM9,Q8N9N5
0,Q8IUE6,P83111
0,Q8IUE6,Q9NP74
0,P20591,Q92769
0,Q99707,O00115
0,P32119,Q96QV6
0,Q8NHV9,P47897
0,P09668,Q5JY77
0,P09668,P78368
0,Q96T37,Q8NFZ5
0,Q96T37,Q9BWD1
0,P17706,O60563
0,P06732,O96019
0,P31269,P82664
0,P31269,Q9Y216
0,Q9H4K7,P62487
0,Q9H4K7,P61244
0,Q9P278,P27695
0,Q99697,Q96EK5
0,Q99697,P55084
0,P12104,P30307
0,P12104,P61244
0,P12104,Q99729
0,P20290,P24666
0,Q15466,Q96EK5
0,P19878,P04053
0,P19878,P53999
0,Q14999,Q92565
0,Q9BWT3,P08263
0,Q69YI7,Q8N142
0,Q7Z2X4,Q9NTZ6
0,Q7Z2X4,Q9C0F3
0,Q9NPC7,Q6P1L8
0,Q9NPC7,Q9NX02
0,O00471,Q93077
0,O00471,P27707
0,O60315,Q9UNE7
0,O60315,P08263
0,P49589,Q05195
0,P49589,P28347
0,Q02252,Q05195
0,Q02252,O95948
0,Q9H5Q4,P21675
0,Q9H5Q4,Q96JN0
0,O00170,Q15672
0,Q9C0F3,P50452
0,Q9HCP0,Q02556
0,Q14526,Q00169
0,Q9NVS2,P17900
0,O00268,Q93008
0,P12956,P15121
0,P28332,O00712
0,P24468,O43504
0,P24468,Q9H0A6
0,Q9UIK4,P62995
0,Q9UIK4,P13378
0,P07686,Q9Y2J8
0,P21673,Q16520
0,P21673,Q9UBR2
0,P21673,Q86UU0
0,Q96LT9,P82914
0,Q96LT9,P42330
0,O76031,P40692
0,P49888,Q15014
0,Q05195,P48729
0,Q05195,Q9H9P8
0,P15918,Q13867
0,O43513,P22532
0,O43513,Q9Y6R0
0,P25325,P22415
0,O95400,Q6FI13
0,O60760,O00716
0,Q15393,Q92837
0,Q15393,P49789
0,Q9BPZ3,Q15545
0,P15172,P82650
0,P15172,P23921
0,P57721,Q13123
0,Q9UKF7,Q00577
0,P12081,Q7Z5Q5
0,P12081,Q6NYC1
0,P12081,Q9UL49
0,P62879,P41240
0,Q99819,P53539
0,Q99819,Q9NZI6
0,P08236,Q9P2R7
0,P38646,Q9NVU0
0,P35227,P40925
0,Q15080,Q9UHV7
0,Q15080,Q86UE8
0,Q15080,Q969L4
0,Q99469,Q9P2W1
0,Q8NFH8,O15525
0,P31268,Q8WYK0
0,Q9BYD1,Q14839
0,O14593,O00764
0,Q9BYN0,Q00056
0,Q9NQ33,P55084
0,Q99487,P15976
0,Q9HD34,P23760
0,Q9HD34,O14924
0,P06400,P32322
0,P31327,Q9Y6X8
0,Q9UJC5,Q96Q11
0,Q9UJC5,P59046
0,Q9UJC5,Q99714
0,Q96Q11,Q8N9N5
0,Q96Q11,P17050
0,Q96Q11,Q9Y618
0,Q96Q11,Q9NPE2
0,P50990,Q5VVJ2
0,Q10587,O43819
0,Q9GZP8,O95154
0,Q9H2W6,Q16666
0,Q9H2W6,Q9NZC4
0,P40692,P00325
0,Q8WYK0,Q12951
0,Q8WYK0,Q96N77
0,P13489,Q06330
0,P13489,P54132
0,P07203,P35548
0,P40925,P33240
0,O94788,P27707
0,O94788,O60583
0,P39023,P52655
0,P35548,P52565
0,Q13156,O00338
0,Q96TA2,Q8IZU0
0,Q96TA2,Q13569
0,Q96TA2,P17275
0,P33240,Q13795
0,O00472,P11586
0,P82675,Q96AZ6
0,P49789,P23760
0,P49789,Q15475
0,Q9P032,Q16385
0,P43235,P35237
0,P43235,Q8WXI4
0,O60477,P10827
0,O60477,P41134
0,P33778,P55084
0,Q8TF40,P41212
0,Q8TF40,Q58WW2
0,Q8TF40,Q9H2W2
0,Q8N3H0,P27695
0,Q8N3H0,Q8IXQ5
0,Q16533,Q9NVV4
0,Q9NVV4,O43913
0,Q9NVV4,Q86Y25
0,Q9NVV4,P49640
0,Q9NVV4,Q05048
0,P36957,Q9BSM1
0,P36957,Q9Y2V3
0,P36957,P62306
0,Q96KK5,P21695
