Class,IntA,IntB
0,Q8NCN2,Q9BRA2
0,P14598,P24278
0,P39880,P11586
0,P53667,P51532
0,Q9UBT2,P35270
0,Q9UBT2,Q13084
0,P25774,P33402
0,P33402,Q9Y4A5
0,P33402,P62308
0,Q15327,P16152
0,Q15327,O00411
0,Q8N183,P53999
0,Q9UNI6,P49411
0,P57723,Q03052
0,P57723,P03372
0,P39748,Q14790
0,P39748,Q9Y4K4
0,P39748,Q9HC29
0,P39748,P46439
0,Q9Y291,P17480
0,Q16254,Q9NZD4
0,Q16254,Q9NRJ4
0,P48147,P41002
0,O75251,O95619
0,O75880,P10074
0,O60284,P32119
0,Q07020,O76039
0,O43791,P78540
0,O15235,Q92922
0,O15235,Q9BUL9
0,O15235,P12755
0,Q5XKR4,P82930
0,Q5XKR4,O14772
0,Q92844,P43268
0,Q92844,Q5T6S3
0,Q8NI60,Q93077
0,Q14469,Q6V1X1
0,Q9BYG8,Q15233
0,Q9BYG8,P17050
0,P16104,P48200
0,Q9UHD2,Q96EG1
0,Q92731,Q8N4X5
0,Q96QG7,Q12800
0,Q96QG7,P62875
0,Q9UBR1,Q13888
0,O00142,Q13115
0,O00142,Q99733
0,Q96P20,Q8IXH6
0,Q96P20,Q9C0F3
0,P63279,O75936
0,P05413,Q96AJ1
0,P05413,Q7Z591
0,Q16851,Q13510
0,Q16851,P35453
0,Q16851,Q9NVU0
0,Q12800,Q14106
0,Q12800,Q9NR19
0,Q03164,P42765
0,Q03164,P20132
0,Q8TDY4,P55318
0,Q14562,P49914
0,Q14562,P29218
0,Q14209,Q92871
0,O94768,Q969Y2
0,P15374,Q15723
0,P15374,P25208
0,P15374,P54803
0,P26583,P07195
0,P17535,Q13794
0,Q15102,O75503
0,Q01664,O75534
0,Q9H6S3,Q9UHX1
0,Q9H6S3,Q15910
0,P01106,Q96EK5
0,Q16740,Q9Y5B0
0,P55039,P83876
0,P10074,Q76N89
0,Q9UDX5,Q92826
0,Q9Y2T2,Q969F1
0,Q9Y2T2,Q12950
0,Q14938,P16949
0,Q14938,P09936
0,P50226,O75528
0,Q92698,Q7L7X3
0,Q92698,P0C7P0
0,P49368,P61244
0,P82933,P13349
0,Q15415,Q16643
0,Q8N6F7,Q969L4
0,P09132,P10914
0,P61970,Q8IZU0
0,P61970,P63162
0,P61970,Q8TCE9
0,Q9UDW3,P82912
0,Q9UDW3,P59103
0,P13639,Q9UEE5
0,P26358,P35558
0,Q969P6,P09430
0,O96020,P78540
0,P10412,P98170
0,Q9BV36,O43929
0,Q9BV36,O94913
0,P00558,O75132
0,Q9UD71,Q16514
0,Q9UD71,Q16666
0,Q9UD71,Q5VWG9
0,Q9UD71,Q99590
0,Q00403,P51114
0,Q5VZM2,Q8WTS6
0,Q06278,Q02556
0,Q14651,P62308
0,Q96CS3,Q02241
0,P31274,Q13287
0,P82932,O94953
0,Q8WVN8,O60264
0,P62937,Q9NVP2
0,P62937,P10827
0,P12004,P82921
0,P12004,P40394
0,Q96PC2,Q16777
0,P04198,P00441
0,P04198,Q8WXI4
0,P00441,P10243
0,P00441,Q15544
0,Q14204,Q9NPJ6
0,Q14204,O94993
0,Q14204,Q9UHQ1
0,P56915,Q96P71
0,P56915,P46199
0,P56915,Q93015
0,Q6ISB3,Q96RP9
0,P07992,P52566
0,P24298,P10244
0,P24298,P18847
0,Q99581,P43897
0,O14920,O94913
0,O14920,Q96LT9
0,O95926,P59046
0,Q9NR20,P50613
0,P49753,O00268
0,P09210,P34059
0,Q6ZYL4,Q8WVM0
0,Q6ZYL4,Q9NYS0
0,P27708,Q15723
0,Q92871,Q15561
0,Q8IVL1,P28332
0,Q8IVL1,Q9HD40
0,Q03923,P00915
0,O15540,P31273
0,O14503,Q3I5F7
0,O43396,O15151
0,O43396,P12755
0,Q9Y535,Q9UII2
0,P51114,Q9Y5Q9
0,P51114,P0C0S8
0,P51114,P31271
0,Q15916,Q6B8I1
0,Q13115,Q8IX03
0,Q13115,Q96M27
0,P22531,O60231
0,O75164,Q92552
0,P25398,Q02539
0,P25398,P08236
0,Q8TE04,Q96LT9
0,Q8TE04,Q96AJ1
0,P15056,Q9NVU0
0,P51688,Q7Z569
0,P51688,Q9Y3D9
0,P51688,Q13938
0,Q9GZZ1,Q15424
0,Q9GZZ1,P12755
0,Q12931,Q9Y4A5
0,Q12931,P41970
0,Q5SW96,P49736
0,O75936,Q9Y618
0,P50453,P50749
0,P50453,Q08999
0,P50453,Q96DT0
0,P50453,P35638
0,P62318,Q93008
0,P10619,Q9Y676
0,O75879,Q92793
0,O75879,P43268
0,Q01469,Q9UKY1
0,P15104,Q12996
0,P15104,Q12873
0,P15104,Q13461
0,P15104,P43694
0,O60508,Q96IV0
0,Q13595,Q14152
0,P17676,Q7L0Y3
0,Q96GX9,P18846
0,Q9H0W9,Q9UI32
0,Q9H0W9,P50225
0,Q9H0W9,P21673
0,P49715,Q9Y239
0,O95405,O60784
0,O95405,Q9NPC7
0,O95405,P49916
0,O95405,P51532
0,O95405,O00287
0,Q9HC29,Q96A08
0,Q9BYC9,Q14526
0,Q9BYC9,Q99929
0,P40261,Q01851
0,P40261,Q9UBU7
0,Q04727,Q16612
0,Q8N1V2,P28370
0,Q04837,Q9C0J8
0,P78364,Q9H0C8
0,Q9UI17,O14497
0,Q9UI17,Q99880
0,P13798,Q9GZR1
0,P13798,P17010
0,P09067,P35900
0,P15559,P24278
0,O60356,Q8N427
0,P22681,P52945
0,Q15853,Q9Y2R5
0,Q15544,Q9UNE7
0,P0C7P0,P06454
0,Q15906,Q13287
0,Q15906,Q9NP97
0,Q13287,P06454
0,Q9UI32,P26367
0,P82930,Q13950
0,P82930,P28340
0,O14727,P41134
0,P14653,Q9UBW5
0,Q16540,P20719
0,Q16540,P23193
0,Q96M11,Q6NYC1
0,Q96M11,Q00444
0,Q96M11,P15172
0,P18054,P06899
0,P18054,Q9Y6J9
0,Q9H7Z6,P51857
0,Q9H7Z6,P46199
0,Q9H7Z6,Q9Y2R5
0,Q9H7Z6,P13995
0,Q14442,Q92565
0,Q14442,P18846
0,Q14442,Q9UJC5
0,Q9BTM9,P49639
0,Q8IUE6,O60477
0,P20591,Q9H8M7
0,P20591,Q99801
0,P20591,Q92769
0,Q01780,P42285
0,Q06265,P42285
0,P32119,Q9BUJ2
0,P32119,Q969S2
0,P09668,Q15185
0,Q9HD40,Q96BP2
0,Q9HD40,Q15672
0,Q96T37,O95400
0,P17706,Q13123
0,P17706,Q96MH2
0,P06732,Q969S2
0,Q96MH2,Q9NRN7
0,Q9H4K7,Q9NZL3
0,Q9H4K7,P17861
0,Q9UPV9,P25325
0,Q99697,O75828
0,Q13546,O60682
0,Q13546,Q96QT6
0,Q13546,O43143
0,Q05925,O00411
0,Q01658,P78417
0,Q15349,O00170
0,Q15349,Q9NVV4
0,Q8N5U6,O43719
0,Q12824,P30048
0,Q14999,P61244
0,Q69YI7,P63302
0,Q69YI7,P52888
0,O00471,Q14181
0,O60711,Q9Y4A5
0,O60711,O94805
0,O60711,P41970
0,P49589,P35637
0,P10828,Q92786
0,Q02252,Q8TAT5
0,Q96QV6,Q93015
0,P82970,Q9HCY8
0,O00170,O43148
0,O00170,Q68CP9
0,O00170,Q9GZP8
0,O00170,Q99990
0,P78540,Q86UP8
0,Q9C0F3,Q9HCP0
0,Q9HCP0,Q8N9N5
0,P45877,P17544
0,Q9NVS2,Q8WWL7
0,O00268,Q9P032
0,O00268,Q93008
0,Q08050,P36957
0,P42679,P23193
0,P42679,Q15029
0,P12956,P59044
0,P28332,P49184
0,Q9UIK4,Q9BXL8
0,Q9UIK4,P10827
0,P63302,P16401
0,P63302,Q96DI7
0,Q9NR56,P24752
0,Q9NR56,O00743
0,P24752,O00754
0,Q64ET8,Q96RP9
0,Q12950,P17661
0,Q12950,O95400
0,Q12950,O76094
0,Q12950,P98170
0,Q92925,P48643
0,Q96LT9,O75891
0,P52888,Q9NP71
0,P22304,Q9UN86
0,P22304,P51857
0,P22304,P40939
0,P22304,Q9Y3E5
0,P49888,Q6UN15
0,P49888,P18846
0,Q96QR8,Q9BRJ2
