Class,IntA,IntB
0,Q8NCN2,P53779
0,P14598,O15151
0,P14598,P19447
0,P14598,P55157
0,P53667,P51532
0,Q12789,Q9BWD1
0,Q12789,Q13287
0,Q9Y2D0,P51688
0,Q9Y2D0,P55895
0,Q9Y2D0,Q00688
0,Q9Y2D0,Q9ULX3
0,P25774,Q13310
0,P33402,Q9Y4A5
0,P33402,O95551
0,P33402,Q14938
0,P33402,Q9Y5K3
0,P33402,Q9P2W1
0,Q15327,P17706
0,Q8N183,O00268
0,Q9UNI6,O75879
0,P57723,Q92522
0,P57723,Q01543
0,P39748,P68104
0,Q9Y291,Q16666
0,Q9Y291,P56282
0,Q9Y291,P22736
0,P48147,P55771
0,P48147,Q96QR8
0,P48147,O43781
0,P48147,Q9UL49
0,Q9BWT1,P38646
0,P36402,P00918
0,P36402,Q06278
0,P36402,P63167
0,P00918,Q9BUQ8
0,P00918,O94782
0,O95639,Q96PC2
0,O95639,Q9Y3B7
0,Q92598,Q06945
0,Q92598,Q04725
0,O60284,Q07020
0,O60284,Q8WXI4
0,Q07020,Q8IU81
0,O43791,O15235
0,O43791,P78368
0,O43791,P78540
0,O15235,Q99729
0,Q5XKR4,Q92844
0,Q5XKR4,P62942
0,Q92844,O75446
0,Q92844,P43268
0,Q8IZT9,O60760
0,Q8NI60,Q99733
0,Q8NI60,P09884
0,Q9BYG8,O14503
0,Q9BYG8,Q9P0K8
0,Q7L3B6,Q9UBE0
0,Q92731,P40939
0,Q9H0E9,Q8WUN7
0,Q9UBR1,Q02386
0,Q3YBR2,P55084
0,Q03111,Q8IUQ0
0,O00142,Q04727
0,O00142,Q93077
0,O00142,P17535
0,O00142,P24864
0,O00142,Q9NTZ6
0,P0C0S5,Q96Q11
0,Q16543,Q9HC52
0,Q9BT17,O43829
0,Q96P20,Q5T6S3
0,P63279,Q6PGN9
0,P63279,O75936
0,P63279,Q99819
0,P05413,Q01130
0,Q07864,Q9NZJ9
0,Q16851,O75486
0,Q16851,P35453
0,Q16851,Q96T76
0,Q12800,P21673
0,Q12800,P35236
0,Q14106,Q01658
0,Q14106,P53350
0,Q03164,Q9BYD1
0,Q14914,Q9H211
0,Q14914,Q14807
0,Q14562,Q9P2R7
0,Q07617,O00311
0,Q07617,P51688
0,Q14209,O43396
0,Q14209,O95361
0,P41252,Q13285
0,P41252,Q12947
0,P41252,O14503
0,O94768,Q86XT4
0,P15374,O14802
0,P26583,Q14152
0,P53396,P26368
0,Q15102,O60583
0,Q01664,Q93015
0,Q01664,Q8N6F7
0,Q01664,O75534
0,Q9H6S3,Q9P0K8
0,Q9H6S3,Q92785
0,P01106,P06732
0,Q16740,Q9UNY5
0,O43680,O60760
0,Q6UB35,P49715
0,Q6UB35,O00115
0,P50548,P48643
0,P50548,Q8NFZ5
0,P55039,P31249
0,P55039,Q15466
0,Q02363,P49888
0,Q9H257,Q08999
0,Q8N573,Q15906
0,Q9Y2T2,P49640
0,Q9Y2T2,Q9UHG3
0,Q14938,Q16143
0,Q16143,Q9NQ33
0,Q16143,O43364
0,P50226,Q7Z7J5
0,P09630,P98170
0,P62917,P23193
0,Q92698,P51649
0,P49368,Q8IUM7
0,P18615,Q14999
0,P18615,P48643
0,P82933,Q15911
0,P82933,Q0VG06
0,Q8N6F7,O15151
0,P61970,P23527
0,Q9UDW3,P07864
0,P13639,P19793
0,P13639,Q9Y3E1
0,P26358,Q14678
0,P26358,Q86Y13
0,P26358,O15540
0,P20823,Q02108
0,P20823,Q9H765
0,P09488,Q9Y6W3
0,P09884,P22531
0,P00558,Q96AJ1
0,P00558,Q9C002
0,P13984,P40261
0,Q9UD71,Q02962
0,Q00403,P29466
0,Q00403,O15091
0,Q5H9F3,P00492
0,Q01543,Q9BYD2
0,P31270,Q2PPJ7
0,Q96CS3,Q9NR56
0,Q96CS3,Q13356
0,P31274,P51114
0,Q9NX20,Q5MJ70
0,P22736,Q2M3C7
0,Q8WVN8,P31942
0,P62937,Q15672
0,P12004,P40394
0,Q96PC2,Q8IXF0
0,Q96PC2,Q15596
0,Q96PC2,Q9NYW8
0,P04198,Q7Z569
0,P00441,Q14188
0,P00441,Q93079
0,P00441,O00257
0,P00441,O15370
0,Q14204,Q15651
0,Q14204,P50749
0,Q9UDY6,O14776
0,Q8NFU5,Q96EK5
0,Q8NFU5,Q9Y4H4
0,O95429,Q969F1
0,O95429,Q9NTZ6
0,P56915,P41279
0,Q9H7D7,Q9BTC8
0,Q9H7D7,O43543
0,P26641,Q9H213
0,P07992,Q9BYC9
0,Q99581,Q9Y3D9
0,O14920,Q9Y6P5
0,Q9NR20,Q99697
0,Q8N165,P62269
0,Q8N165,Q7L7X3
0,Q9UL03,Q13938
0,Q6ZYL4,Q7L7X3
0,P27708,P05164
0,Q92871,Q8N9N8
0,Q03923,P62942
0,O14503,Q9NRV9
0,O43396,P49916
0,O43396,P07711
0,Q9Y535,P53779
0,P51114,O75528
0,P51114,Q9UHV7
0,P51114,P19532
0,P51114,Q9BQ83
0,P22531,P09067
0,O75164,P78371
0,P25398,Q13123
0,P25398,Q02241
0,Q8TE04,P78527
0,Q9H2J4,O15353
0,Q9H2J4,O94916
0,Q9H2J4,P20226
0,Q8N257,P82664
0,P15056,P54821
0,P51688,P40925
0,P30260,O95361
0,Q12931,Q5TB30
0,Q12931,O15370
0,Q5SW96,Q9Y3Z3
0,P37231,P51580
0,P37231,P35218
0,Q15046,Q8WWL7
0,Q15046,O43929
0,O94953,P15104
0,P10619,P49411
0,O75879,P35269
0,O75446,O43504
0,O75446,Q9Y2J8
0,P15104,Q9UHB7
0,P15104,Q9BWT3
0,O75563,P17010
0,Q13595,P49591
0,Q15424,Q9Y4H4
0,P23434,O75676
0,P23434,P48382
