Class,IntA,IntB
0,P14598,Q14807
0,P14598,Q14CB8
0,P39880,P53667
0,P39880,Q9Y3B7
0,Q12789,Q8WWV3
0,Q08495,Q9UL49
0,Q9Y2D0,O15379
0,P25774,Q9Y3D3
0,P25774,P29353
0,Q15327,O43776
0,Q8N183,P15848
0,Q9UNI6,P98170
0,Q9UNI6,P49411
0,P57723,P55317
0,P39748,Q8NFG4
0,Q9Y291,Q6ISB3
0,P48147,P19532
0,P48147,O94953
0,O75251,O15151
0,P00918,P41212
0,P00918,Q9Y5K3
0,P00918,P35475
0,P00918,Q6UXN9
0,Q92598,P50897
0,O75880,O60814
0,O60284,P32119
0,Q07020,Q16656
0,O15235,P18615
0,O15235,Q8WZ19
0,Q92844,P28347
0,Q92844,O15353
0,Q8IZT9,P53384
0,Q9BYG8,Q01094
0,Q7L3B6,P43235
0,P33076,Q99714
0,Q9H0E9,Q9UII2
0,Q9H0E9,P54868
0,Q9H0E9,Q8WWV3
0,Q96QG7,Q12824
0,Q3YBR2,Q8WUN7
0,Q3YBR2,P68402
0,Q3YBR2,P51398
0,Q8TCS8,P06400
0,Q8TCS8,Q53T94
0,P0C0S5,Q92552
0,Q16543,Q96S44
0,Q16543,Q01664
0,Q9BT17,P15408
0,P51826,P83881
0,P51826,P00325
0,Q96P20,Q15233
0,P63279,P68402
0,P05413,Q03828
0,P05413,P17050
0,Q12800,Q7L0Y3
0,Q03164,P42765
0,Q8TDY4,Q8IY57
0,P62807,Q9P2Y5
0,P62807,P82921
0,Q14914,Q13123
0,Q14562,P47874
0,Q07617,O00257
0,Q14209,Q99714
0,P41252,P15336
0,P41252,Q10587
0,P41252,P31277
0,P41252,Q15424
0,P15374,P23759
0,P15374,O14802
0,P26583,Q96HA7
0,P05089,O95218
0,P17535,O43819
0,Q96PU4,P00338
0,Q96PU4,Q9UI32
0,Q96PU4,Q9ULW8
0,Q15102,O75529
0,Q9H6S3,Q70SY1
0,Q9H6S3,Q9Y2P7
0,Q9H6S3,P50897
0,Q16740,P10244
0,Q6UB35,P54821
0,Q6UB35,P33778
0,P55039,Q01201
0,Q02363,Q9UIV8
0,Q9H257,Q96FI4
0,P10074,Q93088
0,Q9UDX5,P03372
0,Q9UDX5,Q8WW12
0,Q8N573,P43699
0,P20671,O00170
0,Q9Y2T2,Q9Y657
0,Q14938,Q9P0M9
0,Q14938,P31327
0,Q16143,P28358
0,Q16143,O00267
0,Q16143,P14678
0,Q16143,P04066
0,P50226,Q15466
0,P50226,Q5QNW6
0,P50226,Q13523
0,P50226,Q9NXR8
0,P62917,Q16533
0,P62917,P78337
0,Q92698,O15169
0,P49368,P49184
0,P18615,Q7L0Y3
0,P82933,P32314
0,P82933,Q15393
0,Q15415,O76031
0,P09132,P78527
0,Q13362,Q02108
0,P61970,Q5VVJ2
0,P61970,P11473
0,P61970,Q8IXQ6
0,P61970,Q16576
0,P61970,O75676
0,P20823,P39023
0,P20823,Q9P2R7
0,P20823,Q9UII2
0,P20823,Q16822
0,Q969P6,P16220
0,Q969P6,Q15170
0,Q969P6,Q9UKI9
0,O96020,P00492
0,P09884,P22531
0,P09884,Q9UI17
0,P09884,Q9BYD2
0,P10412,P14868
0,Q9BV36,P0DJD3
0,Q9UD71,P20290
0,Q9UD71,Q03060
0,Q5VZM2,Q13569
0,Q5VZM2,Q8WTS6
0,Q5VZM2,Q5VVJ2
0,Q5VZM2,Q02539
0,Q5VZM2,O43513
0,Q5H9F3,Q06278
0,Q06278,Q9Y294
0,Q06278,Q02556
0,Q06278,P49916
0,Q14651,Q12952
0,Q14651,P35452
0,Q14651,P02545
0,Q14651,P78364
0,Q96CS3,P28069
0,Q96CS3,P08651
0,P82932,Q15424
0,Q8WVN8,Q9NR55
0,Q8WVN8,Q9UMR5
0,Q8WVN8,Q12837
0,Q8WVN8,O43148
0,P62937,Q49A26
0,P62937,Q9NVP2
0,P12004,Q13867
0,Q96PC2,Q9UJC5
0,Q9ULG1,Q8NFG4
0,Q9ULG1,Q93015
0,Q9ULG1,Q96GX9
0,Q14204,P15336
0,Q14204,P08621
0,Q14204,P46063
0,Q9UDY6,Q9UBC0
0,Q8NFU5,P49915
0,O95429,O15151
0,O95429,Q969S2
0,P07992,P46199
0,P24298,P10244
0,Q99581,Q2PPJ7
0,Q99581,P51114
0,Q99581,P30626
0,O14920,Q6P2C8
0,O14920,P28340
0,O14920,Q96DI7
0,O14920,Q8TCE9
0,O95926,Q16612
0,Q9NR20,P19622
0,Q9NR20,P50613
0,Q8N165,Q7L7X3
0,Q9UL03,Q13938
0,Q9UL03,O60711
0,P09210,P58876
0,P27708,Q9C002
0,Q92871,Q15906
0,Q92871,Q96AV8
0,Q8IVL1,O75879
0,Q8IVL1,Q9HD34
0,Q03923,Q9UBW5
0,Q03923,P17987
0,O15540,P52701
0,O14503,Q16613
0,O14503,P31327
0,P06746,P51580
0,Q9Y535,Q9HD34
0,P51114,Q9NSY1
0,Q9UII2,P27695
0,Q9UII2,P52435
0,Q15916,Q6PGN9
0,Q13115,Q7Z7A3
0,P22531,P01100
0,P25398,P11831
0,P25398,O15514
0,Q8TE04,O43316
0,Q8TE04,O95751
0,Q8TE04,Q96EG1
0,Q9H2J4,Q9UBC0
0,Q15562,P06732
0,P15056,P17509
0,P15056,Q15560
0,Q12931,P41225
0,Q14190,Q6V1X1
0,Q14190,P13995
0,Q5SW96,Q5VWG9
0,Q5SW96,P20719
0,O75936,Q9NYD6
0,P37231,O14561
0,P37231,O75570
0,P50453,Q9NPC8
0,Q15046,Q8TAT5
0,P48163,P54803
0,P14651,Q01469
0,P19793,Q96A58
0,P19793,P35754
0,P15104,Q9Y657
0,P15104,Q9BWT3
0,P49675,Q12986
0,O60508,P09960
0,O75563,Q70Z53
0,O75563,P34059
0,Q13595,O43182
0,Q15424,Q9Y3B7
0,P23434,Q9UKV3
0,Q9H0W9,P50225
0,P09001,Q96BP2
0,P49715,P01040
0,Q0VG06,P00492
0,O95405,O75528
0,P08048,Q8NFH8
0,P40261,Q9UK76
0,Q6PL18,P43897
0,Q04837,P30291
0,P29558,Q8NFZ5
0,P13798,Q96MH2
0,P13798,Q16520
0,P13798,Q16777
0,P15559,Q58WW2
0,Q15723,P35270
0,O60356,O60477
0,Q7Z5L9,P12104
0,Q7Z5L9,P10155
0,P62304,P82921
0,P62304,P48200
0,P49914,Q9Y6J9
0,O43543,P09936
0,O43543,Q9BRV8
0,P28838,O15178
0,P28838,Q8WXU2
0,P43304,P10253
0,P43304,Q06413
0,Q15173,P04066
0,Q15173,O60315
0,Q9BXI3,Q01826
0,Q9BXI3,Q9NYD6
0,P62875,Q9Y297
0,Q9ULC6,Q9NR56
0,Q9NR55,Q99707
0,Q9NR55,Q9Y4H4
0,P15428,P15408
0,P15428,P05423
0,P15428,Q06413
0,O94993,P60484
0,P14653,Q9UBW5
0,P14653,O75394
0,P15923,P29144
0,Q96M11,Q03989
0,Q02962,P48730
0,P18054,Q6NXT2
0,Q14442,O94763
0,P31249,Q9NP86
0,P31249,Q9P032
0,Q9BTM9,Q92769
0,Q8TBX8,Q68DY1
0,Q8TBX8,Q9UDV6
0,Q8IUE6,Q99487
0,P20591,Q14863
0,P20591,P35548
0,Q06265,Q13868
0,Q8NHV9,Q9BYD6
0,Q8NHV9,Q13310
0,Q9HD40,P26367
0,Q9HD40,O14924
0,P17706,Q96MH2
