Class,IntA,IntB
0,Q9Y295,Q15916
0,Q9Y295,P41229
0,Q9Y295,Q92925
0,Q9Y295,P28715
0,Q9Y295,Q8TDY2
0,Q9Y295,Q9UBU8
0,Q9Y295,P17481
0,Q9Y295,Q9NVP2
0,Q9Y295,Q5MJ70
0,Q9Y295,Q15560
0,Q9Y295,Q12873
0,Q9Y295,Q96DT0
0,Q9Y295,P61964
0,Q9Y295,Q16666
0,Q9Y295,O00115
0,Q9Y295,Q15054
0,Q9Y295,Q5VVJ2
0,Q9Y295,Q8TAT5
0,Q9Y295,Q13123
0,Q9Y295,P41161
0,Q9Y295,P47902
0,Q9Y295,P37275
0,Q9Y295,Q96BN2
0,Q9Y295,Q14188
0,Q9Y295,Q9UL49
0,Q9Y295,P20265
0,Q9Y295,Q8N5F7
0,Q9Y295,Q969J2
0,Q9Y295,Q9Y5P8
0,Q9Y295,Q9Y603
1,Q9Y295,P04632
1,Q9Y295,Q9H446
1,Q9Y295,P12980
0,Q49AM1,P15036
0,Q49AM1,O00267
0,Q49AM1,Q8WYA6
0,Q49AM1,O43684
0,Q49AM1,Q9Y6W3
0,Q49AM1,Q96N77
0,Q49AM1,Q7Z7J5
0,Q49AM1,P30291
0,Q49AM1,P84103
0,Q49AM1,P04554
0,Q49AM1,Q96JN0
0,Q49AM1,Q9HB65
0,Q49AM1,Q8WZ19
0,Q49AM1,Q06416
0,Q49AM1,P83876
0,Q49AM1,P36954
0,Q49AM1,Q03052
0,Q49AM1,Q9NS39
0,Q49AM1,Q6ZRS2
0,Q49AM1,P15407
0,Q49AM1,P35475
0,Q49AM1,Q13950
0,Q49AM1,Q92830
0,Q49AM1,Q5VWG9
0,Q49AM1,Q00056
0,Q49AM1,P38571
0,Q49AM1,P62314
0,Q49AM1,Q9UHG3
0,Q49AM1,P55157
0,Q8N142,Q9Y535
0,Q8N142,Q69YI7
0,Q8N142,P18846
0,Q8N142,Q6UXN9
0,Q8N142,Q12873
0,Q8N142,Q9HB65
0,Q8N142,Q16385
0,Q8N142,Q9UJA3
0,Q8N142,Q969J2
0,Q8N142,Q96BN2
0,Q8N142,Q04726
0,Q8N142,Q96SD1
0,Q8N142,Q9NWT8
0,Q8N142,P31942
0,Q8N142,Q9Y4A5
0,Q8N142,O75503
0,Q8N142,O95751
0,Q8N142,Q92989
0,Q8N142,Q14181
0,Q8N142,Q02539
0,Q8N142,Q8IZU0
0,Q8N142,P17482
0,Q8N142,P17861
0,Q8N142,O95948
0,Q8N142,Q12986
0,Q8N142,Q6W2J9
0,P13798,P51826
0,P13798,Q13362
0,P13798,P62318
0,P13798,P23511
0,P13798,P78364
0,P13798,P19388
0,P13798,Q06416
0,P13798,Q9ULV3
0,P13798,Q6ZRS2
0,P13798,Q99729
0,P13798,Q96MH2
0,P13798,P40617
0,P13798,O75643
0,P13798,O14948
0,P13798,P31277
0,P13798,O75526
0,P13798,O43543
0,P13798,O75478
0,P13798,Q13285
0,P13798,Q12857
0,P13798,Q9UI36
0,P13798,Q9GZR1
0,P13798,O60682
0,P13798,P49640
0,P13798,P17010
0,P13798,P23193
0,P13798,Q14181
0,P13798,P03372
0,P13798,Q6UN15
0,P13798,Q9UJA3
0,P13798,P24468
0,P13798,Q15475
1,P13798,P04278
1,P13798,Q0P6H9
1,P13798,P53990
1,P13798,Q9GZZ9
0,Q16643,Q15415
0,Q16643,O96020
0,Q16643,Q9H5J8
0,Q16643,Q9UHR5
0,Q16643,P18847
0,Q16643,O43913
0,Q16643,Q5VVJ2
0,Q16643,Q9Y5Q8
0,Q16643,P34059
0,Q16643,Q96KN3
0,Q16643,Q99081
0,Q16643,P58304
0,Q16643,Q9NVU0
0,Q16643,Q92922
0,Q16643,Q96JB3
0,Q16643,P10914
0,Q16643,Q8IXF0
0,Q16643,P28698
0,Q16643,P0DJD3
0,Q16643,Q9BQ83
0,Q16643,P28358
0,Q16643,Q8IY57
0,Q16643,P06899
1,Q16643,Q6XZF7
1,Q16643,O00267
1,Q16643,P07737
1,Q16643,Q9NSB8
1,Q16643,Q6KC79
0,Q9BRA2,Q8WW12
0,Q9BRA2,Q8IVL1
0,Q9BRA2,P23511
0,Q9BRA2,P41229
0,Q9BRA2,Q92925
0,Q9BRA2,P15918
0,Q9BRA2,Q13156
0,Q9BRA2,P13284
0,Q9BRA2,Q7Z7J5
0,Q9BRA2,P09012
0,Q9BRA2,P09874
0,Q9BRA2,P22492
0,Q9BRA2,Q14686
0,Q9BRA2,Q96EG1
0,Q9BRA2,Q9GZZ0
0,Q9BRA2,Q13523
0,Q9BRA2,Q5VVJ2
0,Q9BRA2,Q9H2F5
0,Q9BRA2,Q8IZL9
0,Q9BRA2,P27540
0,Q9BRA2,P52945
0,Q9BRA2,P49716
0,Q9BRA2,Q96KN3
0,Q9BRA2,Q14CB8
0,Q9BRA2,O75971
0,Q9BRA2,Q92769
0,Q9BRA2,P05423
0,Q9BRA2,P30876
1,Q9BRA2,P01185
1,Q9BRA2,P01178
1,Q9BRA2,Q16881
1,Q9BRA2,P01308
0,Q93088,P10074
0,Q93088,P09017
0,Q93088,Q9H0W9
0,Q93088,P78364
0,Q93088,Q15544
0,Q93088,Q96T37
0,Q93088,Q05195
0,Q93088,P58012
0,Q93088,Q9Y5N6
0,Q93088,P43235
0,Q93088,P20264
0,Q93088,Q92949
0,Q93088,Q86WB0
0,Q93088,Q9UKI8
0,Q93088,Q96EG1
0,Q93088,P02545
0,Q93088,P28324
0,Q93088,P50539
0,Q93088,O43913
0,Q93088,Q9NPC8
0,Q93088,Q8TAT5
0,Q93088,O60814
0,Q93088,P55318
0,Q93088,Q96DI7
0,Q93088,Q9NXR8
0,Q93088,P11473
