Class,IntA,IntB
0,Q8NCN2,P53597
0,Q8NCN2,Q13794
0,Q8NCN2,Q9Y295
0,Q8NCN2,Q02252
0,Q8NCN2,Q9H9P8
0,Q8NCN2,Q16643
0,Q8NCN2,P82664
0,Q8NCN2,P62495
0,Q8NCN2,Q6XUX3
0,Q8NCN2,Q14678
0,Q8NCN2,Q96A58
0,Q8NCN2,Q08257
0,P53597,Q16254
0,P53597,Q5T6S3
0,P53597,Q9NQ33
0,P53597,Q9Y6W3
0,P53597,P40617
0,P53597,P55317
0,P53597,P13631
0,P53597,Q9Y294
0,P53597,Q99990
0,P53597,Q9UBK2
0,P53597,Q02556
0,P53597,Q9BSM1
0,P53597,O43248
0,P53597,P19387
0,P53597,Q01196
0,P53597,P28698
0,P53597,P14652
0,P53597,Q8IZL9
0,P53597,P17483
0,P53597,Q96QT6
0,P53597,Q9HCU8
0,P53597,P19447
0,P53597,P25208
0,P53597,P17405
0,P53597,Q9NV56
0,P53597,O14862
0,P53597,Q6UN15
0,P53597,Q15596
0,P53597,Q6EKJ0
1,P53597,Q7LBR1
0,Q13794,Q01664
0,Q13794,O43680
0,Q13794,P26358
0,Q13794,P31270
0,Q13794,P35227
0,Q13794,Q9Y6P5
0,Q13794,P61964
0,Q13794,P13378
0,Q13794,Q13889
0,Q13794,Q02556
0,Q13794,Q9UKI8
0,Q13794,Q8WZ19
0,Q13794,P08651
0,Q13794,Q9UNY5
0,Q13794,Q86UU0
0,Q13794,Q01081
0,Q13794,P17010
0,Q13794,Q9Y294
0,Q13794,Q16777
0,Q13794,Q03701
0,Q13794,Q96I25
0,Q13794,Q05952
0,Q13794,Q8IZU0
0,Q13794,P62306
0,Q13794,P54132
0,Q13794,Q16695
0,Q13794,Q9UBR2
0,Q13794,Q96FI4
1,Q13794,Q05516
1,Q13794,Q07820
1,Q13794,Q07812
1,Q13794,Q16548
0,Q9Y295,P13984
0,Q9Y295,O94953
0,Q9Y295,P41229
0,Q9Y295,Q92925
0,Q9Y295,P28715
0,Q9Y295,Q9UBU8
0,Q9Y295,P54803
0,Q9Y295,Q9NVP2
0,Q9Y295,Q5MJ70
0,Q9Y295,Q15560
0,Q9Y295,Q8WV37
0,Q9Y295,Q12873
0,Q9Y295,Q96DT0
0,Q9Y295,Q9H4I2
0,Q9Y295,P61964
0,Q9Y295,P13349
0,Q9Y295,Q16666
0,Q9Y295,O00115
0,Q9Y295,P32780
0,Q9Y295,Q15054
0,Q9Y295,Q13123
0,Q9Y295,P26368
0,Q9Y295,P0C0S8
0,Q9Y295,P41161
0,Q9Y295,Q15029
0,Q9Y295,P47902
0,Q9Y295,P37275
0,Q9Y295,Q14188
0,Q9Y295,Q9UL49
0,Q9Y295,P20265
0,Q9Y295,Q969J2
0,Q9Y295,Q9Y5P8
0,Q9Y295,Q9Y603
0,Q9Y295,Q02241
1,Q9Y295,P04632
1,Q9Y295,Q9H446
1,Q9Y295,P12980
0,Q02252,O75164
0,Q02252,O94953
0,Q02252,Q04727
0,Q02252,Q15853
0,Q02252,Q15637
0,Q02252,P10828
0,Q02252,Q8IZL9
0,Q02252,Q13523
0,Q02252,Q14186
0,Q02252,P49848
0,Q02252,Q15054
0,Q02252,Q9ULX3
0,Q02252,Q10587
0,Q02252,Q13568
0,Q02252,O96028
0,Q02252,Q6FI13
0,Q02252,P07711
0,Q02252,O60341
0,Q02252,Q15475
0,Q02252,Q9BUJ2
0,Q02252,P37275
0,Q02252,Q06416
0,Q02252,Q16385
0,Q02252,Q9H611
0,Q02252,Q13426
0,Q02252,Q9Y6W3
0,Q02252,O95948
0,Q02252,Q9HC52
0,Q02252,P31276
0,Q02252,Q92759
0,Q02252,Q9UMQ3
0,Q02252,P0C0S8
0,Q02252,Q9NXR8
0,Q02252,P55771
0,Q02252,Q00688
0,Q02252,Q7Z591
0,Q02252,Q9UGP5
0,Q02252,Q96A08
0,Q9H9P8,Q9UDW3
0,Q9H9P8,P30291
0,Q9H9P8,O00462
0,Q9H9P8,O00115
0,Q9H9P8,P02545
0,Q9H9P8,Q16385
0,Q9H9P8,P51532
0,Q9H9P8,P0C7P1
0,Q9H9P8,O14862
0,Q9H9P8,P35712
0,Q9H9P8,Q9UHQ1
0,Q9H9P8,P31276
0,Q9H9P8,P17010
0,Q9H9P8,Q9UJW9
0,Q9H9P8,P25208
0,Q9H9P8,O95551
0,Q9H9P8,Q96FI4
0,Q9H9P8,Q9C002
0,Q9H9P8,P14921
0,Q9H9P8,Q92769
0,Q9H9P8,Q96I25
0,Q9H9P8,Q9UL17
0,Q16643,Q07864
0,Q16643,Q01543
0,Q16643,O75164
0,Q16643,Q9H5J8
0,Q16643,P10828
0,Q16643,P82970
0,Q16643,Q9UMQ3
0,Q16643,P17275
0,Q16643,Q8N9N8
0,Q16643,O43913
0,Q16643,Q9Y5Q8
0,Q16643,O43781
0,Q16643,Q96KN3
0,Q16643,Q5THR3
0,Q16643,Q99081
0,Q16643,P58304
0,Q16643,Q9NVU0
0,Q16643,Q92922
0,Q16643,Q96JB3
0,Q16643,P10914
0,Q16643,Q8IXF0
0,Q16643,P28698
0,Q16643,P0DJD3
0,Q16643,Q9BQ83
0,Q16643,P28358
0,Q16643,P06899
1,Q16643,Q6XZF7
1,Q16643,O00267
1,Q16643,P07737
1,Q16643,Q9NSB8
1,Q16643,Q6KC79
0,P82664,O95639
0,P82664,Q03111
0,P82664,P50548
0,P82664,O43541
0,P82664,Q8N257
0,P82664,P10619
0,P82664,P31269
0,P82664,Q96LT9
0,P82664,Q10587
0,P82664,O75607
0,P82664,Q9NVP2
0,P82664,Q8WV37
0,P82664,P26368
0,P82664,Q99877
0,P82664,Q99733
0,P82664,O60675
0,P82664,O43829
0,P82664,Q9Y603
0,P82664,Q14186
0,P82664,O14802
0,P82664,Q96SD1
0,P82664,Q9P2K5
0,P82664,P16402
0,P82664,Q15054
0,P82664,O00712
0,P62495,P09067
0,P62495,P31269
0,P62495,Q14526
0,P62495,Q9NR56
0,P62495,Q9HBE1
0,P62495,Q9P2W1
0,P62495,P54803
0,P62495,Q8N5A5
0,P62495,P49716
0,P62495,Q9NVP2
0,P62495,O00754
0,P62495,P16383
0,P62495,P78549
0,P62495,Q03181
0,P62495,O75478
0,P62495,Q0VD86
0,P62495,P06899
0,P62495,P29084
0,P62495,Q9NX01
0,P62495,Q9Y675
0,P62495,Q8TAD8
0,P62495,P16220
0,P62495,P35269
0,P62495,Q9Y3E1
0,P62495,P23409
0,P62495,Q5MJ70
0,P62495,Q07352
0,P62495,P43268
1,P62495,P67775
1,P62495,Q8IYD1
1,P62495,Q14145
0,Q6XUX3,P16104
0,Q6XUX3,Q01664
0,Q6XUX3,O43680
0,Q6XUX3,Q6ZYL4
0,Q6XUX3,Q9Y535
0,Q6XUX3,O75586
0,Q6XUX3,Q92925
0,Q6XUX3,Q10587
0,Q6XUX3,O43364
0,Q6XUX3,Q99879
0,Q6XUX3,Q12986
0,Q6XUX3,Q9BS31
0,Q6XUX3,P04553
0,Q6XUX3,Q00444
0,Q6XUX3,O00311
0,Q6XUX3,P55318
0,Q6XUX3,Q6ECI4
0,Q6XUX3,Q9UKI9
0,Q6XUX3,P31277
0,Q6XUX3,P63272
0,Q6XUX3,P49639
0,Q6XUX3,Q99990
