Class,IntA,IntB
0,Q8NCN2,Q6XUX3
0,P14598,Q13761
0,P14598,Q7Z5Q5
0,P39880,P22532
0,P39880,P05089
0,P53667,P84103
0,P53667,Q9Y675
0,Q08495,Q9P2W1
0,Q08495,P35712
0,Q9Y2D0,Q9ULX3
0,Q15327,P52888
0,Q8N183,Q12857
0,Q9UNI6,P09001
0,Q9UNI6,O15131
0,P57723,P0C1H6
0,P57723,P20226
0,P39748,Q9BU02
0,P39748,P09960
0,Q9Y291,Q92560
0,Q16254,Q5SW96
0,P48147,P06746
0,Q9BWT1,O75251
0,Q9BWT1,O00170
0,O75251,Q9GZP8
0,P36402,Q9BU02
0,P00918,P09234
0,P00918,P58876
0,Q92598,P10244
0,Q92598,Q9UL17
0,Q92598,Q9UMR5
0,P15036,P05413
0,P15036,Q96TA2
0,O75880,P53539
0,Q07020,P14652
0,Q07020,P19419
0,Q92844,Q99880
0,Q92844,Q15014
0,Q8NI60,Q5VWG9
0,Q8NI60,P53350
0,Q14469,O95786
0,P33076,Q92526
0,Q9UHD2,Q16533
0,Q9UHD2,P13378
0,Q9UHD2,Q99878
0,Q92731,O95154
0,Q96QG7,Q12952
0,Q02548,P82650
0,Q3YBR2,P53677
0,Q03111,Q6UB35
0,O00142,Q93077
0,O00142,Q9UMQ3
0,P0C0S5,Q16540
0,Q16543,Q92922
0,P21291,P82663
0,Q9BT17,P30291
0,Q9BT17,Q71SY5
0,P51826,P20807
0,P51826,P24752
0,P63279,O43504
0,P63279,O14727
0,P63279,P15104
0,P05413,P41134
0,Q07864,Q96CS3
0,Q07864,Q13795
0,Q16851,Q9BQ83
0,Q12800,Q9BSE5
0,Q12800,Q9NR19
0,Q14106,Q01081
0,Q03164,P35236
0,Q8TDY4,Q99967
0,Q8TDY4,P50749
0,Q8TDY4,Q9NPC7
0,Q14914,P24928
0,Q14914,Q9BUJ2
0,Q14914,Q6ZRS2
0,Q07617,O95243
0,Q07617,Q8WYA1
0,P41252,P54132
0,P41252,O15178
0,O94768,P13798
0,P15374,Q9H211
0,P15374,P10244
0,P05089,Q9C0J8
