Cls,IntA,IntB
1,Q14558,P11908
1,P35609,Q9NPC6
1,Q14451,P54762
1,Q9H0E7,P82921
1,P46940,P35222
1,Q8NG08,Q14181
1,P04626,P00533
1,P04626,P29353
1,Q15545,Q15542
1,O00268,Q15542
1,O00268,Q12962
1,P04626,Q14289
1,O60832,Q9NX24
1,O00213,Q06481
1,O00268,Q92830
1,Q15542,Q92804
1,O75027,P22830
1,Q15542,Q15544
1,Q4VCS5,Q8IX03
1,Q4VCS5,Q8IY63
1,Q9UK80,Q8IUH3
1,P04626,P15311
1,Q99741,P25205
1,P78352,O14936
1,Q99741,P20248
1,O75553,Q06481
1,Q9Y294,P54198
1,Q14533,O76015
1,P78352,Q9UPX8
1,Q9P2N7,Q8IVD9
1,Q9P2N7,Q9P2J3
1,Q86Y82,O15498
1,P78352,P22460
1,O75306,Q9BU61
1,Q6P4R8,Q53TQ3
1,Q7Z7C8,Q8IUH5
1,Q6P4R8,Q9H981
1,P78352,P16389
1,O75444,P48436
1,P78352,Q13002
1,Q16540,Q9BYD3
1,Q15853,O15392
1,P25398,P60866
1,P78352,P06241
1,P36776,O75251
1,O14908,P35462
1,Q16543,Q99759
1,Q9ULT8,Q9BTE6
1,Q9H845,O75489
1,Q9H845,O75251
1,Q16543,Q00535
1,Q16543,Q09019
1,Q9NPE3,Q96HR8
1,Q99952,O43586
1,Q96GW7,P98095
1,Q16543,P06493
1,Q9UBS8,Q96LR5
1,P08559,Q15120
1,Q9BRJ2,Q9BYD2
1,Q9UJM3,P60953
1,P53611,Q12974
1,P20336,P47224
1,Q15078,P35222
1,P16070,Q92888
1,P25942,P29965
1,P25942,Q9NYU2
1,Q6UVJ0,Q15468
1,Q9NS91,P63146
1,Q9NS91,P49459
1,P63146,Q6ZT12
1,O94906,O75643
1,P03950,P19883
1,O00567,P62847
1,P24386,P20339
1,Q5THR3,Q99497
1,Q04724,Q01196
1,Q9H981,Q6PI98
1,Q9BZE1,Q8N5N7
1,P50750,Q7L2E3
1,P55316,Q9UGL1
1,Q96QF0,O75865
1,Q9UGL1,Q13547
1,P55042,P07951
1,P19532,O14948
1,Q07020,P62917
1,P19532,P26640
1,P22681,P16333
1,P84095,Q8IZ81
1,Q92556,Q8IZD9
1,P62820,Q08379
1,P00395,Q96I36
1,O60763,Q13190
1,P22681,Q96J02
1,P22681,P00533
1,O75489,O43920
1,Q8N3X1,P06241
1,P22681,P11274
1,P22681,P49023
1,P62269,P62244
1,P22681,P41240
1,O14727,P07900
1,Q8IZQ1,Q9BXW4
1,Q00604,Q9ULV1
1,O43678,O00483
1,Q15276,Q9H082
1,P22681,P45983
1,O43678,Q9UI09
1,O43678,P49821
1,Q6WKZ4,P61106
1,Q96T51,P51813
1,P15498,Q15464
1,P15498,Q14289
1,O43920,O75380
1,O75380,O00217
1,O75380,P56181
1,P20339,P30556
1,O15519,Q8WXF8
1,O15519,O60496
1,O00560,Q14832
1,P15172,P40763
1,Q9NWT8,O14965
1,P15172,P15884
1,Q3SYG4,Q8TAM2
1,P19174,P19235
1,P20340,Q8IUD2
1,Q8ND04,Q9H0W8
1,P31150,P51151
1,P19174,Q9UM73
1,P19838,Q9Y230
1,P62241,Q5S007
1,P19838,Q9Y265
1,P62917,P40429
1,P16471,O14508
1,O60238,Q658P3
1,Q14203,P62993
1,Q00653,Q01201
1,P29597,Q03405
1,Q00653,Q92896
1,P28482,Q02750
1,Q00653,Q99576
1,Q14203,Q14204
1,P15880,P46782
1,O95235,O95714
1,P28482,Q15121
1,P28482,O75676
1,Q14197,Q9BYD1
1,P28482,P49815
1,P62834,P04049
1,P09001,Q9BYD3
1,Q96QZ7,P31947
1,O43924,P36405
1,P28482,P67775
1,Q9H9E1,Q9H0W5
1,P28482,P03372
1,Q59EK9,Q96CW1
1,P61225,P19320
1,P28482,P01106
1,P21333,P11233
1,Q9HAW0,Q9Y3T9
1,P21333,P49286
1,P28482,P10276
1,Q8N5N7,Q9H0U6
1,P21333,Q7Z7B0
1,P26367,Q9Y2V3
1,Q99728,Q01844
1,Q9BYD2,Q13084
1,Q9BYD2,Q9H2W6
1,Q9BYD6,Q7Z7H8
1,Q9Y5Q9,Q9UKN8
1,Q9Y5Q9,O75618
1,P36897,P07900
1,Q15311,P14635
1,Q8WTV0,Q5T2W1
1,P36897,O14786
1,P41182,Q8WUI4
1,Q8IYI6,Q8N6Y0
1,Q8IYI6,P46736
1,P53990,Q9UBP0
1,P43405,Q13094
1,Q6UWV2,O60487
1,P43405,P78314
1,Q96PJ5,P04155
1,P43405,Q9Y4K3
1,O00481,P04155
1,P43405,Q13239
1,P43405,P11912
1,O60506,Q5JVS0
1,P43405,P40259
1,P43405,P16885
1,Q8NHX9,Q9ULQ1
1,P63167,P29475
1,P10586,O75334
1,Q9H5I1,Q8TBB5
1,P63167,Q9NVP2
1,Q13136,Q15596
1,Q15464,P12931
1,Q15464,P35968
1,P63167,Q6P1L5
1,O00299,Q4KMQ1
1,P55895,P15918
1,Q14204,O14656
1,Q9NTJ5,Q9Y678
1,Q14204,P22392
1,P07814,P54136
1,P61978,Q08881
1,P42680,P07948
1,P61978,Q92499
1,P41238,Q9NQ94
1,P54136,Q12904
1,P61978,P41240
1,P61978,P09429
1,P61978,P26599
1,Q06609,P54132
1,P52948,P57740
1,P61978,P03372
1,Q13976,Q9Y6F6
1,Q96BT3,Q5EE01
1,Q9UK58,Q6NYC1
1,Q06609,Q86YC2
1,Q5SW79,Q9BVG8
1,P51587,P46736
1,Q14289,O00562
1,Q9H267,Q9H9C1
1,Q6ZRS2,Q9Y230
1,O60337,Q14534
1,P55735,O94979
1,P54132,Q13315
1,Q15910,Q13547
1,P55735,Q15436
1,Q15910,Q15022
1,P54132,O43543
1,P54132,P15927
1,P54132,P35244
1,Q15910,Q96EB6
1,P43250,P07550
1,Q9ULT6,Q9BXY4
1,O60566,Q02224
1,Q8NB12,Q9BQ04
1,Q15910,Q8IXJ9
1,Q9Y5Z9,P35610
1,P62826,O00410
1,P62826,P46060
1,O43520,Q9NV96
1,Q5U5X0,Q8IWL3
1,P63241,P46777
1,P62826,Q86Y07
1,Q86U44,Q9HCE5
1,P62826,O94829
1,P62826,P07550
1,P62826,Q8WUF5
1,Q15942,O95835
1,Q96HP0,Q8NF50
1,Q9HAW8,O60656
1,P18754,P19320
1,Q9BXY4,Q9BXB1
1,O14980,Q15797
1,O95922,Q8N5T2
1,Q9UQB8,P54259
1,P25815,Q8WXG8
1,Q96C36,Q53H96
1,O43255,Q8IUQ4
1,O43561,P62993
1,O43561,P06239
1,O60496,O43791
1,Q03154,P36639
1,P52566,P15153
1,O15524,P10912
1,Q9Y697,Q9HD34
1,P46934,Q15038
1,P46934,P08069
1,Q9Y548,Q96EC8
1,P46934,Q9Y4G8
1,Q13191,Q96B97
1,Q13191,P16885
1,P15927,Q9BUJ2
1,Q13191,P46934
1,Q96FT9,O75386
1,Q86VQ0,Q9BW83
1,Q92949,Q96NH3
1,P84243,P54198
1,Q8WV28,Q92918
1,P23025,Q9HCS7
1,P07947,P06241
1,P30622,P68366
1,Q9Y446,Q02413
1,P27635,P12931
1,P27635,P06748
1,P15884,Q9UPN9
1,P27635,P62917
1,P27635,P62424
1,P27635,Q02878
1,P27635,P62081
1,Q86YN6,P03372
1,Q96CJ1,O00472
1,O43463,Q9BS31
1,Q96JC9,P42568
1,P27635,Q02543
1,P27635,P61313
1,Q02078,Q13164
1,P27635,P62269
1,P27635,P62851
1,O00716,Q14188
1,Q9Y463,P61457
1,Q16254,P38398
1,O60500,Q9Y5K6
1,Q9Y463,P28749
1,Q9UEW8,Q9UHW9
1,P17480,Q9UBW7
1,Q13009,P16157
1,Q13009,P01106
1,Q14161,Q15631
1,Q99933,Q99075
1,P54257,Q13562
1,P54257,O14964
1,P20226,P05412
1,Q99933,Q9UNE7
1,Q06587,O75461
1,P20226,P52657
1,P20226,Q15788
1,P20226,Q9HAW0
1,P20226,P26367
1,Q96CW1,Q92609
1,Q06587,Q8WXX7
1,Q96CW1,O15084
1,P20226,Q9Y265
1,Q9UQ80,Q53GS9
1,Q96CW1,Q16626
1,P05089,P78540
1,P20226,P01100
1,P33176,P31947
1,P20226,P62380
1,Q04864,O00221
1,Q04864,P19838
1,Q13363,Q5H9F3
1,P45983,P17275
1,P45983,P01106
1,P45983,P04637
1,P45983,P28562
1,P45983,Q9BY84
1,O15151,P31947
1,P45983,O60239
1,P45983,Q9Y6W6
1,P62312,P62310
1,Q16576,Q7L2E3
1,Q16576,P68431
1,P60510,Q9NY27
1,Q9H840,Q9NWZ8
1,Q16576,O14519
1,Q16576,Q86YP4
1,P60510,P30153
1,Q16576,P61956
1,Q16576,Q9Y294
1,Q16576,Q12873
1,Q12996,Q9UKF6
1,P07948,Q05397
1,Q09028,P62805
1,P07948,Q07666
1,P07948,P27361
1,P07948,Q8WWW8
1,Q09028,Q9UKG1
1,Q99081,Q06455
1,Q99081,Q96MH2
1,O00628,P40227
1,P50542,Q99489
1,O00257,P62258
1,P10721,Q13588
1,P10721,P62993
1,Q8N488,Q9HCM7
1,Q8N488,Q8NHM5
1,Q8N488,Q9HAH7
1,P27448,Q04759
1,P27448,P30307
1,P27448,Q04917
1,Q13107,Q8IZD4
1,P27986,Q9UKW4
1,P27986,P11362
1,P31947,Q02241
1,P27986,P15311
1,P31947,Q7KZI7
1,P42685,P41240
1,P31947,P78406
1,P27986,P14778
1,Q13077,O43353
1,Q13077,Q9Y6Q6
1,P31947,O60292
1,Q13077,Q92844
1,P27986,O15455
1,P27986,P11274
1,Q13077,P20333
1,Q13077,P43489
1,Q13077,P36941
1,O14933,O95376
1,Q06124,P49023
1,Q06124,Q6GTX8
1,P29375,P25791
1,P29375,P10276
1,Q06124,Q07889
1,Q06124,P16581
1,Q9UBU8,Q15906
1,P31943,P09651
1,Q9UBU8,Q6PIV2
1,Q12933,P19438
1,Q09161,P09651
1,P35240,O14964
1,P35240,O95835
1,Q04637,Q15393
1,P29350,P43403
1,P23443,Q13057
1,Q12933,Q96CG3
1,P29350,Q9UQC2
1,Q12933,Q9UDY8
1,P29350,O95866
1,P29350,P23458
1,P29350,P43628
1,Q12933,O43734
1,Q12933,Q6FIF0
1,Q12933,Q8WWZ3
1,P29350,P61073
1,P29350,Q96P31
1,Q12933,O00463
1,O15525,P35452
1,P12931,P42768
1,Q14145,P48444
