Class,IntA,IntB
1,Q14451,P04626
1,Q14451,P10721
1,Q14451,Q92730
1,Q14451,P06213
1,Q14451,P07949
1,Q14451,P54762
1,P04626,Q99952
1,P04626,Q9UJM3
1,P04626,Q9NRD5
1,P04626,P62993
1,P04626,P35222
1,P04626,Q06124
1,P04626,P00533
1,P04626,P07900
1,P04626,P27986
1,P04626,P19174
1,P04626,P42679
1,P04626,P29353
1,P04626,Q14289
1,P04626,Q02297
1,P04626,P40763
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,P08238
1,P04626,P06241
1,P04626,Q16543
1,P04626,P05023
1,P04626,P22681
1,P04626,P15311
1,P10721,P22681
1,P10721,P19174
1,P10721,P42680
1,P10721,O15524
1,P10721,Q13191
1,P10721,P07948
1,P10721,P27986
1,P10721,Q06124
1,P10721,P29350
1,P10721,P21583
1,P10721,P42679
1,P10721,Q99704
1,P10721,O75791
1,P10721,Q9UQQ2
1,P10721,Q9ULZ2
1,P10721,P62993
1,P10721,P08631
1,P10721,P00519
1,P10721,P46108
1,P10721,O60674
1,Q92730,Q5T124
1,P06213,P15498
1,P06213,P19174
1,P06213,O15524
1,P06213,P27986
1,P06213,Q06124
1,P06213,P29350
1,P06213,P29353
1,P06213,Q07666
1,P06213,Q15796
1,P06213,O15357
1,P06213,Q9Y4H2
1,P06213,P18031
1,P06213,Q14449
1,P06213,P51692
1,P06213,Q05655
1,P06213,P20936
1,P06213,P35568
1,P06213,O60674
1,P06213,O14543
1,P06213,O14492
1,P06213,P22413
1,P07949,P22681
1,P07949,P19174
1,P07949,P29353
1,P07949,P62993
1,P07949,P00533
1,P07949,P40763
1,P07949,P56159
1,P07949,P46108
1,P07949,O60496
1,P07949,Q8TEW6
0,P07949,Q96P44
0,P07949,P57796
0,P07949,Q14CZ8
0,P07949,Q96A58
0,P07949,Q86VQ3
1,P54762,P22681
1,P54762,P16333
0,P54762,Q96P44
0,P54762,Q14CZ8
0,P54762,Q96A58
0,P54762,Q86VQ3
1,Q99952,O43586
1,Q99952,P00533
1,Q9UJM3,P60953
1,Q9UJM3,P00533
1,Q9UJM3,P62993
1,Q9NRD5,P49683
1,Q9NRD5,Q14832
1,Q9NRD5,P29323
1,Q9NRD5,P17252
1,Q9NRD5,Q01959
1,Q9NRD5,P48058
1,Q9NRD5,Q9Y624
1,Q9NRD5,P39086
1,Q9NRD5,Q13003
1,Q9NRD5,P23975
1,P62993,P22681
1,P62993,P15498
1,P62993,P19174
1,P62993,Q14289
1,P62993,Q13094
1,P62993,Q13191
1,P62993,Q8WV28
1,P62993,P27986
1,P62993,Q06124
1,P62993,P29350
1,P62993,Q9UQQ2
