Class,IntA,IntB
1,P04626,P78352
1,P04626,O00459
1,P04626,Q9UJM3
1,P04626,Q9NRD5
1,P04626,P62993
1,P04626,Q06124
1,P04626,P00533
1,P04626,P07900
1,P04626,P15941
1,P04626,P27986
1,P04626,P19174
1,P04626,P14923
1,P04626,P12931
1,P04626,Q05397
1,P04626,Q02297
1,P04626,P40763
1,P04626,P16070
1,P04626,Q99650
1,P04626,Q05209
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,O75367
1,P04626,P06241
1,P04626,P02786
1,P04626,O95292
1,P04626,Q16543
1,P04626,P22681
1,P04626,P15311
1,P78352,P17252
1,P78352,P28223
1,P78352,O14936
1,P78352,P98164
1,P78352,Q16478
1,P78352,P33402
1,P78352,O15399
1,P78352,Q9UPX8
1,P78352,Q15700
1,P78352,O14964
1,P78352,O60333
1,P78352,Q9C0C4
1,P78352,P22460
1,P78352,Q9P1A6
1,P78352,O14490
1,P78352,Q9HAP6
1,P78352,O75084
1,P78352,Q09470
1,P78352,P22001
1,P78352,Q13224
1,P78352,Q9Y698
1,P78352,P22459
1,P78352,Q12879
1,P78352,P06241
1,P78352,P39086
1,P78352,P29475
1,P78352,Q96A65
1,P78352,O95970
1,P78352,Q96FJ2
1,P78352,Q96NW7
1,O00459,P22681
1,O00459,P62993
1,O00459,O00329
1,O00459,P00533
1,O00459,P37173
1,O00459,P01133
1,O00459,P06241
1,O00459,P09603
1,O00459,P42338
1,O00459,P42336
1,O00459,P46108
1,O00459,P19012
1,Q9UJM3,P31947
1,Q9UJM3,P60953
1,Q9UJM3,P00533
1,Q9UJM3,P62993
1,Q9NRD5,P98172
1,Q9NRD5,P49683
1,Q9NRD5,Q14832
1,Q9NRD5,Q14831
1,Q9NRD5,P52799
1,Q9NRD5,P17252
1,Q9NRD5,Q01959
1,Q9NRD5,P48058
1,Q9NRD5,P39086
1,Q9NRD5,P42261
1,Q9NRD5,Q13003
1,Q9NRD5,P23975
1,Q9NRD5,P78348
1,P62993,P07949
1,P62993,P22681
1,P62993,P15498
1,P62993,P19174
1,P62993,Q13094
1,P62993,Q13191
1,P62993,Q8WV28
1,P62993,P27986
1,P62993,Q06124
1,P62993,P29350
1,P62993,P12931
1,P62993,Q9UQQ2
1,P62993,P42768
1,P62993,P98082
1,P62993,P35968
1,P62993,P40189
1,P62993,P63261
1,P62993,P56945
1,P62993,P06400
1,P62993,P00519
1,P62993,P45984
1,P62993,Q08881
1,P62993,O15357
1,P62993,O43597
1,P62993,Q9Y5K6
1,P62993,Q8WU20
1,P62993,Q8TF42
1,P62993,P46527
1,P62993,P09619
1,P62993,P42338
1,P62993,O14654
1,P62993,Q9UKW4
1,P62993,P42336
1,P62993,P04629
1,P62993,Q07890
1,P62993,Q9Y2X7
1,P62993,P23458
1,P62993,P18031
1,P62993,P08514
1,P62993,P18433
1,P62993,O00401
1,P62993,Q02763
1,P62993,P21802
1,P62993,P46940
1,P62993,Q14203
1,P62993,P21333
1,P62993,P08581
1,P62993,P07550
1,P62993,Q14118
1,P62993,P00533
1,P62993,P22607
1,P62993,Q99062
1,P62993,P20936
1,P62993,P42858
1,P62993,P35568
1,P62993,O60674
1,P62993,P07355
1,P62993,P15941
1,P62993,P07910
1,P62993,P46108
1,P62993,Q14247
1,P62993,P07333
1,P62993,Q8NFH8
1,P62993,P17600
1,P62993,Q05209
1,P62993,Q13905
1,P62993,Q05193
1,P62993,O75674
1,P62993,Q9Y4K4
1,P62993,Q9Y2R2
1,P62993,Q07912
1,P62993,O43609
1,P62993,P18545
1,P62993,O43426
1,P62993,Q9NZQ3
1,P62993,O15056
1,P62993,Q5JS13
1,P62993,Q8TBC3
1,P62993,P08247
1,P62993,O14492
1,P62993,P50570
1,P62993,O95630
1,P62993,P20273
1,P62993,P41212
1,P62993,P42566
1,P62993,Q13233
1,P62993,Q96G74
1,P62993,P07437
1,P62993,Q16643
1,P62993,Q00839
1,P62993,P11142
1,P62993,O75083
1,P62993,P19338
1,P62993,Q08209
1,P62993,P42684
1,P62993,O14490
1,P62993,O43150
1,P62993,Q9ULH1
1,P62993,Q8IVH8
1,P62993,Q15027
1,P62993,P14868
1,P62993,Q15427
1,P62993,Q92734
1,P62993,Q9UM73
1,P62993,Q96P48
1,P62993,O43516
1,P62993,Q9UQ16
1,P62993,P62987
1,P62993,Q38SD2
1,P62993,Q9H939
1,P62993,Q9H3S7
1,P62993,Q5JSH3
1,P62993,Q99816
1,P62993,Q6ZUJ8
1,P62993,Q96RF0
1,P62993,Q12774
1,P62993,A6NGB9
1,P62993,Q9H792
1,P62993,P68371
1,P62993,O60636
1,P62993,Q8TE12
1,P62993,Q8N1K5
1,Q06124,Q05397
1,Q06124,P06213
1,Q06124,P22681
1,Q06124,P27986
1,Q06124,P09619
1,Q06124,P16234
1,Q06124,P29317
1,Q06124,Q02763
1,Q06124,P40189
1,Q06124,P10912
1,Q06124,P48357
1,Q06124,P49023
1,Q06124,P51692
1,Q06124,Q7Z6A9
1,Q06124,P13688
1,Q06124,P40763
1,Q06124,P17948
1,Q06124,P12931
1,Q06124,P16581
1,Q06124,P00533
1,Q06124,P06241
1,Q06124,P08069
1,Q06124,P35568
1,Q06124,P24394
1,Q06124,P23458
1,Q06124,O60674
1,Q06124,P20138
1,Q06124,P08581
1,Q06124,Q15116
1,Q06124,Q8N1K5
1,Q06124,Q9H3M7
1,P00533,Q05397
1,P00533,P07949
