Class,IntA,IntB
1,Q14451,P04626
1,Q14451,P10721
1,Q14451,P21860
1,Q14451,Q05397
1,Q14451,Q92730
1,Q14451,Q5SQ64
1,Q14451,P06213
1,Q14451,P07949
1,Q14451,P31947
1,P04626,P78352
1,P04626,O00459
1,P04626,P62993
1,P04626,Q06124
1,P04626,P15941
1,P04626,P15309
1,P04626,P27986
1,P04626,P12931
1,P04626,P21860
1,P04626,P29353
1,P04626,Q05397
1,P04626,P40763
1,P04626,P16070
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,O75367
1,P04626,P06241
1,P04626,P02786
1,P04626,O95292
1,P04626,Q16543
1,P04626,P22681
1,P04626,P15311
1,P10721,O00459
1,P10721,P22681
1,P10721,P42680
1,P10721,Q13191
1,P10721,P07948
1,P10721,P27986
1,P10721,Q06124
1,P10721,P12931
1,P10721,P42224
1,P10721,Q13322
1,P10721,Q99704
1,P10721,Q13588
1,P10721,O75791
1,P10721,Q9UQQ2
1,P10721,O75970
1,P10721,P62993
1,P10721,P08631
1,P10721,P00519
1,P10721,O60674
1,P21860,O00459
1,P21860,P27986
1,P21860,Q06124
1,P21860,P29353
1,P21860,P62993
1,P21860,Q13882
1,P21860,P49798
1,P21860,O14511
1,P21860,P27701
1,P21860,Q9H4P4
1,P21860,P15941
1,P21860,P42336
1,P21860,P68366
1,Q05397,P43405
1,Q05397,P07948
1,Q05397,P27986
1,Q05397,Q06124
1,Q05397,P12931
1,Q05397,P42224
1,Q05397,P16333
1,Q05397,P29353
1,Q05397,P29317
1,Q05397,Q9Y490
1,Q05397,O43294
1,Q05397,P56945
1,Q05397,O43639
1,Q05397,Q9UNA1
1,Q05397,Q9ULH1
1,Q05397,Q9Y2X7
1,Q05397,P15311
1,Q05397,Q92859
1,Q05397,O60711
1,Q05397,P05556
1,Q05397,P06241
1,Q05397,O60674
1,Q05397,P60484
1,Q05397,P40763
1,Q05397,Q9H3S7
1,Q92730,Q13017
1,Q92730,Q5T124
1,Q5SQ64,P62993
0,Q5SQ64,O00519
0,Q5SQ64,Q96P44
0,Q5SQ64,Q60I27
0,Q5SQ64,P57796
0,Q5SQ64,Q14CZ8
0,Q5SQ64,Q96A58
0,Q5SQ64,Q86VQ3
1,P06213,P27986
1,P06213,Q06124
1,P06213,P29353
1,P06213,Q15796
1,P06213,O15357
1,P06213,Q9Y4H2
1,P06213,Q15262
1,P06213,P18031
1,P06213,Q14449
1,P06213,P51692
1,P06213,Q05655
1,P06213,O60674
1,P06213,Q9NRF2
1,P06213,O14543
1,P06213,P22413
1,P07949,P22681
1,P07949,P12931
1,P07949,Q13322
1,P07949,P29353
1,P07949,P62993
