Class,IntA,IntB
1,P04626,P78352
1,P04626,Q99952
1,P04626,Q9NRD5
1,P04626,Q06124
1,P04626,Q15303
1,P04626,P15309
1,P04626,P12931
1,P04626,P29353
1,P04626,Q99650
1,P04626,Q05209
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,O95292
1,P78352,Q07954
1,P78352,P28223
1,P78352,O14936
1,P78352,Q92796
1,P78352,Q16478
1,P78352,Q15303
1,P78352,P33402
1,P78352,Q15700
1,P78352,Q9HAP6
1,P78352,Q05586
1,P78352,O75084
1,P78352,P22001
1,P78352,Q13224
1,P78352,Q9Y698
1,P78352,Q12879
1,P78352,P39086
1,P78352,Q96A65
1,Q9NRD5,P98172
1,Q9NRD5,Q14832
1,Q9NRD5,Q14831
1,Q9NRD5,P29323
1,Q9NRD5,Q01959
1,Q9NRD5,Q9Y624
1,Q9NRD5,P39086
1,Q9NRD5,P42261
1,Q9NRD5,Q13003
1,Q9NRD5,P23975
1,Q06124,P10721
1,Q06124,P09619
1,Q06124,P16234
1,Q06124,P29317
1,Q06124,P40189
1,Q06124,P49023
1,Q06124,Q6GTX8
1,Q06124,Q92835
1,Q06124,P17948
1,Q06124,P12931
1,Q06124,P32239
1,Q06124,P19235
1,Q06124,P24394
1,Q06124,Q15303
1,Q06124,Q15116
1,Q15303,P29353
1,Q15303,P46937
1,Q15303,Q92796
1,Q15303,Q9H4P4
1,P12931,P10721
1,P12931,Q15464
1,P12931,P27635
1,P12931,P18433
1,P12931,Q07954
1,P12931,Q05513
1,P12931,Q9Y6K9
1,P12931,P00519
1,P12931,P98172
1,P12931,P42768
1,P12931,P11831
1,P12931,P29323
1,P12931,P49023
1,P12931,Q15654
1,P12931,P18545
1,P12931,Q9Y3L3
1,P12931,P07550
1,P12931,P13945
1,P12931,P25098
1,P12931,O60716
1,P12931,P09619
1,P12931,O15111
1,P12931,Q13077
1,P12931,Q8IZL8
1,P12931,P46527
1,P12931,P19793
1,P12931,Q8WUM4
1,P12931,P48023
1,P12931,Q12879
1,P12931,P20936
1,P12931,P20823
1,P12931,P12830
1,P12931,O14939
1,P12931,P10276
1,P12931,P35869
1,P12931,Q8TBB1
1,P12931,P35326
1,P12931,P11473
1,P12931,Q92569
1,P29353,Q13191
1,P29353,P40189
1,P29353,P16885
1,P29353,P29317
1,P29353,P43403
1,P29353,Q07954
1,P29353,P20963
1,P29353,P31785
1,P29353,Q05209
1,P29353,Q92835
1,P29353,Q05682
1,P29353,Q07890
1,P29353,P19235
1,P29353,P24394
1,P29353,P05067
1,P29353,P00519
1,P29353,Q96CW1
1,P29353,Q8TF42
1,Q99650,P40189
1,Q05209,P42768
1,Q05209,P49023
1,Q14974,P84022
1,Q14974,P04637
1,Q14974,P62826
1,Q14974,Q9UKX7
1,Q14974,O15397
1,Q14974,Q06455
1,Q14974,P11362
1,Q14974,Q13573
1,Q14974,P57740
1,Q14974,P78406
1,Q14974,Q9UBU9
1,Q14974,P46060
1,Q9UNE7,O95817
1,Q9UNE7,P04637
1,Q9UNE7,P35869
1,Q9UNE7,Q99933
1,Q9UNE7,Q9UQ80
1,Q9UNE7,P08684
1,Q9UNE7,O75190
