Class,IntA,IntB
1,P04626,O00459
1,P04626,Q9UJM3
1,P04626,P35222
1,P04626,Q15303
1,P04626,P27986
1,P04626,P29353
1,P04626,Q14289
1,P04626,Q02297
1,P04626,P40763
1,P04626,P08238
1,P04626,P06241
1,P04626,P22681
1,P04626,P15311
1,O00459,P22681
1,O00459,P29353
1,O00459,P10747
1,O00459,P37173
1,O00459,Q15303
1,O00459,P01133
1,O00459,P06241
1,O00459,P42336
1,O00459,P19320
1,Q9UJM3,P60953
1,Q9UJM3,P63104
1,P35222,P27986
1,P35222,P00519
1,P35222,Q92793
1,P35222,Q16665
1,P35222,O14745
1,P35222,P19793
1,P35222,P63104
1,P35222,Q15262
1,P35222,Q9Y297
1,P35222,Q12913
1,P35222,P51532
1,P35222,P23467
1,P35222,P08581
1,P35222,P42858
1,P35222,Q14192
1,P35222,P41235
1,P35222,O15111
1,P35222,Q92831
1,P35222,P06241
1,P35222,Q86UL8
1,P35222,P49789
1,P35222,P03372
1,P35222,P49840
1,P35222,Q9UNN5
1,P35222,P19022
1,P35222,Q15678
1,P35222,Q9NSA3
1,P35222,Q9HCK8
1,P35222,Q9Y230
1,P35222,Q9Y6N8
1,P35222,P23470
1,P35222,P36402
1,P35222,Q92830
1,P35222,Q9Y2T1
1,P35222,O15169
1,P35222,P02511
1,P35222,P49773
1,Q15303,P29353
1,Q15303,P42229
1,Q15303,Q12959
1,Q15303,Q02297
1,P27986,P22681
1,P27986,O43561
1,P27986,P10747
1,P27986,P01112
1,P27986,P42768
1,P27986,P29353
1,P27986,Q9Y4H2
1,P27986,O43184
1,P27986,Q99490
1,P27986,P07766
1,P27986,P29350
1,P27986,P60953
1,P27986,P00519
1,P27986,P11362
1,P27986,P31749
1,P27986,P08581
1,P27986,P16234
1,P27986,P37173
1,P27986,P15311
1,P27986,P03372
1,P27986,P06241
1,P27986,P14778
1,P27986,P42336
1,P27986,P07333
1,P27986,P38398
1,P27986,P11274
1,P27986,P19793
1,P27986,Q9UKG1
1,P29353,P22681
1,P29353,P07948
1,P29353,P16885
1,P29353,Q05655
1,P29353,Q07954
1,P29353,P20963
1,P29353,Q16832
1,P29353,Q08345
1,P29353,O95782
1,P29353,P13688
1,P29353,P05106
1,P29353,P42229
1,P29353,Q14118
1,P29353,P03372
1,P29353,Q9UM73
1,P29353,P08581
1,P29353,P00519
1,P29353,Q9H939
1,P29353,P63010
1,P29353,P35579
1,P29353,P06702
1,P29353,P05109
1,Q14289,P22681
1,Q14289,P05106
1,Q14289,Q9BZ71
1,Q14289,P20936
1,Q14289,O43294
1,Q14289,P06241
1,Q14289,Q12879
1,Q14289,O14543
1,Q02297,P53667
1,P40763,Q92793
1,P40763,P45984
1,P40763,Q16665
1,P40763,P30101
1,P40763,P23458
1,P40763,P18031
1,P40763,Q05655
1,P40763,P15927
1,P40763,P30626
1,P40763,P78347
1,P40763,O43318
1,P40763,P04150
1,P40763,P16473
1,P40763,P17706
1,P40763,Q9BYH8
1,P40763,P46781
1,P40763,P22736
1,P40763,P42345
1,P40763,Q14526
1,P08238,P63261
1,P08238,Q16665
1,P08238,P10636
1,P08238,Q02156
1,P08238,P21333
1,P08238,Q12933
1,P08238,O14757
1,P08238,P23258
1,P08238,P03372
1,P08238,P09651
1,P08238,Q9H6T3
1,P08238,Q13546
1,P08238,P41279
1,P08238,P00558
1,P08238,P35579
1,P08238,P13639
1,P08238,P53041
1,P08238,O95433
1,P08238,P06241
1,P08238,Q13618
1,P08238,Q96GD4
1,P08238,P19320
1,P08238,Q96Q40
1,P08238,P33993
1,P08238,O95718
1,P08238,O00400
1,P06241,P22681
1,P06241,P29597
1,P06241,P42768
1,P06241,P16885
1,P06241,Q13432
1,P06241,Q9Y5K6
1,P06241,P10636
1,P06241,Q05655
1,P06241,P29322
1,P06241,Q14118
1,P06241,P06729
1,P06241,P07333
1,P06241,Q9ULH1
1,P06241,Q86WV1
1,P06241,Q07912
1,P06241,O60880
1,P06241,P11836
1,P06241,Q12879
1,P22681,P07948
1,P22681,P00519
1,P22681,P51451
1,P22681,Q13239
1,P22681,Q9Y5K6
1,P22681,Q8WU20
1,P22681,P63104
1,P22681,P42229
1,P22681,Q96J02
1,P22681,O43561
1,P22681,P16234
1,P22681,P08631
1,P22681,P07333
1,P22681,P08581
1,P22681,P11274
1,P22681,P42336
1,P22681,P78314
1,P22681,P51668
1,P22681,P60953
1,P22681,P57075
1,P22681,P35579
1,P15311,O14745
1,P15311,Q13158
1,P15311,P35241
1,P15311,P26038
1,P15311,P19320
1,Q92730,Q13017
1,Q13017,Q9HAU4
1,Q13017,P61587
1,P37173,P98082
1,P37173,Q9Y4K3
1,P37173,P61812
1,P37173,P37023
1,P37173,Q13347
1,P37173,P63010
1,P37173,P17813
1,P37173,O14786
0,P37173,P57796
1,P42336,P01112
