Class,IntA,IntB
1,Q14451,P10721
1,Q14451,P21860
1,Q14451,Q05397
1,Q14451,Q5SQ64
1,Q14451,P06213
1,Q14451,P07949
1,Q14451,P31947
1,Q14451,P54762
1,P10721,P19174
1,P10721,P42680
1,P10721,O15524
1,P10721,Q13191
1,P10721,Q06124
1,P10721,P12931
1,P10721,P42679
1,P10721,P42224
1,P10721,Q13322
1,P10721,Q99704
1,P10721,Q13588
1,P10721,O75791
1,P10721,Q9UQQ2
1,P10721,P62993
1,P10721,P46108
1,P10721,O60674
1,P10721,P06239
1,P21860,Q06124
1,P21860,P62993
1,P21860,Q13882
1,P21860,P49798
1,P21860,O14511
1,P21860,Q9H4P4
1,P21860,P00533
1,P21860,P15941
1,P21860,Q92569
1,P21860,P07900
1,Q05397,P19174
1,Q05397,P43405
1,Q05397,P07947
1,Q05397,Q06124
1,Q05397,P12931
1,Q05397,P42224
1,Q05397,P16333
1,Q05397,P29317
1,Q05397,Q9Y490
1,Q05397,P51813
1,Q05397,P49023
1,Q05397,P56945
1,Q05397,P49841
1,Q05397,Q8TDY2
1,Q05397,Q9Y2X7
1,Q05397,Q14511
1,Q05397,O75925
1,Q05397,P41240
1,Q05397,P43146
1,Q05397,P00533
1,Q05397,P35568
1,Q05397,O60674
1,Q05397,P46108
1,Q05397,P60484
1,Q05397,P49815
1,Q05397,Q92569
1,Q5SQ64,P62993
0,Q5SQ64,O00519
0,Q5SQ64,Q96P44
0,Q5SQ64,Q60I27
0,Q5SQ64,Q14CZ8
0,Q5SQ64,Q96A58
0,Q5SQ64,Q86VQ3
0,Q5SQ64,O14960
1,P06213,P15498
1,P06213,P19174
1,P06213,O15524
1,P06213,Q06124
1,P06213,Q07666
1,P06213,Q15796
1,P06213,O15357
1,P06213,P51692
1,P06213,P35568
1,P06213,O60674
1,P06213,Q05209
1,P06213,Q9NRF2
1,P06213,O14492
1,P06213,P22413
1,P07949,P19174
1,P07949,P12931
1,P07949,Q13322
1,P07949,P62993
1,P07949,P00533
1,P07949,P56159
1,P07949,P46108
1,P07949,O60496
1,P07949,Q9NR12
1,P07949,Q8TEW6
0,P07949,Q96P44
0,P07949,Q14CZ8
0,P07949,Q96A58
0,P07949,Q86VQ3
0,P07949,O14960
1,P31947,Q9H0H5
1,P31947,Q8IUC4
1,P31947,P10398
1,P31947,P04637
1,P31947,O15151
1,P31947,Q99418
1,P31947,P68400
1,P31947,P00533
1,P31947,P04049
1,P31947,O94875
1,P31947,Q04912
1,P31947,O75592
1,P31947,P40818
1,P31947,O15056
1,P31947,Q00839
1,P31947,Q8TEW0
1,P31947,Q9UDY2
1,P31947,Q9UQL6
1,P31947,Q96QZ7
1,P31947,Q96PU5
1,P31947,Q9Y446
1,P31947,Q14258
1,P31947,O00444
1,P31947,O60269
1,P31947,P30305
1,P31947,O14639
1,P31947,Q8TEW8
1,P31947,Q92625
1,P31947,Q5VV41
1,P31947,Q12774
1,P31947,Q9P2M7
1,P31947,Q86UW9
1,P31947,Q13627
1,P31947,Q9H2C0
1,P31947,Q02241
1,P31947,Q9Y2U5
1,P31947,Q9BPZ7
1,P31947,Q7KZI7
1,P31947,Q6WCQ1
1,P31947,Q9H1K1
1,P31947,Q9H4L5
1,P31947,Q9UBF8
1,P31947,Q86W92
1,P31947,Q8ND30
1,P31947,O95685
1,P31947,P26045
1,P31947,O94885
1,P31947,Q9H4B6
1,P31947,Q9BRG2
1,P31947,O43166
1,P31947,O60292
1,P31947,P78524
1,P31947,Q8IZW8
1,P31947,Q13049
1,P31947,Q6ICG6
1,P31947,Q96IF1
1,P31947,Q7L5N1
1,P54762,P16333
1,P54762,P24666
0,P54762,Q96P44
0,P54762,Q14CZ8
0,P54762,Q96A58
0,P54762,Q86VQ3
0,P54762,O14960
1,P19174,P62993
1,P19174,P00533
1,P19174,P15498
1,P19174,P61586
1,P19174,P09619
1,P19174,P43403
1,P19174,Q07889
1,P19174,Q08881
1,P19174,P12931
1,P19174,P04629
1,P19174,Q16288
1,P19174,P43405
1,P19174,Q15464
1,P19174,P50607
1,P19174,Q07890
1,P19174,Q13094
1,P19174,O14939
1,P19174,Q07666
1,P19174,Q13480
1,P19174,Q9Y2X7
1,P19174,Q9GZY6
1,P19174,P17948
1,P19174,P35968
1,P19174,P19235
1,P19174,P09327
1,P19174,Q16620
1,P19174,Q8WV28
1,P19174,P68104
1,P19174,P10912
1,P19174,Q14315
1,P19174,Q92918
1,P19174,O60674
1,P42680,P15498
1,P42680,P16471
1,P42680,O15524
1,P42680,Q99704
1,P42680,O60674
1,O15524,P46108
1,O15524,Q04206
1,O15524,P15498
1,O15524,Q15369
1,O15524,P10912
1,O15524,Q8N668
1,O15524,O60674
0,O15524,Q96P44
0,O15524,Q14CZ8
0,O15524,O14960
1,Q13191,P62993
1,Q13191,P00533
1,Q13191,P46109
1,Q13191,P46108
1,Q13191,P15498
1,Q13191,P43403
1,Q13191,P43405
1,Q13191,P16333
1,Q13191,Q14155
1,Q13191,Q96B97
1,Q13191,P46934
1,Q06124,P62993
1,Q06124,P16471
1,Q06124,P09619
1,Q06124,P29317
1,Q06124,Q02763
1,Q06124,P40189
1,Q06124,P10912
1,Q06124,P48357
1,Q06124,Q03135
1,Q06124,P46109
1,Q06124,P49023
1,Q06124,Q6GTX8
1,Q06124,Q13291
1,Q06124,P51692
1,Q06124,O95297
1,Q06124,Q13480
1,Q06124,Q9UQC2
1,Q06124,Q92835
1,Q06124,P17948
1,Q06124,P12931
1,Q06124,Q07889
1,Q06124,P32239
1,Q06124,P00533
1,Q06124,P19235
1,Q06124,P08069
1,Q06124,P35568
1,Q06124,P24394
1,Q06124,O60674
1,Q06124,P20138
1,Q06124,Q15116
1,Q06124,Q9H3M7
1,P12931,P62993
1,P12931,P07900
1,P12931,P15941
1,P12931,P16070
1,P12931,P43405
1,P12931,Q15464
1,P12931,P61978
1,P12931,P18433
1,P12931,Q05513
1,P12931,Q9Y6K9
1,P12931,P98172
1,P12931,P36575
1,P12931,P42679
1,P12931,Q12929
1,P12931,P42224
1,P12931,P11831
1,P12931,P29323
1,P12931,Q03135
1,P12931,Q05193
1,P12931,Q07666
1,P12931,P49023
1,P12931,Q15654
1,P12931,P56945
1,P12931,Q16825
1,P12931,O95297
1,P12931,Q13177
1,P12931,P18545
1,P12931,P03891
1,P12931,Q9ULV8
1,P12931,Q9Y3L3
1,P12931,P07550
1,P12931,P13945
1,P12931,O60716
1,P12931,P09619
1,P12931,P15529
1,P12931,P23743
1,P12931,O14920
1,P12931,Q8IZL8
1,P12931,P41240
1,P12931,P06401
1,P12931,P10275
1,P12931,P46527
1,P12931,Q8WUM4
1,P12931,P12814
1,P12931,P48023
1,P12931,P20823
1,P12931,P25963
1,P12931,P04049
1,P12931,P12830
1,P12931,Q14686
1,P12931,O14939
1,P12931,P46108
1,P12931,Q14185
1,P12931,Q09472
1,P12931,P10276
1,P12931,P10828
1,P12931,P35869
1,P12931,O43150
1,P12931,O43281
1,P12931,P55196
1,P12931,Q8TBB1
1,P12931,P68133
1,P12931,P35326
1,P12931,P11473
1,P12931,P11474
1,P12931,P08235
1,P12931,Q92569
1,P12931,P19438
1,P42679,P04629
1,P42224,P00533
1,P42224,Q00597
1,P42224,P52630
1,P42224,P11473
1,P42224,O14980
1,P42224,P33992
1,P42224,Q13287
1,P42224,Q6UWB1
1,P42224,O75925
1,P42224,P48551
1,P42224,Q09472
1,P42224,P01100
1,P42224,P15260
1,P42224,Q00613
1,P42224,P10914
1,P42224,Q7Z434
1,Q13322,P08069
1,Q13322,P04049
1,Q13322,P46934
1,Q13322,P35568
1,Q99704,P00533
