Class,IntA,IntB
1,Q14451,P04626
1,Q14451,P21860
1,Q14451,Q05397
1,Q14451,Q92730
1,Q14451,Q5SQ64
1,Q14451,P06213
1,Q14451,P31947
1,P04626,P78352
1,P04626,O00459
1,P04626,Q9UJM3
1,P04626,P35222
1,P04626,Q06124
1,P04626,P00533
1,P04626,P07900
1,P04626,P15941
1,P04626,P15309
1,P04626,P27986
1,P04626,P19174
1,P04626,P14923
1,P04626,P12931
1,P04626,P21860
1,P04626,P42679
1,P04626,P29353
1,P04626,Q05397
1,P04626,Q14289
1,P04626,Q02297
1,P04626,P16070
1,P04626,Q05209
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,O75367
1,P04626,P02786
1,P04626,O95292
1,P04626,Q16543
1,P04626,P05023
1,P21860,O00459
1,P21860,P27986
1,P21860,Q06124
1,P21860,P29353
1,P21860,Q13882
1,P21860,P49798
1,P21860,O14511
1,P21860,P27701
1,P21860,Q9H4P4
1,P21860,P00533
1,P21860,Q02297
1,P21860,P15941
1,P21860,P42336
1,P21860,P07900
1,Q05397,P19174
1,Q05397,P07948
1,Q05397,P27986
1,Q05397,Q06124
1,Q05397,P12931
1,Q05397,P16333
1,Q05397,P29353
1,Q05397,P05106
1,Q05397,Q9Y490
1,Q05397,P51813
1,Q05397,O43294
1,Q05397,P49023
1,Q05397,P49841
1,Q05397,Q9ULH1
1,Q05397,Q9Y2X7
1,Q05397,O75925
1,Q05397,P16144
1,Q05397,P43146
1,Q05397,Q92859
1,Q05397,P00533
1,Q05397,P05556
1,Q05397,P35568
1,Q05397,P46108
1,Q05397,P60484
1,Q05397,P49815
1,Q05397,Q9H3S7
1,Q92730,O43157
1,Q92730,Q5T124
0,Q5SQ64,O00519
0,Q5SQ64,Q96P44
0,Q5SQ64,Q60I27
0,Q5SQ64,P57796
0,Q5SQ64,Q14CZ8
0,Q5SQ64,Q96A58
0,Q5SQ64,Q86VQ3
1,P06213,P19174
1,P06213,P27986
1,P06213,Q06124
1,P06213,P29350
1,P06213,P29353
1,P06213,O15357
1,P06213,Q9Y4H2
1,P06213,P18031
1,P06213,Q14449
1,P06213,P20936
1,P06213,P35568
1,P06213,Q05209
1,P06213,Q9NRF2
1,P06213,P22413
1,P31947,Q9UJM3
1,P31947,Q9H0H5
1,P31947,P10398
1,P31947,Q9Y4H2
1,P31947,Q99959
1,P31947,P04637
1,P31947,Q99418
1,P31947,P68400
1,P31947,P00533
1,P31947,P04049
1,P31947,O94875
1,P31947,Q04912
1,P31947,O75592
1,P31947,O00750
1,P31947,P40818
1,P31947,P30291
1,P31947,Q00839
1,P31947,P04150
1,P31947,Q92934
1,P31947,Q9UDY2
1,P31947,Q9UQL6
1,P31947,Q96QZ7
1,P31947,Q9Y446
1,P31947,P33176
1,P31947,Q14258
1,P31947,O00444
1,P31947,O60269
1,P31947,P30305
1,P31947,Q14103
1,P31947,P23588
1,P31947,O14639
1,P31947,Q8TEW8
1,P31947,Q6P4F7
1,P31947,Q9P2M7
1,P31947,Q86UW9
1,P31947,Q13627
1,P31947,Q02241
1,P31947,Q8WWI1
1,P31947,Q9BPZ7
1,P31947,Q9P0L2
1,P31947,Q9H1K1
1,P31947,Q8ND30
1,P31947,P17706
1,P31947,P26045
1,P31947,P61587
1,P31947,O94885
1,P31947,Q9H4B6
1,P31947,Q9P0V3
1,P31947,Q8TF72
1,P31947,O43166
1,P31947,O60292
1,P31947,Q08AE8
1,P31947,Q9UQ35
1,P31947,P78524
1,P31947,Q13049
1,P31947,Q14966
1,P31947,Q6ICG6
1,P31947,Q96IF1
1,P78352,P17252
1,P78352,Q07954
1,P78352,P35609
1,P78352,O14936
1,P78352,Q92796
1,P78352,Q16478
1,P78352,Q14289
1,P78352,P33402
1,P78352,O15399
1,P78352,Q15700
1,P78352,O60333
1,P78352,Q8N2Q7
1,P78352,P22460
1,P78352,Q9P1A6
1,P78352,Q9HAP6
1,P78352,O43166
1,P78352,Q05586
1,P78352,O75084
1,P78352,P16389
1,P78352,Q9P021
1,P78352,Q9Y698
1,P78352,Q12879
1,P78352,Q14114
1,P78352,P39086
1,P78352,Q14957
1,P78352,Q96A65
1,P78352,Q9P0K1
1,P78352,Q96FJ2
1,P78352,Q96NW7
1,O00459,P29353
1,O00459,P46109
1,O00459,P00533
1,O00459,P10747
1,O00459,P42336
1,O00459,P46108
1,O00459,P19012
1,Q9UJM3,P60953
1,Q9UJM3,P00533
1,P35222,Q15910
1,P35222,P27986
1,P35222,Q92793
1,P35222,Q09472
1,P35222,Q16665
1,P35222,O14745
1,P35222,P14923
1,P35222,P33151
1,P35222,Q9Y297
1,P35222,Q12913
1,P35222,Q03135
1,P35222,P98161
1,P35222,Q8IUQ4
1,P35222,Q13547
1,P35222,P51532
1,P35222,P23467
1,P35222,O60716
1,P35222,P16591
1,P35222,P63146
1,P35222,P00533
1,P35222,P42858
1,P35222,P15941
1,P35222,Q99623
1,P35222,Q14192
1,P35222,P46937
1,P35222,Q9Y4A5
1,P35222,O15105
1,P35222,O14920
1,P35222,P41235
1,P35222,O15111
1,P35222,P60484
1,P35222,Q92831
1,P35222,P35221
1,P35222,Q6IE81
1,P35222,P63208
1,P35222,Q15078
1,P35222,Q96QZ7
1,P35222,Q86UL8
1,P35222,Q13761
1,P35222,O14640
1,P35222,P49789
1,P35222,Q92997
1,P35222,P03372
1,P35222,P49840
1,P35222,P29590
1,P35222,O43707
1,P35222,P19022
1,P35222,P22223
1,P35222,Q9UJU2
1,P35222,Q93008
1,P35222,P55286
1,P35222,Q15678
1,P35222,Q9Y265
1,P35222,Q9UI47
1,P35222,Q9Y3M2
1,P35222,Q9HCK8
1,P35222,O14907
1,P35222,O00512
1,P35222,Q99697
1,P35222,Q6P1J9
1,P35222,Q86UU0
1,P35222,P49768
1,P35222,Q9Y6N8
1,P35222,P11388
1,P35222,P36402
1,P35222,Q13308
1,P35222,Q9UKB1
1,P35222,O00255
1,P35222,Q9Y2T1
1,P35222,P08575
1,P35222,Q08050
1,P35222,P02511
1,P35222,P49773
1,P35222,Q5JTC6
1,Q06124,P16471
1,Q06124,Q14289
1,Q06124,P27986
1,Q06124,P09619
1,Q06124,P16234
1,Q06124,P40189
1,Q06124,P10912
1,Q06124,P48357
1,Q06124,Q03135
1,Q06124,P42229
1,Q06124,P46109
1,Q06124,P49023
1,Q06124,Q7Z6A9
1,Q06124,Q92835
1,Q06124,O95866
1,Q06124,P12931
1,Q06124,Q07889
1,Q06124,P32239
1,Q06124,P16581
1,Q06124,P00533
1,Q06124,P19235
1,Q06124,Q08345
1,Q06124,P08069
1,Q06124,P35568
1,Q06124,P24394
1,Q06124,Q8N1K5
1,Q06124,Q9H3M7
1,P00533,P16070
1,P00533,P19174
1,P00533,P61978
1,P00533,Q14289
1,P00533,O43561
1,P00533,Q13191
1,P00533,P07948
1,P00533,P27986
1,P00533,P29350
1,P00533,P46109
1,P00533,O75791
1,P00533,P26447
1,P00533,P29353
1,P00533,Q08881
1,P00533,P51451
1,P00533,O15357
1,P00533,Q9H6Q3
1,P00533,Q8TF42
1,P00533,O15162
1,P00533,Q14974
1,P00533,P31946
1,P00533,P09619
1,P00533,O14654
1,P00533,P16234
1,P00533,Q07889
1,P00533,Q07890
1,P00533,P52630
1,P00533,P14923
1,P00533,P33151
1,P00533,P18031
1,P00533,Q12913
1,P00533,Q13596
