Class,IntA,IntB
1,P04626,P78352
1,P04626,O00459
1,P04626,Q9UJM3
1,P04626,P35222
1,P04626,Q06124
1,P04626,P00533
1,P04626,P15309
1,P04626,P27986
1,P04626,P12931
1,P04626,P42679
1,P04626,P29353
1,P04626,Q05397
1,P04626,Q14289
1,P04626,P40763
1,P04626,P16070
1,P04626,Q99650
1,P04626,Q9UNE7
1,P04626,P08238
1,P04626,O95292
1,P04626,P05023
1,P04626,P15311
1,P78352,P17252
1,P78352,Q07954
1,P78352,P28223
1,P78352,P35609
1,P78352,O14936
1,P78352,Q92796
1,P78352,P98164
1,P78352,P08588
1,P78352,Q16478
1,P78352,Q14289
1,P78352,P33402
1,P78352,P63167
1,P78352,Q9UPX8
1,P78352,O14964
1,P78352,O60333
1,P78352,Q8N2Q7
1,P78352,Q9C0C4
1,P78352,P22460
1,P78352,Q9P1A6
1,P78352,O14490
1,P78352,Q9HAP6
1,P78352,O43166
1,P78352,Q05586
1,P78352,P16389
1,P78352,P22001
1,P78352,Q13224
1,P78352,Q13002
1,P78352,Q9Y698
1,P78352,P22459
1,P78352,Q12879
1,P78352,Q14957
1,P78352,P29475
1,P78352,Q96FJ2
1,P78352,Q96NW7
1,O00459,P29353
1,O00459,O00329
1,O00459,P00533
1,O00459,P10747
1,O00459,P01133
1,O00459,P42336
1,O00459,P46108
1,Q9UJM3,P31947
1,Q9UJM3,P60953
1,Q9UJM3,P00533
1,Q9UJM3,P63104
1,P35222,Q15910
1,P35222,P27986
1,P35222,Q92793
1,P35222,Q13526
1,P35222,Q15796
1,P35222,P84022
1,P35222,Q16665
1,P35222,O14745
1,P35222,P19793
1,P35222,P63104
1,P35222,P33151
1,P35222,Q15262
1,P35222,Q12913
1,P35222,P98161
1,P35222,Q8IUQ4
1,P35222,Q13547
1,P35222,P51532
1,P35222,P23467
1,P35222,O60716
1,P35222,P16591
1,P35222,P63146
1,P35222,P10586
1,P35222,P00533
1,P35222,P42858
1,P35222,Q99623
1,P35222,P46937
1,P35222,Q9Y4A5
1,P35222,O15105
1,P35222,O14920
1,P35222,P41235
1,P35222,P60484
1,P35222,Q92831
1,P35222,P35221
1,P35222,Q6IE81
1,P35222,P63208
1,P35222,P19838
1,P35222,Q86UL8
1,P35222,Q13761
1,P35222,O14640
1,P35222,P15884
1,P35222,P49789
1,P35222,P03372
1,P35222,Q9HB71
1,P35222,P49840
1,P35222,P29590
1,P35222,Q9UNN5
1,P35222,P19022
1,P35222,P22223
1,P35222,Q9HCS4
1,P35222,Q9Y265
1,P35222,Q9NSA3
1,P35222,Q9Y230
1,P35222,Q6P1J9
1,P35222,Q86UU0
1,P35222,P49768
1,P35222,Q9Y6N8
1,P35222,P11388
1,P35222,P23470
1,P35222,Q92830
1,P35222,Q9Y2T1
1,P35222,O15169
1,P35222,P02511
1,P35222,P49773
1,P35222,Q5JTC6
1,Q06124,Q05397
1,Q06124,P16471
1,Q06124,Q14289
1,Q06124,P27986
1,Q06124,P09619
1,Q06124,P29317
1,Q06124,Q02763
1,Q06124,P40189
1,Q06124,P10912
1,Q06124,P42229
1,Q06124,P49023
1,Q06124,Q6GTX8
1,Q06124,Q13291
1,Q06124,P51692
1,Q06124,O95297
1,Q06124,Q13480
1,Q06124,Q92835
1,Q06124,P40763
1,Q06124,O14543
1,Q06124,P12931
1,Q06124,Q07889
1,Q06124,P32239
1,Q06124,P00533
1,Q06124,P19235
1,Q06124,Q08345
1,Q06124,P08069
1,Q06124,P35568
1,Q06124,P24394
1,Q06124,P23458
1,Q06124,Q15116
1,Q06124,Q8N1K5
1,Q06124,Q9H3M7
1,P00533,Q05397
1,P00533,P07949
1,P00533,P31947
1,P00533,P16070
1,P00533,P15498
1,P00533,P61978
1,P00533,Q14289
1,P00533,P07947
1,P00533,P45983
1,P00533,P27986
1,P00533,P29350
1,P00533,P09769
1,P00533,P26447
1,P00533,P29353
1,P00533,P45984
1,P00533,P43403
1,P00533,Q08881
1,P00533,P52735
1,P00533,O15357
1,P00533,Q9H6Q3
1,P00533,Q8TF42
1,P00533,Q9P0L0
1,P00533,O15162
1,P00533,P31946
1,P00533,P09619
1,P00533,Q13480
1,P00533,Q92569
1,P00533,P63104
1,P00533,Q07889
1,P00533,Q07890
1,P00533,P33151
1,P00533,P18031
1,P00533,Q12913
1,P00533,Q13596
1,P00533,Q14449
1,P00533,O43639
1,P00533,O60749
1,P00533,P09874
1,P00533,P04114
1,P00533,P27824
1,P00533,P29317
1,P00533,P42229
1,P00533,P51692
1,P00533,P10636
1,P00533,P23467
1,P00533,O60716
1,P00533,Q02952
1,P00533,P27695
1,P00533,P16591
1,P00533,P17252
1,P00533,Q07954
1,P00533,Q02156
1,P00533,Q05513
1,P00533,Q13387
1,P00533,P55042
1,P00533,Q8IYI6
1,P00533,P10586
1,P00533,Q12933
1,P00533,P49407
1,P00533,P41240
1,P00533,P62330
1,P00533,P05107
1,P00533,P32121
1,P00533,P23528
1,P00533,P05023
1,P00533,Q96EY1
1,P00533,P27348
1,P00533,Q10567
1,P00533,P40763
1,P00533,P04083
1,P00533,P15311
1,P00533,P07585
1,P00533,Q99075
1,P00533,P51636
1,P00533,P04406
1,P00533,P01133
1,P00533,P03372
1,P00533,P20936
1,P00533,P46108
1,P00533,P24821
1,P00533,P00403
1,P00533,P62316
1,P00533,P49069
1,P00533,P18085
1,P00533,P56539
1,P00533,O15492
1,P00533,O00750
1,P00533,O14543
