Class,IntA,IntB
1,P04626,P78352
1,P04626,Q99952
1,P04626,Q9UJM3
1,P04626,P62993
1,P04626,P35222
1,P04626,Q06124
1,P04626,P15941
1,P04626,P15309
1,P04626,P19174
1,P04626,P42679
1,P04626,P29353
1,P04626,Q02297
1,P04626,P40763
1,P04626,Q05209
1,P04626,Q14974
1,P04626,Q9UNE7
1,P04626,P08238
1,P04626,P06241
1,P04626,P02786
1,P04626,O95292
1,P04626,P05023
1,P78352,P17252
1,P78352,P28223
1,P78352,O14936
1,P78352,Q92796
1,P78352,P98164
1,P78352,P08588
1,P78352,Q16478
1,P78352,P33402
1,P78352,P63167
1,P78352,O15399
1,P78352,Q9UPX8
1,P78352,Q15700
1,P78352,O14964
1,P78352,O60333
1,P78352,Q9C0C4
1,P78352,Q9P1A6
1,P78352,O14490
1,P78352,Q9HAP6
1,P78352,O43166
1,P78352,Q05586
1,P78352,O75084
1,P78352,Q09470
1,P78352,P22001
1,P78352,Q13224
1,P78352,Q9P021
1,P78352,Q12879
1,P78352,Q14114
1,P78352,P06241
1,P78352,P39086
1,P78352,Q14957
1,P78352,Q96A65
1,P78352,Q9P0K1
1,P78352,Q96FJ2
1,P78352,Q96NW7
1,Q99952,O43586
1,Q9UJM3,P60953
1,Q9UJM3,P62993
1,Q9UJM3,P63104
1,P62993,P10721
1,P62993,Q5SQ64
1,P62993,P07949
1,P62993,P19174
1,P62993,Q15464
1,P62993,P61978
1,P62993,Q13094
1,P62993,O43561
1,P62993,Q06124
1,P62993,P29350
1,P62993,Q9UQQ2
1,P62993,P14317
1,P62993,P35968
1,P62993,P40189
1,P62993,P29353
1,P62993,Q07666
1,P62993,P56945
1,P62993,P06400
1,P62993,P00519
1,P62993,P45984
1,P62993,Q08881
1,P62993,P52735
1,P62993,O15357
1,P62993,O43597
1,P62993,Q9Y5K6
1,P62993,Q8WU20
1,P62993,P46527
1,P62993,P09619
1,P62993,Q9Y4H2
1,P62993,P42338
1,P62993,O14654
1,P62993,Q13480
1,P62993,Q9UKW4
1,P62993,Q9UQC2
1,P62993,P42336
1,P62993,Q07889
1,P62993,P04629
1,P62993,Q07890
1,P62993,P23458
1,P62993,P18031
1,P62993,P08514
1,P62993,O00401
1,P62993,Q02763
1,P62993,Q15109
1,P62993,P46940
1,P62993,Q14185
1,P62993,Q14203
1,P62993,P07550
1,P62993,P35462
1,P62993,P48023
1,P62993,P22607
1,P62993,P35916
1,P62993,Q99062
1,P62993,P20936
1,P62993,P42858
1,P62993,P35568
1,P62993,O60674
1,P62993,P11274
1,P62993,P15941
1,P62993,P07910
1,P62993,P46108
1,P62993,Q14247
1,P62993,P07333
1,P62993,Q8NFH8
1,P62993,P17600
1,P62993,Q05209
1,P62993,Q04912
1,P62993,Q13905
1,P62993,P23469
1,P62993,O00750
1,P62993,O75674
1,P62993,Q9Y4K4
1,P62993,Q86WV1
1,P62993,Q9Y2R2
1,P62993,Q07912
1,P62993,O43609
1,P62993,P18545
1,P62993,O43426
1,P62993,Q9NZQ3
1,P62993,Q9NRF2
1,P62993,Q8TBC3
1,P62993,P08247
1,P62993,O14492
1,P62993,P50570
1,P62993,O95630
1,P62993,P41212
