Class,IntA,IntB
1,P10721,P22681
1,P10721,P42680
1,P10721,O15524
1,P10721,P21583
1,P10721,P42224
1,P10721,Q99704
1,P10721,P62993
1,P10721,P00519
1,P10721,O60674
1,P10721,P11274
1,P22681,P07949
1,P22681,P54762
1,P22681,P62993
1,P22681,P06241
1,P22681,P15498
1,P22681,P09769
1,P22681,P43403
1,P22681,P00519
1,P22681,P43405
1,P22681,P52735
1,P22681,Q13094
1,P22681,O43597
1,P22681,P63104
1,P22681,P29317
1,P22681,O14492
1,P22681,Q96J02
1,P22681,P06127
1,P22681,P07333
1,P22681,P08581
1,P22681,P11274
1,P22681,P41240
1,P22681,P51668
1,P22681,P17948
1,P22681,P42338
1,P22681,P62258
1,P22681,P45983
1,P22681,P57075
1,P22681,P35579
1,P42680,P15498
1,P42680,O15524
1,P42680,Q99704
1,P42680,O60674
1,O15524,P06241
1,O15524,P15498
1,O15524,P07333
1,O15524,P08581
1,O15524,Q15369
1,O15524,O60674
0,O15524,O14960
0,O15524,Q3I5F7
1,P42224,P40763
1,P42224,Q05655
1,P42224,Q13287
1,P42224,Q6UWB1
1,P42224,P01100
1,P42224,Q7Z434
1,Q99704,P09769
1,Q99704,O60880
1,Q99704,O43639
1,P62993,P07949
1,P62993,P15498
1,P62993,P43405
1,P62993,Q13094
1,P62993,P42768
1,P62993,P14317
1,P62993,Q07666
1,P62993,P56945
1,P62993,P06400
1,P62993,P00519
1,P62993,P45984
1,P62993,P43403
1,P62993,Q96B97
1,P62993,P52735
1,P62993,O43597
1,P62993,P46527
1,P62993,P42338
1,P62993,Q13480
1,P62993,Q9UQC2
1,P62993,P23458
1,P62993,P08514
1,P62993,O60610
1,P62993,P18433
1,P62993,Q02763
1,P62993,Q15109
1,P62993,P46940
1,P62993,Q14185
1,P62993,Q14203
1,P62993,P21333
1,P62993,P08581
1,P62993,P30530
1,P62993,P35462
1,P62993,P48023
1,P62993,O60674
1,P62993,P11274
1,P62993,P07333
1,P62993,Q9Y4K4
1,P62993,Q9NZQ3
1,P62993,O15056
1,P62993,Q8TBC3
1,P62993,O14492
1,P62993,Q15303
1,P62993,O95630
1,P62993,P20273
1,P62993,Q04695
1,P62993,P35579
1,P62993,P07437
1,P62993,P34931
1,P62993,Q16643
1,P62993,P11142
1,P62993,P08238
1,P62993,O14490
1,P62993,P14868
1,P62993,Q92734
1,P62993,Q9UM73
1,P62993,Q8WUM4
1,P62993,Q38SD2
1,P62993,Q9H939
1,P62993,Q5JSH3
1,P62993,Q7L591
1,P62993,Q6ZUJ8
1,P62993,Q96RF0
1,P62993,Q12774
1,P62993,Q96JJ3
1,P62993,Q8N1I0
1,P62993,P12236
1,P62993,Q9H792
1,P62993,P19320
1,P62993,O60636
1,P00519,O43586
1,P00519,P63104
1,P00519,P06400
1,P00519,P15498
1,P00519,P56945
1,P00519,Q14511
1,P00519,P22670
1,P00519,Q13671
1,P00519,Q13315
1,P00519,P07203
1,P00519,Q9BTV7
1,P00519,P62258
1,P00519,P23458
1,P00519,P11274
1,P00519,Q00987
1,P00519,Q8N488
1,P00519,Q38SD2
1,P00519,Q7Z434
1,P00519,P12956
1,O60674,P40763
1,O60674,P06241
1,O60674,P15498
1,O60674,O14492
1,O60674,P51692
1,O60674,Q96EY1
1,O60674,P40238
1,O60674,Q01344
1,O60674,Q92783
1,O60674,O14744
1,O60674,P30556
1,P11274,P13569
1,P11274,P55196
1,P11274,Q8TAF3
1,P11274,Q96CW1
1,P11274,P19784
1,P07949,P40763
1,P07949,P56159
0,P07949,O14960
1,P40763,P43405
1,P40763,P45983
1,P40763,P09769
1,P40763,Q07666
1,P40763,P10275
1,P40763,P45984
1,P40763,P23458
1,P40763,Q05655
1,P40763,P15172
1,P40763,P15927
1,P40763,P30626
1,P40763,Q92769
1,P40763,Q13287
1,P40763,O43318
1,P40763,P16473
1,P40763,P19838
1,P40763,P06401
1,P40763,Q8TAE8
1,P40763,P46781
1,P56159,Q99748
1,P54762,P52803
0,P54762,O14960
0,P54762,O43462
0,P54762,Q3I5F7
1,P52803,Q15375
0,P52803,O14960
0,P52803,Q3I5F7
1,Q99952,O43586
1,Q99952,Q9H939
1,O43586,P42768
1,O43586,Q9NR30
1,O43586,P48023
1,O43586,P06729
1,O43586,O15553
1,O43586,P37268
1,O43586,Q7L1Q6
1,O43586,P62899
1,O43586,P61254
1,O43586,Q9Y6E2
1,Q9NRD5,Q14832
1,Q9NRD5,Q01959
1,Q9NRD5,Q13002
1,Q14832,O00560
1,Q14832,P35813
1,Q14832,Q9Y3R0
0,Q14832,O14960
0,Q14832,Q3I5F7
1,Q01959,Q16623
0,Q01959,O14960
0,Q01959,O43462
0,Q01959,Q3I5F7
1,Q13002,O00560
1,Q13002,Q9Y3R0
1,P15498,P06241
1,P15498,P43405
1,P15498,Q13094
1,P15498,P52566
1,P15498,P07437
1,P15498,P43403
1,P15498,Q07666
1,P43405,P06241
1,P43405,P19320
1,P43405,P09769
1,P43405,Q13094
1,P43405,Q71U36
1,P43405,P40259
1,P43405,P16885
1,P43405,P52735
1,P43405,P20273
1,P43405,Q9ULZ3
1,Q13094,P63104
1,Q13094,P43403
1,Q13094,P42768
1,Q13094,Q96QH2
1,P42768,P06241
1,P42768,P09769
1,P42768,O43639
1,P14317,P09769
1,Q07666,P06241
1,Q07666,P07947
1,Q07666,P51531
1,Q07666,P09651
1,Q07666,P63165
1,Q07666,O95365
1,P56945,P06241
1,P56945,P63104
1,P56945,P62258
1,P56945,Q15942
1,P56945,Q14185
1,P56945,Q14511
1,P56945,Q96B97
1,P56945,O75815
1,P06400,P35232
1,P06400,P21980
1,P06400,O43463
1,P06400,P10275
1,P06400,P35869
1,P06400,Q14209
1,P06400,P17480
1,P06400,Q9UQ80
1,P06400,P51948
1,P06400,O15151
1,P06400,O75884
1,P06400,Q13107
1,P06400,O60583
1,P06400,P78396
1,P06400,Q9NY61
1,P06400,O60381
1,P06400,Q5TKA1
1,P06400,P49715
1,P06400,Q16533
1,P06400,Q14686
1,P06400,P62937
1,P06400,Q9Y468
1,P06400,P62136
1,P06400,P15172
1,P06400,Q00987
1,P06400,Q9Y605
1,P06400,Q92769
1,P06400,Q14188
1,P06400,P52926
1,P06400,Q96PU4
0,P06400,O14960
0,P06400,Q3I5F7
0,P06400,Q6UXZ3
1,P45984,P19419
1,P45984,P28562
1,P45984,Q9UQF2
1,P45984,Q9BY84
1,P45984,Q9UPT6
1,P45984,O60239
1,P45984,Q13202
1,P45984,O43379
1,P45984,P78527
1,P43403,P06241
1,P43403,Q96P31
1,P43403,P07766
1,Q96B97,O43597
1,Q96B97,Q9Y6R4
1,Q96B97,Q8WUM4
1,Q96B97,P06729
1,Q96B97,O75340
1,Q96B97,Q8TBC3
1,Q96B97,O15056
1,Q96B97,Q14141
1,P46527,P62258
1,P46527,P06493
1,P46527,Q12933
1,P46527,Q92905
1,P46527,O96020
1,P46527,P78396
1,P46527,Q00535
1,P46527,P20248
1,P46527,P49427
1,P42338,Q92569
1,Q13480,P08581
1,Q13480,P16885
1,Q13480,Q13464
1,Q13480,Q99759
1,Q9UQC2,P62258
1,P23458,O14543
1,P23458,Q13651
1,P23458,Q01344
1,P23458,P52333
1,P23458,P51692
1,P08514,Q9P0P0
1,O60610,P19320
1,O60610,P61586
1,O60610,P46940
1,O60610,Q13563
1,O60610,O00212
1,P18433,P06241
1,Q02763,Q15389
1,Q15109,P25815
0,Q15109,O14960
1,P46940,P19320
1,P46940,O60500
1,P46940,P24588
1,P46940,P17612
1,P46940,O95793
1,P46940,P60709
1,P46940,P60660
1,Q14185,O43639
1,Q14203,P08670
1,Q14203,P61163
1,Q14203,O75935
1,Q14203,Q9Y2Q3
1,Q14203,Q7L1Q6
1,Q14203,Q96RK4
1,Q14203,O14576
1,Q14203,Q9NZ32
1,P21333,P08238
1,P21333,P19320
1,P21333,P35579
1,P21333,P10275
1,P21333,P63165
1,P21333,P07359
1,P21333,P11233
1,P21333,P41180
1,P21333,P35462
1,P21333,P49286
1,P21333,Q5VV17
1,P21333,Q09019
1,P21333,Q99759
1,P21333,O95425
1,P21333,Q9UMS6
1,P08581,O14964
1,P08581,Q96EY1
1,P08581,Q92990
0,P30530,O14960
0,P30530,O43462
0,P30530,Q3I5F7
0,P35462,O14960
0,P35462,O43462
1,P48023,P06241
1,P48023,Q92851
1,P48023,Q96RF0
1,P48023,Q9UKS6
1,P07333,P06241
1,P07333,P09603
1,Q9Y4K4,Q12933
0,Q9Y4K4,Q6UXZ3
0,Q9Y4K4,O95264
1,Q9NZQ3,P06241
1,Q9NZQ3,O43639
1,Q9NZQ3,Q8WX93
1,Q8TBC3,Q13618
0,Q8TBC3,O14960
0,Q8TBC3,O43462
0,Q8TBC3,Q3I5F7
0,Q8TBC3,Q6UXZ3
0,Q8TBC3,Q99250
1,Q15303,Q12816
1,O95630,Q9Y3C5
1,O95630,Q00610
1,O95630,Q92783
1,O95630,Q9HD42
1,O95630,Q9H444
1,O95630,P09496
1,O95630,O43633
1,O95630,Q9NZZ3
1,P20273,Q96CW1
1,P35579,P08238
1,P35579,P19320
1,P35579,P63104
1,P35579,Q02156
1,P35579,P60709
1,P35579,P35580
1,P35579,P60660
1,P35579,Q9NQX4
1,P07437,P19320
1,P07437,O95793
1,P07437,Q71U36
1,P07437,Q9UBN7
1,P07437,P19838
1,P07437,Q9H492
1,P07437,Q9BQE3
1,P34931,O43318
1,P34931,Q12933
1,P34931,P19838
1,P34931,Q13043
1,P34931,Q9Y230
1,P34931,Q92905
1,Q16643,Q86YM7
1,Q16643,Q9NSB8
1,P11142,P19320
1,P11142,P62136
1,P11142,P19838
1,P11142,P13569
1,P11142,P60709
1,P11142,Q13043
1,P11142,P36873
1,P11142,Q13217
1,P11142,Q96EY1
1,P11142,Q99459
1,P11142,O14976
1,P11142,Q92598
1,P11142,P99999
1,P11142,O15273
1,P11142,P31948
1,P11142,P54652
1,P08238,P63165
1,P08238,O00170
1,P08238,Q15418
1,P08238,Q02156
1,P08238,Q12933
1,P08238,Q02790
1,P08238,Q15185
1,P08238,Q9Y6K9
1,P08238,P23258
1,P08238,P09651
1,P08238,P41279
1,P08238,Q92598
1,P08238,P04406
1,P08238,P13639
1,P08238,Q9HB07
1,P08238,P19838
1,P08238,P06241
1,P08238,Q13618
1,P08238,Q96GD4
1,P08238,P19320
1,P08238,P31948
1,P08238,Q8IWD4
1,P08238,Q9H3U1
1,O14490,P63167
1,O14490,Q9UPX8
1,P14868,P19320
1,P14868,P68104
1,Q9UM73,P52333
0,Q9UM73,O14960
1,Q8WUM4,O75340
1,Q8WUM4,Q9H444
1,Q8WUM4,Q9Y2Q3
1,Q8WUM4,O75351
1,Q38SD2,P05109
1,Q38SD2,Q9UL15
1,Q5JSH3,P55735
1,Q6ZUJ8,O43639
0,Q96JJ3,Q6UXZ3
0,Q96JJ3,P47900
0,Q96JJ3,O95264
1,P12236,P19838
1,Q9H792,P62136
1,Q9H792,P36873
0,Q9H792,Q6UXZ3
0,Q9H792,O95264
1,P19320,P15311
1,P19320,Q15942
1,P19320,P78527
1,P19320,Q9NR30
1,P19320,Q9P0L0
1,P19320,P63104
1,P19320,P06733
1,P19320,Q14315
1,P19320,P61247
1,P19320,Q96PK6
1,P19320,Q06830
1,P19320,P28066
1,P19320,P62136
1,P19320,P51692
1,P19320,P21796
1,P19320,O00560
1,P19320,P07814
1,P19320,P62826
1,P19320,P43487
1,P19320,Q00610
1,P19320,P17844
1,P19320,P23528
1,P19320,P30626
1,P19320,Q9BV40
1,P19320,Q02790
1,P19320,P17987
1,P19320,P62258
1,P19320,P63010
1,P19320,P48729
1,P19320,O15371
1,P19320,O75608
1,P19320,P46783
1,P19320,P46781
1,P19320,P46778
1,P19320,P46777
1,P19320,P46776
1,P19320,Q14839
1,P19320,P09651
1,P19320,P07741
1,P19320,Q9NZI8
1,P19320,P40926
1,P19320,P30048
1,P19320,P30041
1,P19320,O75340
1,P19320,P07384
1,P19320,P15153
1,P19320,Q9HB71
1,P19320,O43143
1,P19320,P27105
1,P19320,P49368
1,P19320,Q9BSJ8
1,P19320,P62937
1,P19320,P62906
1,P19320,P35580
1,P19320,P50402
1,P19320,Q15785
1,P19320,P35527
1,P19320,O95782
1,P19320,P49588
1,P19320,O00410
1,P19320,P62701
1,P19320,P25705
1,P19320,Q9Y295
1,P19320,Q9Y230
1,P19320,P23246
1,P19320,O43390
1,P19320,P11387
1,P19320,Q96AE4
1,P19320,P13639
1,P19320,Q15029
