Class,IntA,IntB
1,Q14451,P21860
1,Q14451,Q05397
1,Q14451,P31947
1,P21860,O00459
1,P21860,P27986
1,P21860,P49798
1,P21860,Q9H4P4
1,P21860,P00533
1,P21860,Q92569
1,P21860,P07900
1,P21860,P68366
1,Q05397,P43405
1,Q05397,P27986
1,Q05397,P12931
1,Q05397,P05106
1,Q05397,O43294
1,Q05397,Q9ULH1
1,Q05397,Q9Y2X7
1,Q05397,P15311
1,Q05397,P43146
1,Q05397,Q92859
1,Q05397,P00533
1,Q05397,P05556
1,Q05397,P49815
1,Q05397,Q92569
1,P31947,Q9H0H5
1,P31947,P10398
1,P31947,P00533
1,P31947,P04049
1,P31947,O94875
1,P31947,P40818
1,P31947,O15056
1,P31947,Q00839
1,P31947,P04150
1,P31947,Q9UDY2
1,P31947,Q96QZ7
1,P31947,Q9Y446
1,P31947,O00444
1,P31947,P30305
1,P31947,Q14103
1,P31947,O14639
1,P31947,Q5VV41
1,P31947,Q12774
1,P31947,Q86UW9
1,P31947,Q8WWI1
1,P31947,Q9P0L2
1,P31947,Q9H1K1
1,P31947,Q9H4L5
1,P31947,Q8ND30
1,P31947,Q86X27
1,P31947,P61587
1,P31947,O94885
1,P31947,Q9BRG2
1,P31947,P78524
1,P31947,Q13049
1,P31947,Q96IF1
1,O00459,P22681
1,O00459,P00533
1,O00459,P10747
1,O00459,Q15303
1,O00459,P01133
1,P27986,P00533
1,P27986,P22681
1,P27986,P15498
1,P27986,Q13191
1,P27986,P45983
1,P27986,P10747
1,P27986,P09564
1,P27986,P01112
1,P27986,P12931
1,P27986,Q96B97
1,P27986,P42768
1,P27986,P10398
1,P27986,P10912
1,P27986,P63000
1,P27986,P68363
1,P27986,P07766
1,P27986,P30530
1,P27986,P11362
1,P27986,P08581
1,P27986,P16234
1,P27986,P16410
1,P27986,P15311
1,P27986,P30874
1,P27986,P19235
1,P27986,P25963
1,P27986,P41970
1,P27986,Q13111
1,P27986,O15455
1,P49798,P00533
1,P49798,P09471
1,P49798,P53618
1,P49798,P04899
1,Q9H4P4,Q15303
1,Q9H4P4,P40818
1,Q9H4P4,Q9NR09
1,Q9H4P4,Q9NWX5
1,P00533,Q15303
1,P00533,P16070
1,P00533,P22681
1,P00533,P15498
1,P00533,Q14289
1,P00533,Q13191
1,P00533,P45983
1,P00533,O75791
1,P00533,P26447
1,P00533,P16885
1,P00533,P43403
1,P00533,Q96B97
1,P00533,Q8TF42
1,P00533,Q9P0L0
1,P00533,Q92569
1,P00533,P16234
1,P00533,P14923
1,P00533,P33151
1,P00533,Q13596
1,P00533,Q06830
1,P00533,P10636
1,P00533,P27695
1,P00533,Q07954
1,P00533,Q02156
1,P00533,P05067
1,P00533,P55042
1,P00533,Q8IYI6
1,P00533,Q12933
1,P00533,P32121
1,P00533,P23528
1,P00533,P08581
1,P00533,P04083
1,P00533,P15311
1,P00533,Q99075
1,P00533,P51636
1,P00533,P68366
1,P00533,Q71U36
1,P00533,P01133
1,P00533,P00403
1,P00533,Q12929
1,P00533,P62316
1,P00533,P49069
1,P00533,Q92918
1,P00533,O14543
1,P00533,O60496
1,P00533,Q92529
1,P00533,O75368
1,P00533,O60884
1,P00533,Q9NR50
1,P00533,P31943
1,P00533,P13647
1,P00533,P98077
1,P00533,Q9NSE2
1,P00533,P07900
1,P00533,Q9UBN7
1,P00533,P17931
1,P00533,O95782
1,P00533,Q12852
1,P00533,P40818
1,P00533,P06493
1,P00533,O94973
1,P00533,P63010
1,P00533,O95470
1,P00533,Q8IUR7
1,P00533,Q16543
1,P00533,Q38SD2
1,P00533,P30307
1,P00533,P19438
1,P00533,Q9Y6K9
1,P00533,Q8N5H7
1,P00533,Q9UPY6
1,P00533,P04049
1,P00533,Q99963
1,P00533,O14544
1,P00533,Q6S5L8
1,Q92569,P12931
1,Q92569,O14544
1,P07900,P36897
1,P07900,P12931
1,P07900,P05412
1,P07900,Q6VAB6
1,P07900,Q05655
1,P07900,Q15418
1,P07900,P05067
1,P07900,P55854
1,P07900,Q71U36
1,P07900,O14746
1,P07900,Q9Y6K9
1,P07900,Q03113
1,P07900,P04049
1,P07900,Q9UBN7
1,P07900,O14920
1,P07900,Q15831
1,P07900,P41279
1,P07900,P26368
1,P07900,P04150
1,P07900,Q16543
1,P07900,Q03181
1,P07900,Q9UHD2
1,P07900,P30153
1,P07900,P24941
1,P07900,O75460
1,P07900,Q13043
1,P07900,O75344
1,P07900,P31751
1,P07900,O95433
1,P07900,Q08752
1,P07900,Q719I0
1,P07900,Q00613
1,P07900,P10911
1,P07900,Q9UKV8
1,P07900,Q9H093
1,P07900,Q9H9G7
1,P07900,Q9UHD1
1,P07900,O94966
1,P07900,Q9H6T3
1,P07900,Q9H1R3
1,P07900,O60884
1,P07900,P34932
1,P07900,Q96EB6
1,P07900,Q5S007
1,P07900,P22694
1,P68366,P10636
1,P68366,Q99426
1,P43405,P12931
1,P43405,P22681
1,P43405,P15498
1,P43405,Q06187
1,P43405,P78314
1,P43405,Q71U36
1,P43405,Q8WV28
1,P43405,P11912
1,P43405,P16885
1,P43405,Q13191
1,P43405,P30273
1,P43405,P20273
1,P43405,Q8TF42
1,P43405,P36888
1,P43405,Q9ULZ3
1,P12931,P16070
1,P12931,P22681
1,P12931,Q14289
1,P12931,P18433
1,P12931,Q07954
1,P12931,Q9Y6K9
1,P12931,Q16832
1,P12931,P42768
1,P12931,Q12929
1,P12931,P98082
1,P12931,Q05193
1,P12931,Q15654
1,P12931,Q13177
1,P12931,Q9ULH1
1,P12931,Q13077
1,P12931,Q13114
1,P12931,O14920
1,P12931,P14921
1,P12931,Q8IZL8
1,P12931,Q14118
1,P12931,P12814
1,P12931,P25963
1,P12931,P04049
1,P12931,P08581
1,P12931,O14939
1,P12931,Q09472
1,P12931,O43281
1,P12931,P11473
1,P12931,P08235
1,P12931,P19438
1,P05106,Q14289
1,P05106,Q13352
1,P05106,Q99828
0,P05106,O43462
1,O43294,Q14289
1,O43294,Q9BUZ4
1,O43294,Q9Y2X7
1,O43294,P40337
1,Q9ULH1,Q13191
1,Q9ULH1,Q96B97
1,Q9ULH1,Q9UKS6
1,Q9Y2X7,Q13153
1,Q9Y2X7,Q14161
1,Q9Y2X7,Q13136
1,Q9Y2X7,O75335
1,Q9Y2X7,Q9Y6V0
1,Q9Y2X7,Q13177
1,P15311,P16070
1,P15311,O14745
1,P15311,P52565
1,P15311,Q15599
1,P15311,Q13158
1,P15311,P32004
1,P15311,P13598
1,P15311,P05362
1,P43146,Q9HD67
1,P05556,P17301
1,P05556,P21333
1,P05556,Q13418
1,P05556,O75369
1,P05556,O95819
1,P05556,P53708
1,P49815,Q04917
1,P49815,Q15418
1,P49815,P19021
1,P49815,P62834
1,P49815,Q15382
1,P49815,Q05086
1,P49815,Q9P0N9
1,Q9H0H5,P15498
1,Q9H0H5,Q96GD4
1,Q9H0H5,Q96RN1
1,Q9H0H5,Q7RTP6
1,P10398,Q16543
1,P10398,Q04917
1,P10398,P36507
1,P10398,P01112
1,P10398,O43615
1,P10398,P67870
1,P04049,Q16543
1,P04049,P15498
1,P04049,P62258
1,P04049,Q04917
1,P04049,P10301
1,P04049,P27361
1,P04049,P01112
1,P04049,Q13153
1,P04049,P30086
1,P04049,P36507
1,P04049,P62834
1,P04049,Q13177
1,P04049,P04150
1,P04049,P10415
1,P04049,Q15382
1,P04049,Q9UQ13
1,P04049,P10809
1,P04049,Q13418
1,O94875,Q14289
1,O94875,Q13153
1,O94875,Q92558
1,P40818,P62258
1,P40818,O75791
1,P40818,Q9NR09
1,P40818,Q9UPT9
1,P40818,Q7LBR1
1,O15056,Q96B97
1,O15056,P63000
1,Q00839,Q14103
1,Q00839,P06748
1,Q00839,P62750
1,Q00839,P18124
1,Q00839,P62249
1,Q00839,P62753
1,Q00839,P05388
1,Q00839,P62280
1,Q00839,P24928
1,Q00839,Q09472
1,Q00839,O14920
1,Q00839,O60861
1,Q00839,O95793
1,Q00839,P62241
1,Q00839,Q9BVS4
1,Q00839,Q12905
1,Q00839,Q9UNQ2
1,P04150,P09429
1,P04150,Q04917
1,P04150,P05412
1,P04150,P08235
1,P04150,P51532
1,P04150,P51531
1,P04150,P49715
1,P04150,Q9Y618
1,P04150,P00813
1,Q9UDY2,Q96B97
1,Q9UDY2,Q16625
1,Q9UDY2,O95832
1,Q96QZ7,P54259
1,Q96QZ7,O94868
1,Q9Y446,P32926
1,P30305,Q04917
1,P30305,P24941
1,P30305,Q99623
1,P30305,Q92764
0,P30305,Q8TDN1
0,P30305,Q9P0L9
1,Q14103,P26368
1,Q14103,P40337
1,Q14103,Q15424
1,Q14103,P34932
1,Q14103,Q7L2E3
1,Q9P0L2,P10636
1,Q9H1K1,Q8IWL3
1,Q9H4L5,Q9P0L0
1,Q8ND30,Q13136
1,P61587,Q13017
1,P61587,Q13464
1,P61587,Q5T124
1,Q13049,P51668
1,Q13049,P61077
1,Q13049,Q9H8T0
1,Q13049,Q9Y6Y8
1,P22681,Q14289
1,P22681,P15498
1,P22681,P43403
1,P22681,Q06187
1,P22681,Q8TF42
1,P22681,P16234
1,P22681,P08581
1,P22681,P78314
1,P22681,Q99963
1,P22681,P51668
1,P22681,Q9C004
1,P22681,P62258
1,P22681,Q04917
1,P22681,P45983
1,P22681,O75791
1,P22681,Q12929
1,P10747,O75791
1,P10747,O95147
1,Q9NRD5,P48058
1,Q9NRD5,Q13002
1,Q9NRD5,P42261
1,Q9NRD5,P78348
1,P48058,P05129
1,P48058,P42261
0,P78348,Q3I5F7
1,P16070,P36897
1,P16070,Q13009
1,P16070,P13611
1,P15498,Q14289
1,P15498,P78314
1,P15498,P52566
1,P15498,Q13191
1,P15498,P43403
1,P15498,P19235
1,Q14289,O00562
1,Q14289,Q9BZ72
1,Q14289,O15259
1,Q14289,Q9Y6R4
1,Q14289,O14543
1,Q13191,P43403
1,Q13191,Q96B97
1,Q13191,P16885
1,Q13191,Q16832
0,Q13191,Q9P0L9
1,P45983,P15336
1,P45983,P05412
1,P45983,P17535
1,P45983,P28562
1,P45983,P45985
1,P45983,Q9BY84
1,P45983,P38936
1,P45983,O43379
1,O75791,Q8WV28
1,O75791,Q92918
1,P26447,P48745
1,P16885,Q06187
1,P16885,P19235
1,P16885,Q9GZY6
1,P16885,Q8WV28
1,P43403,P78314
1,P43403,Q9UJU6
1,P43403,Q96P31
1,P43403,P07766
1,Q96B97,P78314
1,Q96B97,Q99963
1,Q96B97,Q8WV28
1,Q96B97,P98082
1,Q96B97,Q9Y6R4
1,Q96B97,Q92835
1,Q96B97,P06729
1,Q96B97,Q13177
1,Q96B97,P49848
1,Q96B97,Q6ZUM4
1,Q96B97,Q99961
1,Q96B97,Q9UHD8
0,Q96B97,Q9P0L9
1,Q9P0L0,O00562
1,Q9P0L0,Q9BZ72
1,Q9P0L0,Q13043
1,Q9P0L0,Q9NZN5
1,Q9P0L0,P22059
1,Q9P0L0,P23763
1,Q9P0L0,P22694
1,Q9P0L0,P21796
1,Q9P0L0,Q9BZF3
1,Q9P0L0,Q99623
1,Q9P0L0,O75410
1,P16234,Q9NRA1
1,P14923,P25054
1,P14923,P33151
1,P14923,Q99623
1,P33151,Q9NPB6
1,Q13596,P25116
1,Q13596,O75436
1,Q06830,Q13043
1,P10636,Q5S007
1,P10636,Q9NY61
1,P10636,Q00535
1,P10636,P49840
1,P10636,P34932
1,P10636,Q13509
1,P27695,Q96EB6
1,P27695,P14866
1,P27695,Q09472
1,P27695,P39748
1,Q07954,Q15036
1,Q07954,P21741
1,Q07954,P06858
1,Q07954,O14713
1,Q07954,O75052
1,Q07954,P57105
1,Q07954,Q92993
1,Q07954,P05067
1,Q07954,Q15485
1,Q02156,P21796
1,Q02156,P05783
1,Q02156,P17302
1,P05067,P01137
1,P05067,P22303
1,P05067,Q92993
1,P05067,P21359
1,P05067,P56817
1,P05067,P02511
1,P05067,P21810
1,P05067,Q02410
1,P05067,Q13564
1,P05067,Q9NSB8
1,P05067,P31751
1,P05067,O14879
1,P05067,P10809
1,P05067,Q8IWU6
1,P05067,O60293
1,P05067,Q7L590
1,Q8IYI6,P46736
1,Q8IYI6,Q9UPT5
1,Q12933,P19438
1,Q12933,P63261
1,Q12933,Q16512
1,Q12933,Q13158
1,Q12933,P21580
1,Q12933,P41279
1,Q12933,P36941
1,Q12933,O14920
1,Q12933,Q9Y6Q6
1,Q12933,O75460
1,Q12933,Q9UHD2
1,Q12933,Q9NP84
1,Q12933,Q9BWF2
1,Q12933,P41273
1,Q12933,Q8TEL6
1,Q12933,Q9H2K8
1,Q12933,Q9NQC7
1,Q12933,O75604
1,Q12933,O43734
1,Q12933,Q8WWZ3
1,Q12933,Q14164
1,Q12933,P34931
1,Q12933,Q9NR28
1,Q12933,Q9Y6K9
1,Q12933,Q13114
1,Q12933,Q7Z434
1,P32121,P27361
1,P32121,P45985
1,P32121,P25963
1,P32121,O00203
1,P32121,Q14137
1,P32121,P51148
1,P32121,P63010
1,P32121,P23528
1,P32121,P14416
1,P23528,P63261
1,P23528,P60174
1,P23528,P53671
1,P23528,Q92598
1,P08581,Q92990
1,P08581,Q6VN20
1,P08581,Q16827
1,P04083,Q13043
1,P04083,Q9BQ83
1,Q71U36,O95793
1,Q71U36,O75056
1,Q71U36,Q9NQC7
1,Q71U36,P38936
1,Q71U36,Q5S007
1,Q71U36,Q13509
1,Q71U36,O14530
1,P62316,P08621
1,P62316,Q9BUQ8
1,Q92918,Q8WV28
1,Q92918,Q9UJU6
1,O14543,P19235
1,O14543,Q15370
1,O60496,Q92835
1,O60496,P61026
1,O60496,Q9NVP2
1,O60884,Q8IWL3
1,P31943,P52272
1,P31943,P52597
1,Q9NSE2,P19235
1,Q9UBN7,Q09472
1,Q9UBN7,P68363
1,Q9UBN7,Q9NQC7
1,Q9UBN7,Q96DB2
1,Q9UBN7,Q9HCU9
1,P17931,Q08380
1,O95782,Q01968
1,O95782,Q9Y6I3
1,O95782,Q13492
1,P06493,Q16543
1,P06493,Q13309
1,P06493,O95835
1,P06493,P14635
1,P06493,P10415
1,P06493,P38936
1,P06493,P30281
1,P06493,P61024
1,P06493,Q16667
1,P06493,Q9H4X1
1,O94973,P98082
1,O94973,P49418
1,O94973,Q9Y6I3
1,P63010,P36897
1,P63010,O60566
1,P63010,Q9BXB5
1,P63010,P49418
1,P63010,P56377
0,O95470,Q6UXZ3
1,Q8IUR7,Q7L5Y9
1,Q16543,Q00534
1,Q16543,Q15418
1,Q16543,Q9Y6K9
1,Q16543,O14920
1,Q16543,Q15831
1,Q16543,Q9UHD2
1,Q16543,Q14164
1,Q16543,Q00535
1,Q16543,Q9NRG4
1,Q16543,Q9HC98
1,Q16543,Q09019
1,Q16543,O14879
1,Q16543,Q5S007
1,Q16543,Q13043
1,Q16543,Q96GD4
1,Q16543,P30307
1,Q38SD2,Q5S007
1,Q38SD2,Q86UR5
1,Q38SD2,O96013
1,Q38SD2,Q9UL15
0,Q38SD2,Q9P0L9
1,P30307,P62258
1,P30307,Q04917
1,P30307,P14635
1,P19438,Q13158
1,P19438,Q13077
1,P19438,Q9Y6K9
1,P19438,Q92851
1,P19438,O95429
1,P19438,Q92636
1,P19438,Q8TEL6
1,P19438,O14920
1,Q9Y6K9,Q15653
1,Q9Y6K9,P25963
1,Q9Y6K9,P24941
1,Q9Y6K9,Q13158
1,Q9Y6K9,P21580
1,Q9Y6K9,O76080
1,Q9Y6K9,O43734
1,Q9Y6K9,Q8TEL6
1,Q9Y6K9,Q9NQC7
1,Q9Y6K9,Q9UHD2
1,Q9Y6K9,O14920
1,Q9Y6K9,Q9UMW8
1,Q9Y6K9,Q13315
1,Q9Y6K9,P05783
1,Q9Y6K9,Q9H6T3
1,Q9Y6K9,Q7Z434
1,Q9Y6K9,Q5D1E8
1,Q9Y6K9,Q14694
1,Q99963,Q99961
1,Q99963,Q99700
1,P36897,P62942
1,P36897,P01137
1,P36897,P10600
1,P36897,P98082
1,P36897,Q15796
1,P36897,Q13153
1,P36897,Q9NPB6
1,P36897,O14786
0,P36897,Q3I5F7
1,P05412,Q01196
1,P05412,Q96EB6
1,P05412,P15336
1,P05412,P17535
1,P05412,P14921
1,P05412,P01100
1,P05412,O95644
1,P05412,P15408
1,P05412,P48552
1,P05412,Q15139
1,P05412,Q16520
1,P05412,P41182
1,P05412,P15407
1,P05412,P15172
1,P05412,P52272
1,P05412,P29590
1,P05412,Q8N9N2
1,P05412,Q9Y618
1,P05412,Q9NR55
1,P05412,P61201
1,P05412,O15226
1,P05412,P14868
1,P05412,Q9UPN9
1,P05412,Q12824
1,P05412,Q969G3
1,P05412,P49916
1,Q05655,O14939
1,Q05655,Q07021
1,Q05655,P14598
1,Q05655,P17677
1,Q05655,Q15717
1,Q05655,P61513
1,Q15418,P27361
1,Q15418,P25963
1,Q15418,P50991
1,Q15418,P32456
1,Q15418,P62753
1,P55854,P01100
1,P55854,P12814
1,P55854,Q00613
1,P55854,P25963
1,P55854,P29590
1,P55854,Q8N2W9
1,P55854,Q9UBE0
1,P55854,P49792
1,P55854,P08670
1,O14746,P29590
1,O14746,Q99828
1,O14746,Q99973
1,O14746,Q9UPR3
1,O14746,Q96BK5
1,O14746,O14773
1,Q03113,Q9NZN5
1,Q03113,P25116
1,Q03113,O95977
1,O14920,Q9ULZ3
1,O14920,Q15653
1,O14920,P25963
1,O14920,Q13077
1,O14920,P21580
1,O14920,Q04759
1,O14920,O43734
1,O14920,O43524
1,O14920,P51617
1,O14920,Q86WI3
1,Q15831,P51532
1,Q15831,Q8N1F8
1,Q15831,Q9C0K7
1,Q15831,Q9Y376
1,Q15831,Q8TAF3
0,P41279,Q8TDN1
0,P41279,Q9P0L9
1,P26368,P26196
1,P26368,O14776
1,P26368,O75400
1,P26368,Q07955
1,P26368,Q8IWX8
1,P26368,Q8IX12
1,P26368,P98175
1,P26368,P52272
1,Q03181,Q92769
1,Q03181,Q09472
1,Q03181,Q9Y618
1,Q03181,O95257
1,Q9UHD2,Q13114
1,Q9UHD2,Q7Z434
1,Q9UHD2,P42226
1,Q9UHD2,Q14164
1,Q9UHD2,P21580
1,Q9UHD2,P40222
1,Q9UHD2,O15084
1,Q9UHD2,Q9NQC7
1,P30153,Q07021
1,P30153,Q15172
1,P30153,P22830
1,P30153,Q13136
1,P30153,Q13033
1,P30153,Q9Y6E0
1,P30153,Q14164
1,P30153,Q9P2B4
1,P30153,Q13362
1,P30153,P60842
1,P30153,Q9BWN1
1,P30153,Q14BN4
1,P30153,Q9NUC0
1,P30153,Q5VT06
1,P30153,Q68E01
1,P30153,Q6P9B9
1,P30153,O43524
1,P30153,O96017
1,P30153,Q5S007
1,P30153,Q9NV88
1,P30153,Q9H0H0
1,P30153,Q5TA45
1,P30153,Q9UGP4
1,P24941,Q09472
1,P24941,P38936
1,P24941,P24385
1,P24941,P39748
1,P24941,Q99741
1,P24941,Q01082
1,P24941,P40337
1,P24941,Q12834
1,P24941,Q13309
1,P24941,O96020
1,P24941,Q13415
1,P24941,Q13416
1,P24941,P49715
1,P24941,P61024
1,P24941,P28749
1,P24941,Q16667
1,P24941,P24723
1,P24941,Q96PU4
1,P24941,Q99523
1,P24941,P49662
1,P24941,P14635
1,P24941,Q96HJ5
1,P24941,P30279
1,P24941,P10809
1,P24941,P30281
1,P24941,O75496
1,P24941,Q14004
1,P24941,Q00526
1,P24941,Q8TD08
1,O75460,Q86TM6
1,O75460,Q9H2K8
0,O75460,Q3I5F7
