Class,IntA,IntB
1,Q14451,P10721
1,Q14451,P21860
1,Q14451,P06213
1,P10721,P22681
1,P10721,P19174
1,P10721,Q13191
1,P10721,P07948
1,P10721,P21583
1,P10721,P42224
1,P10721,Q13322
1,P10721,Q99704
1,P10721,Q13588
1,P10721,O75791
1,P10721,O75970
1,P10721,P62993
1,P10721,P00519
1,P10721,O75159
1,P10721,O60674
1,P21860,P62993
1,P21860,Q13882
1,P21860,P27701
1,P21860,Q02297
1,P21860,P15941
1,P21860,P07900
1,P21860,P68366
1,P06213,P19174
1,P06213,Q9Y4H2
1,P06213,O60674
1,P06213,Q05209
1,P06213,P22413
1,P22681,P62993
1,P22681,P06241
1,P22681,P07948
1,P22681,P00519
1,P22681,P51451
1,P22681,P43405
1,P22681,P16333
1,P22681,Q13094
1,P22681,P46109
1,P22681,O43597
1,P22681,P68036
1,P22681,Q8WU20
1,P22681,Q96J02
1,P22681,P55085
1,P22681,O43561
1,P22681,P16234
1,P22681,P08581
1,P22681,Q14155
1,P22681,P17948
1,P22681,Q04912
1,P22681,Q8IZP0
1,P22681,P42338
1,P22681,P61081
1,P22681,P57075
1,P22681,P28907
1,P22681,O75791
1,P22681,Q12929
1,P19174,P62993
1,P19174,P61586
1,P19174,P16234
1,P19174,Q16288
1,P19174,P43405
1,P19174,Q15464
1,P19174,Q9Y4H2
1,P19174,P50607
1,P19174,Q13094
1,P19174,O43561
1,P19174,O95817
1,P19174,Q9Y2X7
1,P19174,P00519
1,P19174,P17948
1,P19174,P35968
1,P19174,P08581
1,P19174,P11362
1,P19174,Q9UM73
1,P19174,Q92918
1,P19174,O60674
1,Q13191,P62993
1,Q13191,P46109
1,Q13191,P43405
1,Q13191,P16333
1,Q13191,Q14155
1,Q13191,Q96B97
1,Q13191,P16885
0,Q13191,Q68D85
0,Q13191,Q8NFA2
1,P07948,P15941
1,P07948,P43405
1,P07948,Q13094
1,P07948,P16885
1,P07948,P14317
1,P07948,P27361
1,P07948,Q8WWW8
1,P07948,P24941
1,P07948,P46527
1,P07948,O60674
1,P07948,Q03405
1,P07948,P05556
1,P42224,P29597
1,P42224,P52630
1,P42224,P78347
1,P42224,P33992
1,P42224,P63279
1,P42224,Q6UWB1
1,P42224,O75925
1,P42224,Q09472
1,P42224,P15260
1,P42224,Q00613
1,P42224,P10914
1,Q13322,P06241
1,Q13322,P00519
1,Q13322,Q02750
1,Q99704,P16333
1,Q99704,O60880
1,Q13588,O43561
1,O75791,O95630
1,O75791,Q13094
1,O75791,O43561
1,O75791,Q92918
1,O75791,Q9UQC2
1,O75791,Q9H3S7
1,O75970,Q9HB21
1,P62993,P43405
1,P62993,Q15464
1,P62993,Q13094
1,P62993,O43561
1,P62993,P98082
1,P62993,P14317
1,P62993,P35968
1,P62993,P63261
1,P62993,P00519
1,P62993,Q96B97
1,P62993,O43597
1,P62993,Q8WU20
1,P62993,P46527
1,P62993,Q9Y4H2
1,P62993,P42338
1,P62993,O14654
1,P62993,Q9UQC2
1,P62993,Q9Y2X7
1,P62993,P08514
1,P62993,O60610
1,P62993,Q15109
1,P62993,P21802
1,P62993,P46940
1,P62993,Q14185
1,P62993,P21333
1,P62993,P08581
1,P62993,Q01082
1,P62993,O60674
1,P62993,P07355
1,P62993,P15941
1,P62993,P07910
1,P62993,Q8NFH8
1,P62993,Q05209
1,P62993,Q04912
1,P62993,Q13905
1,P62993,Q92918
1,P62993,Q05193
1,P62993,Q07912
1,P62993,O43609
1,P62993,P18545
1,P62993,O43426
1,P62993,Q15303
1,P62993,O95630
1,P62993,P41212
1,P62993,Q04695
1,P62993,Q16643
1,P62993,P12268
1,P62993,Q00839
1,P62993,P11142
1,P62993,O75083
1,P62993,O75369
1,P62993,P42684
1,P62993,O43150
1,P62993,Q8IVH8
1,P62993,Q15427
1,P62993,Q92734
1,P62993,Q9UM73
1,P62993,Q96P48
1,P62993,Q8WUM4
1,P62993,Q9H3S7
1,P62993,Q5JSH3
1,P62993,Q7L591
1,P62993,Q96JJ3
1,P62993,Q9H7D0
1,P62993,A6NGB9
1,P62993,P05141
1,P62993,P19320
1,P00519,P15941
1,P00519,P46109
1,P00519,P16333
1,P00519,Q06609
1,P00519,P22670
1,P00519,Q92918
1,P00519,Q99638
1,P00519,Q13671
1,P00519,Q13315
1,P00519,Q96MU7
1,P00519,O94875
1,P00519,Q9BTV7
1,P00519,Q8IZP0
1,P00519,P61981
1,P00519,O60504
1,P00519,P42684
1,P00519,P04040
1,P00519,Q9Y3L3
1,P00519,Q8N488
1,P00519,Q13905
1,P00519,P12956
1,P00519,P37840
1,O60674,P06241
1,O60674,P15260
1,O60674,P16410
1,O60674,Q92783
1,Q13882,P23246
1,P27701,P01730
1,Q02297,Q15303
1,Q02297,P53667
1,P15941,P14923
1,P07900,P11309
1,P07900,P10275
1,P07900,Q07869
1,P07900,O00170
1,P07900,O14654
1,P07900,P12830
1,P07900,Q14653
1,P07900,Q15418
1,P07900,P05067
1,P07900,P43034
1,P07900,P37173
1,P07900,Q71U36
1,P07900,Q15185
1,P07900,Q9Y6K9
1,P07900,Q03113
1,P07900,P11142
1,P07900,P07332
1,P07900,Q9UBN7
1,P07900,P48729
1,P07900,O15111
1,P07900,Q15831
1,P07900,Q13546
1,P07900,P19320
1,P07900,Q9NYJ8
1,P07900,P51398
1,P07900,Q16543
1,P07900,P06241
1,P07900,Q14318
1,P07900,Q15785
1,P07900,P24941
1,P07900,P31749
1,P07900,Q99615
1,P07900,P19784
1,P07900,Q9BQI3
1,P07900,Q7L3B6
1,P07900,O94826
1,P07900,Q719I0
1,P07900,Q00613
1,P07900,Q9H093
1,P07900,Q9H1R3
1,P07900,O60884
1,P07900,P49327
1,P07900,Q96EB6
1,P07900,Q9BYZ6
1,Q9Y4H2,Q96EB6
1,Q9Y4H2,P29597
1,Q9Y4H2,P61981
1,Q05209,O43294
1,Q9NRD5,P49683
1,Q9NRD5,Q14832
1,Q9NRD5,P42263
1,Q9NRD5,P48058
1,Q9NRD5,P39086
1,Q9NRD5,P42261
1,Q9NRD5,Q13003
1,P49683,Q9Y3R0
1,Q14832,Q9Y3R0
1,P42263,Q9Y3R0
1,P48058,P42261
1,P48058,Q9Y3R0
1,P39086,Q86YM7
1,P42261,Q86YM7
1,P42261,Q12959
1,P42261,Q9H4G0
1,Q13003,Q9Y3R0
1,P43405,P06241
1,P43405,P46109
1,P43405,P19320
1,P43405,Q13094
1,P43405,O43561
1,P43405,Q71U36
1,P43405,P16885
1,P43405,Q9UHP3
1,Q15464,Q13094
1,Q15464,O43561
1,Q15464,Q12929
1,Q15464,P35968
1,Q15464,P11362
1,Q13094,P16333
1,Q13094,O43561
1,Q13094,O75886
1,O43561,P16885
1,P98082,P37173
1,P98082,Q9UM54
1,P98082,Q92997
1,P98082,P13569
1,P98082,Q96B97
1,P98082,Q00610
1,P14317,Q92918
1,P35968,P16333
1,P35968,P17948
1,P35968,P15692
1,P35968,Q9NP31
1,P35968,P46940
1,P35968,P08758
1,P35968,Q9UKB1
1,P35968,P98160
1,P35968,O75340
1,P63261,P40123
1,P63261,Q9NQX4
0,P63261,O95264
0,P63261,Q68D85
1,Q96B97,O43597
1,Q96B97,O43150
1,Q96B97,Q9Y6R4
1,Q96B97,Q8WUM4
1,Q96B97,O75340
1,Q96B97,Q13177
1,Q96B97,O43426
1,Q96B97,P49848
1,Q96B97,Q6ZUM4
1,Q96B97,Q96P48
1,Q96B97,Q9UHD8
0,Q96B97,Q68D85
1,O43597,O43609
1,Q8WU20,P11362
1,P46527,P24941
1,P46527,Q92905
1,P46527,P78396
1,P46527,P61024
1,P46527,P31749
