Class,IntA,IntB
1,Q15303,P42229
1,Q15303,Q12959
1,Q15303,O14511
1,Q15303,Q12816
1,P42229,P46109
1,P42229,Q09472
1,P42229,P23458
1,P42229,P52333
1,P42229,Q92731
1,P42229,P51692
1,P42229,P38398
1,P42229,P16410
1,P42229,P03372
1,P42229,P08559
1,Q12959,Q13224
1,Q12959,P22459
1,Q12959,Q12879
1,Q12959,Q9Y297
1,Q12959,Q14168
1,Q12959,Q9NQT8
1,Q12959,P60484
1,Q12959,O14910
1,Q12959,Q9NUP9
1,Q12959,Q9NS75
1,Q12816,Q13895
1,P15941,P07948
1,P15941,P12931
1,P15941,P00519
1,P15941,P14923
1,P15941,Q05655
1,P07948,P12931
1,P07948,P48023
1,P07948,P27361
1,P07948,Q13432
1,P07948,O75563
1,P07948,Q9HBA0
1,P07948,Q8WWW8
1,P07948,Q9HCN6
1,P07948,P46527
1,P07948,P32927
1,P07948,P20273
1,P07948,P05556
1,P12931,Q15464
1,P12931,Q07954
1,P12931,Q05513
1,P12931,Q9Y6K9
1,P12931,P00519
1,P12931,P98172
1,P12931,P36575
1,P12931,Q12929
1,P12931,P29323
1,P12931,P98082
1,P12931,Q9Y4K3
1,P12931,Q15654
1,P12931,P18545
1,P12931,Q9ULV8
1,P12931,O15111
1,P12931,Q92731
1,P12931,P14921
1,P12931,P06401
1,P12931,P46527
1,P12931,Q8WUM4
1,P12931,P03372
1,P12931,P48023
1,P12931,Q12879
1,P12931,P25963
1,P12931,P08581
1,P12931,P12830
1,P12931,Q09472
1,P12931,P35869
1,P12931,P27540
1,P12931,P06241
1,P12931,O43150
1,P12931,P55196
1,P12931,Q92793
1,P12931,P11474
1,P00519,P46109
1,P00519,P29323
1,P00519,Q06609
1,P00519,O15350
1,P00519,Q9NYB9
1,P00519,Q96MU7
1,P00519,Q9BTV7
1,P00519,Q8IZP0
1,P00519,P38398
1,P00519,P10636
1,P00519,P23458
1,P00519,P54274
1,P00519,Q13905
1,P00519,O43196
1,P00519,P12956
1,P14923,P12830
1,P14923,Q9Y297
1,P14923,P15924
1,P14923,P03372
0,P14923,P51684
1,Q05655,P06241
1,Q05655,P04637
1,Q05655,Q16236
1,Q05655,P61513
1,P12830,P06241
1,P12830,P62136
1,P12830,P18206
1,P12830,Q9NYG5
1,P12830,P30260
1,P12830,P35527
1,P12830,P13010
1,Q9Y297,Q04206
1,Q9Y297,Q02750
1,Q9Y297,P04637
1,Q9Y297,Q9H3D4
1,Q9Y297,P25963
1,Q9Y297,Q8WWW0
1,Q9Y297,Q13616
1,Q9Y297,Q712K3
1,Q9Y297,P30291
1,Q9Y297,Q6PGQ7
1,Q9Y297,O60346
1,Q9Y297,O43847
1,Q9Y297,P48594
1,Q9Y297,Q5XKE5
1,Q9Y297,Q9GZV5
1,Q9Y297,Q5D1E8
1,Q9Y297,Q9NX09
1,Q9Y297,Q8TB45
1,Q9Y297,Q8IW50
1,Q9Y297,P32314
1,P15924,Q9Y6E0
1,P03372,Q9UNE7
1,P03372,P08238
1,P03372,P19012
1,P03372,Q04206
1,P03372,P07437
1,P03372,P04637
1,P03372,P51812
1,P03372,P49815
1,P03372,P62136
1,P03372,Q92793
1,P03372,Q09472
1,P03372,P63279
1,P03372,Q14498
1,P03372,Q8WX92
1,P03372,Q15233
1,P03372,Q12802
1,P03372,P24385
1,P03372,P30101
1,P03372,Q9Y618
1,P03372,O75376
1,P03372,O95257
1,P03372,P35232
1,P03372,P35869
1,P03372,Q15648
1,P03372,Q15650
1,P03372,O75448
1,P03372,O95793
1,P03372,P07355
1,P03372,Q92769
1,P03372,P32780
1,P03372,Q9NVC6
1,P03372,Q15637
1,P03372,P23246
1,P03372,O60244
1,P03372,P11940
1,P03372,P51398
1,P03372,Q9BQG0
1,P03372,Q9NQU5
1,P03372,O60506
1,P03372,P84243
1,P03372,Q86YN6
1,P03372,P30153
1,P03372,P55072
1,P03372,P53675
1,P03372,Q15424
1,P03372,P38398
1,P03372,P63096
1,P03372,P06401
1,P03372,Q9H467
1,P03372,P10589
1,P03372,Q92731
1,P03372,Q5QJE6
1,P03372,Q8NI08
1,P03372,P16455
1,P03372,O75586
1,P03372,Q9H944
1,P03372,Q15629
1,P03372,O94776
1,P03372,Q969Q0
1,P03372,P05109
1,P03372,P09651
1,P03372,P62424
1,P03372,P62280
1,P03372,P04406
1,P03372,P62917
1,P03372,P46781
1,P03372,O75533
1,P03372,P60866
1,P03372,O43795
1,P03372,P06576
1,P03372,P06748
1,P03372,P06396
1,P03372,Q07020
1,P03372,O00429
1,P03372,P15880
1,P03372,P60763
1,P03372,Q9H1R3
1,P03372,Q9H0A0
1,P03372,P38936
1,P03372,Q9BYM8
1,P03372,P05787
1,P03372,P08727
1,P03372,P04792
1,P03372,P13639
1,P03372,P49327
1,P03372,P27708
1,P03372,P62191
1,P03372,P11586
1,P03372,Q86V81
1,P03372,P14314
1,P03372,Q99460
1,P03372,P56192
1,P03372,P23771
1,Q15464,O43561
1,Q15464,Q12929
1,Q15464,P35968
1,Q15464,P52333
1,Q07954,P05121
1,Q07954,P21741
1,Q07954,Q9UQF2
1,Q07954,P57105
1,Q05513,Q9Y624
1,Q05513,Q04206
1,Q05513,Q9Y4K3
1,Q05513,P31749
1,Q05513,Q13158
1,Q05513,Q9Y243
1,Q05513,O75689
1,Q05513,Q9BYG4
1,Q05513,Q9BYG5
1,Q05513,P67870
1,Q05513,P41743
1,Q05513,Q04759
1,Q05513,P40337
1,Q9Y6K9,P08238
1,Q9Y6K9,P05787
1,Q9Y6K9,O43318
1,Q9Y6K9,Q9Y4K3
1,Q9Y6K9,P25963
1,Q9Y6K9,P31749
1,Q9Y6K9,Q92793
1,Q9Y6K9,Q13158
1,Q9Y6K9,P21580
1,Q9Y6K9,O76080
1,Q9Y6K9,O43734
1,Q9Y6K9,Q9UNS2
1,Q9Y6K9,Q9BXL7
1,Q9Y6K9,O15111
1,Q9Y6K9,Q676U5
1,Q9Y6K9,Q02246
1,Q9Y6K9,P01375
1,Q9Y6K9,Q9HC62
1,Q9Y6K9,Q96EP0
1,Q9Y6K9,Q9BVN2
1,Q9Y6K9,P0CG47
1,Q9Y6K9,Q9BYM8
1,Q9Y6K9,Q5D1E8
1,P98172,P49796
1,P36575,P32121
1,P36575,P49407
1,Q12929,Q8IZP0
1,Q12929,O14640
1,P29323,P52799
1,P29323,P07947
1,P98082,P98164
1,P98082,P37173
1,P98082,Q9UM54
1,P98082,Q13526
1,P98082,Q92997
1,P98082,Q86YT6
1,P98082,O94973
1,P98082,Q96B97
1,Q9Y4K3,Q9UNE7
1,Q9Y4K3,P37173
1,Q9Y4K3,P68036
1,Q9Y4K3,P51787
1,Q9Y4K3,P21796
1,Q9Y4K3,P21580
1,Q9Y4K3,P25942
1,Q9Y4K3,Q9Y6Q6
1,Q9Y4K3,Q9Y616
1,Q9Y4K3,O14836
1,Q9Y4K3,O94972
1,Q9Y4K3,O43734
1,Q9Y4K3,P17980
1,Q9Y4K3,P62191
1,Q9Y4K3,Q99460
1,Q9Y4K3,Q15008
1,Q9Y4K3,P61088
1,Q9Y4K3,O15067
1,Q9Y4K3,P11586
1,Q9Y4K3,P55072
1,Q9Y4K3,O60573
1,Q9Y4K3,P26639
1,Q9Y4K3,Q14257
1,Q9Y4K3,P49407
1,Q9Y4K3,Q96DC9
1,Q9Y4K3,Q8WWZ3
1,Q9Y4K3,Q9Y2K6
1,Q15654,Q9HBW0
1,Q15654,P31269
1,Q15654,Q8TED9
1,P18545,P50570
1,Q9ULV8,P06241
1,O15111,Q04206
1,O15111,P04637
1,O15111,P32121
1,O15111,O43318
1,O15111,Q9ULZ3
1,O15111,P25963
1,O15111,P31749
1,O15111,P78527
1,O15111,Q02246
1,O15111,O43734
1,O15111,Q04759
1,O15111,P41743
1,Q92731,Q09472
1,Q92731,Q14498
1,Q92731,Q15648
1,Q92731,Q15466
1,Q92731,O75448
1,Q92731,Q9NVC6
1,Q92731,O60244
1,Q92731,Q9Y2X0
1,Q92731,Q99460
1,Q92731,Q15393
1,Q92731,Q9H1R3
1,Q92731,Q13243
1,P14921,Q92793
1,P14921,P63279
1,P14921,Q9UER7
1,P06401,P38398
1,P06401,Q9Y618
1,P06401,Q9H467
1,P46527,P49815
1,P46527,P06493
1,P46527,P24385
1,P46527,O14980
1,P46527,O96020
1,P46527,Q13619
1,P46527,P31749
1,P46527,P24864
1,P46527,P16949
1,Q8WUM4,Q99962
1,Q8WUM4,Q96B97
1,Q8WUM4,Q99961
1,Q8WUM4,Q96CF2
1,Q8WUM4,Q9Y6E0
0,Q8WUM4,P51684
1,P48023,P06241
1,P48023,P09237
1,P48023,Q13158
1,P48023,P02751
1,P48023,Q14790
1,P48023,Q9UKS6
1,Q12879,P06241
0,Q12879,Q9NZI5
1,P25963,P63167
1,P25963,Q04206
1,P25963,P04637
1,P25963,P32121
1,P25963,P09651
1,P25963,Q8N668
1,P25963,P49407
1,P25963,P23396
1,P25963,Q9Y618
1,P25963,Q13616
1,P25963,P55072
1,P25963,O00411
1,P25963,P12235
1,P25963,Q9UN86
1,P08581,O15524
1,P08581,P14210
1,P08581,Q92990
1,P08581,Q16827
1,Q09472,Q15797
1,Q09472,Q99717
1,Q09472,Q01196
1,Q09472,Q04206
1,Q09472,Q96EB6
1,Q09472,P04637
1,Q09472,P19419
1,Q09472,P37231
1,Q09472,P01106
1,Q09472,Q86X55
1,Q09472,Q9H3D4
1,Q09472,P38398
1,Q09472,Q9H2X6
1,Q09472,P35869
1,Q09472,Q92585
1,Q09472,Q92793
1,Q09472,P24385
1,Q09472,P12004
1,Q09472,P27695
1,Q09472,O75444
1,Q09472,P06454
1,Q09472,P10242
1,Q09472,P50549
1,Q09472,Q02078
1,Q09472,P10244
1,Q09472,P42226
1,Q09472,Q15672
1,Q09472,O15350
1,Q09472,O15151
1,Q09472,Q96RK1
1,Q09472,Q99814
1,Q09472,Q96RS0
1,Q09472,Q9H4L4
1,Q09472,Q96PK6
1,Q09472,O43524
1,Q09472,Q06546
1,Q09472,P10914
1,Q09472,Q06413
1,Q09472,Q99733
1,Q09472,Q9Y6X2
1,Q09472,Q05516
1,Q09472,Q9NQB0
1,Q09472,Q9P1Z2
1,Q09472,P18146
1,Q09472,P15172
1,Q09472,P31749
1,Q09472,P20749
1,Q09472,P52630
1,Q09472,Q16695
1,Q09472,Q8WUF5
1,Q09472,Q9Y2D1
1,Q09472,P17275
1,P35869,Q9UNE7
1,P35869,Q04206
1,P35869,Q9Y618
1,P35869,O75444
1,P35869,O14980
1,P35869,O60563
1,P35869,O00327
1,P35869,P27540
1,P35869,P10589
1,P27540,Q99814
1,P27540,Q14190
1,P27540,A9YTQ3
1,P06241,P08238
1,P06241,O15524
1,P06241,P07947
1,P06241,O60500
1,P06241,Q13432
1,P06241,O75563
1,P06241,Q9HBA0
1,P06241,Q8WWW8
1,P06241,Q9HCN6
1,P06241,P10636
1,P06241,P54829
1,P06241,P29322
1,P06241,Q13224
1,P06241,P06729
1,P06241,P07333
1,P06241,Q96MU7
1,P06241,Q86WV1
1,P06241,P11836
1,P06241,Q8N3X1
1,P06241,P20749
1,P06241,P16410
1,P06241,P35612
1,P06241,Q04759
1,P06241,Q9Y210
1,P06241,P02751
1,P06241,A7KAX9
1,P06241,Q9BZW8
1,O43150,Q96B97
1,P55196,Q9Y624
1,P55196,P01112
1,P55196,Q9Y2D8
1,P55196,Q07157
1,P55196,P54753
1,P55196,Q93008
1,Q92793,Q15797
1,Q92793,Q01196
1,Q92793,Q04206
1,Q92793,P04637
1,Q92793,P37231
1,Q92793,P01106
1,Q92793,Q86X55
1,Q92793,P38398
1,Q92793,Q9H2X6
1,Q92793,Q01094
1,Q92793,P06454
1,Q92793,P10242
1,Q92793,Q16236
1,Q92793,P52630
1,Q92793,P10244
1,Q92793,P42226
1,Q92793,Q15650
1,Q92793,Q96RS0
1,Q92793,Q96PN7
1,Q92793,P19784
1,Q92793,Q13948
1,Q92793,Q9UER7
1,Q92793,Q99961
1,Q92793,Q9NP62
1,Q92793,Q9UHV2
1,Q92793,P18146
1,Q92793,P31269
1,Q92793,P15172
1,Q92793,Q9UH73
1,Q92793,Q13351
1,Q92793,Q12824
1,Q92793,Q86UE4
1,Q92793,O43524
1,Q92793,P54252
1,Q92793,Q92794
1,Q92793,P12956
1,Q92793,Q02246
1,Q14974,P04637
1,Q14974,P54274
1,Q14974,P49792
1,Q14974,P49790
1,Q14974,O95373
1,Q14974,Q9UBU9
1,Q14974,Q9BXS6
1,P04637,Q9UNE7
1,P04637,P08238
1,P04637,Q96EB6
1,P04637,P07437
