Class,IntA,IntB
1,Q14451,P10721
1,Q14451,P21860
1,Q14451,Q92730
1,Q14451,Q5SQ64
1,P10721,P42680
1,P10721,O15524
1,P10721,P42679
1,P10721,Q13588
1,P10721,P08631
1,P10721,P11274
1,P21860,P29353
1,P21860,P27701
1,P21860,Q9H4P4
1,P21860,P08238
1,P21860,P68366
1,Q92730,Q13017
0,Q5SQ64,Q9H0E7
0,Q5SQ64,Q9H4I2
1,P42680,P29353
1,P42680,P16471
1,P42680,O15524
1,O15524,Q15369
1,O15524,Q9Y4H2
1,O15524,Q99683
0,P42679,P51684
1,Q13588,P48023
1,Q13588,O43561
1,Q13588,P19235
1,P08631,Q07666
1,P08631,Q13432
1,P08631,Q96B97
1,P08631,Q07889
1,P08631,P11274
1,P08631,Q13444
1,P08631,Q8WUM4
1,P08631,Q14644
1,P11274,P46109
1,P11274,Q07889
1,P11274,P04637
1,P11274,P55196
1,P11274,Q8TAF3
1,P11274,P19784
1,P29353,Q15303
1,P29353,P43403
1,P29353,Q05655
1,P29353,Q07954
1,P29353,Q16288
1,P29353,Q12929
1,P29353,Q08345
1,P29353,O95782
1,P29353,P33151
1,P29353,Q13480
1,P29353,O94973
1,P29353,Q92835
1,P29353,P05106
1,P29353,Q07889
1,P29353,P42229
1,P29353,P41240
1,P29353,P19235
1,P29353,P35916
1,P29353,P32927
1,P29353,P31994
1,P29353,P63010
1,P29353,P35579
1,P29353,P05109
1,P27701,P01730
1,Q9H4P4,Q15303
1,P08238,Q16665
1,P08238,P04637
1,P08238,P10636
1,P08238,Q15418
1,P08238,Q12933
1,P08238,O14757
1,P08238,Q15185
1,P08238,P23258
1,P08238,Q15831
1,P08238,Q08752
1,P08238,Q9UHD2
1,P08238,Q14164
1,P08238,P09651
1,P08238,Q92598
1,P08238,P35579
1,P08238,P13639
1,P08238,P19838
1,P08238,P53041
1,P08238,O95433
1,P08238,Q7L3B6
1,P08238,P15056
1,P08238,Q13618
1,P08238,P19320
1,P08238,P22694
1,P08238,P11802
1,P08238,Q8IWD4
1,P08238,O00400
1,P68366,P10636
1,P68366,Q99426
1,Q13017,Q9HAU4
1,Q13017,P52198
1,Q13017,P61586
1,P35222,Q15910
1,P35222,Q15796
1,P35222,Q09472
1,P35222,P84022
1,P35222,Q16665
1,P35222,O14745
1,P35222,P63104
1,P35222,P12830
1,P35222,P33151
1,P35222,Q15262
1,P35222,Q03135
1,P35222,Q13547
1,P35222,O60716
1,P35222,P16591
1,P35222,P63146
1,P35222,Q14192
1,P35222,P46937
1,P35222,Q9Y4A5
1,P35222,P63208
1,P35222,P19838
1,P35222,Q86UL8
1,P35222,Q13761
1,P35222,P15884
1,P35222,Q9HB71
1,P35222,O43707
1,P35222,P15923
1,P35222,Q9Y265
1,P35222,Q9UI47
1,P35222,Q9Y3M2
1,P35222,Q9H6I2
1,P35222,Q6P1J9
1,P35222,Q86UU0
1,P35222,P11388
1,P35222,Q08050
1,Q15910,Q13547
1,Q15910,P46100
1,Q15910,O75461
1,Q15910,Q9UBC3
1,Q15910,Q9Y6K1
1,Q15910,Q09028
1,Q15910,Q5T6S3
1,Q15910,P35226
1,Q15910,O43463
1,Q15910,Q13620
1,Q15910,P38398
1,Q15910,P84243
1,Q15910,Q96JN0
0,Q15910,P51684
1,Q15796,Q9HAU4
1,Q15796,P12757
1,Q15796,Q02078
1,Q15796,Q13547
1,Q15796,Q15583
1,Q15796,Q09472
1,Q15796,P84022
1,Q15796,O75593
1,Q15796,Q8N2W9
1,Q09472,P84022
1,Q09472,Q13547
1,Q09472,P42229
1,Q09472,P04637
1,Q09472,P37231
1,Q09472,P46531
1,Q09472,Q86X55
1,Q09472,P38398
1,Q09472,P35869
1,Q09472,P24928
1,Q09472,Q04864
1,Q09472,P19838
1,Q09472,Q92585
1,Q09472,Q07869
1,Q09472,P06454
1,Q09472,Q15532
1,Q09472,Q13761
1,Q09472,P39748
1,Q09472,Q02078
1,Q09472,P10244
1,Q09472,Q92786
1,Q09472,Q9UK53
1,Q09472,P61296
1,Q09472,Q16665
1,Q09472,Q99743
1,Q09472,Q13363
1,Q09472,Q06546
1,Q09472,P10914
1,Q09472,Q14653
1,Q09472,Q06413
1,Q09472,Q99733
1,Q09472,Q05516
1,Q09472,P15884
1,Q09472,P15923
1,Q09472,P15036
1,Q09472,P16220
1,Q09472,P62805
1,Q09472,Q8WUF5
1,Q09472,Q9Y2D1
1,Q09472,P17275
1,Q09472,P61244
1,Q09472,P09874
1,Q09472,Q13309
1,Q09472,Q9P0U4
1,Q09472,Q12778
1,P84022,Q9HAU4
1,P84022,P28482
1,P84022,P05412
1,P84022,Q15583
1,P84022,P17275
1,P84022,P12757
1,P84022,P19532
1,P84022,P51587
1,P84022,Q13761
1,P84022,Q13573
1,P84022,O75593
1,P84022,P30260
1,P84022,P38398
1,P84022,P28749
1,P84022,P04637
1,P84022,Q8N2W9
1,P84022,P04150
1,P84022,P61244
1,P84022,Q8TEW8
1,P84022,P49716
1,P84022,Q16822
1,P84022,Q99836
1,P84022,Q13547
1,P84022,Q9NZH6
1,P84022,Q16665
1,Q16665,Q13547
1,Q16665,P04637
1,Q16665,P56524
1,Q16665,P05412
1,Q16665,Q15369
1,Q16665,P27540
1,Q16665,O00327
1,Q16665,Q96KS0
1,Q16665,Q9HBZ2
1,Q16665,P14618
1,Q16665,P34932
1,Q16665,P41227
1,O14745,P46937
1,O14745,P41145
1,O14745,P48764
1,O14745,Q92887
1,O14745,P51790
1,O14745,Q6ZVD8
1,O14745,O15439
1,O14745,O60346
1,P63104,Q9P0K1
1,P63104,P19320
1,P63104,P61978
1,P63104,P10398
1,P63104,Q9Y4H2
1,P63104,P61981
1,P63104,O60825
1,P63104,P49815
1,P63104,P21580
1,P63104,P04637
1,P63104,P23528
1,P63104,Q99683
1,P63104,P56524
1,P63104,Q16890
1,P63104,Q9Y2U5
1,P63104,O75628
1,P63104,P30305
1,P63104,Q04912
1,P63104,P62995
1,P63104,Q6PKG0
1,P63104,P21731
1,P63104,P27448
1,P63104,Q12778
1,P63104,P32927
1,P63104,P05783
1,P63104,P10636
1,P63104,Q5PRF9
1,P63104,Q14978
1,P63104,P14866
1,P63104,Q13310
1,P63104,Q6ICG6
1,P63104,Q04917
1,P63104,P23258
1,P63104,Q02241
1,P63104,P16104
1,P63104,O00303
1,P63104,O94875
1,P63104,P05388
1,P63104,P09651
1,P63104,P46937
1,P63104,P55072
1,P63104,P62805
1,P63104,Q02878
1,P63104,Q04637
1,P63104,Q14152
1,P63104,Q15365
1,P63104,Q71U36
1,P63104,Q86W92
1,P63104,P04792
1,P63104,Q9P2M7
1,P63104,Q9UQL6
1,P63104,P35579
1,P63104,Q9UQB8
1,P63104,P68431
1,P63104,P07305
1,P63104,P30793
1,P63104,Q8WXG6
1,P63104,Q9NYF3
1,P63104,Q13111
1,P63104,Q9NX09
1,P63104,P15056
1,P63104,P23588
1,P12830,O60716
1,P12830,Q92597
1,P12830,Q9UI95
1,P12830,P30260
1,P12830,P10809
1,P12830,O43707
1,P33151,Q9NPB6
1,Q03135,P37231
1,Q03135,P67775
1,Q03135,Q12933
1,Q03135,P21453
1,Q03135,P22307
1,Q03135,P51813
1,Q03135,P25098
1,Q03135,P51636
1,Q03135,P24530
1,Q03135,Q13021
1,Q03135,P17302
1,Q03135,P41134
1,Q03135,P55072
1,Q13547,P46531
1,Q13547,P05412
1,Q13547,Q15583
1,Q13547,P09874
1,Q13547,P35232
1,Q13547,Q01094
1,Q13547,P29374
1,Q13547,P06454
1,Q13547,O43463
1,Q13547,Q92466
1,Q13547,Q01826
1,Q13547,O43593
